excluded_year,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
2024,1614,-0.0006363894213591528,-0.00047265909429904996,-0.0004851323387050478,-0.0004965322715729789,0.4770755885997522,0.8551073942534351,-0.013097398504618378,0.0126870688990527
2025,2593,0.0010185630697557796,0.0002141183885708,0.0006441169525512619,0.0008651972951163215,0.5117624373312765,1.277572678411997,-0.01036866967768536,0.01382797526531254
2026,3137,0.00018693402491820764,-0.00016460953459919995,6.9671752893418265e-06,0.00010300908512351269,0.49187121453618105,1.0434822782604565,-0.012374957798030979,0.013063057210139742
