event,symbol,samples
PRE_DOWN,BNBUSDT,379
PRE_DOWN,BTCUSDT,377
PRE_DOWN,ETHUSDT,389
PRE_DOWN,SOLUSDT,398
PRE_UP,BNBUSDT,363
PRE_UP,BTCUSDT,366
PRE_UP,ETHUSDT,364
PRE_UP,SOLUSDT,349
