fast_span,slow_span,adx_threshold,hold_bars,split,cost,samples,mean_return,median_return,win_rate,profit_factor,max_losing_streak,q10,q90,worst_trade,best_trade
48,96,25,48,validation,0.0006,4422,-0.0003690698784101899,-0.0007787696185270304,0.46178199909543194,0.9265174380918882,10,-0.01454022910383511,0.014933569364372025,-0.2146086054877619,0.09634603447705396
48,96,25,48,validation,0.001,4422,-0.0007690698784101902,-0.0011787696185270305,0.44007236544549977,0.8532900540662717,14,-0.014940229103835112,0.014533569364372024,-0.2150086054877619,0.09594603447705397
48,96,25,48,confirmation,0.0006,2607,-0.0005553509939149139,-0.000935174130941418,0.44112006137322596,0.8742878163903628,9,-0.013383020912375863,0.01227286514097148,-0.09267323708128357,0.09151380440461691
48,96,25,48,confirmation,0.001,2607,-0.0009553509939149142,-0.001335174130941418,0.4158036056770234,0.7943848833670376,9,-0.013783020912375864,0.011872865140971479,-0.09307323708128357,0.09111380440461692
48,96,25,96,development,0.0006,2793,-0.0008512842446553763,-0.0012019607273852755,0.4590046544933763,0.8869794236234673,12,-0.022105063777692037,0.02241244665212629,-0.15942368792160316,0.17258220984953937
48,96,25,96,development,0.001,2793,-0.0012512842446553761,-0.0016019607273852756,0.44862155388471175,0.8385645200453276,15,-0.022505063777692038,0.02201244665212629,-0.15982368792160317,0.17218220984953936
48,96,25,96,validation,0.0006,2764,-0.000926497844090431,-0.001097971381168305,0.46635311143270625,0.876815652807587,15,-0.021804752922475433,0.021403504270157706,-0.24465727586936575,0.15810163286831908
48,96,25,96,validation,0.001,2764,-0.0013264978440904313,-0.001497971381168305,0.45332850940665703,0.8285569838037532,15,-0.022204752922475434,0.021003504270157704,-0.24505727586936576,0.15770163286831906
48,96,25,96,confirmation,0.0006,1626,0.0002480734321102174,-0.0007166567961080056,0.46801968019680196,1.0434897836046235,8,-0.017568292164445064,0.01970641261728483,-0.10892346290513628,0.09470884599203293
48,96,25,96,confirmation,0.001,1626,-0.0001519265678897826,-0.0011166567961080056,0.45879458794587946,0.9743319288172144,8,-0.017968292164445065,0.01930641261728483,-0.10932346290513628,0.09430884599203293
48,192,20,48,development,0.0006,5070,-0.0004247110282650202,-0.0011317044735006491,0.4477317554240631,0.9167647992167586,13,-0.014615398624105057,0.014640540487460548,-0.11602238405186267,0.21164225612575133
48,192,20,48,development,0.001,5070,-0.0008247110282650206,-0.0015317044735006493,0.4293885601577909,0.8451837249845291,13,-0.015015398624105059,0.014240540487460547,-0.11642238405186267,0.21124225612575132
48,192,20,48,validation,0.0006,5152,-0.0007510022357536529,-0.0010102810874514472,0.44798136645962733,0.852486470276341,12,-0.014882719068997827,0.013456102945708613,-0.1348637195261822,0.10296370550389293
48,192,20,48,validation,0.001,5152,-0.001151002235753653,-0.0014102810874514473,0.42507763975155277,0.783508902226651,14,-0.015282719068997828,0.013056102945708612,-0.1352637195261822,0.10256370550389293
48,192,20,48,confirmation,0.0006,3004,-0.0001757447380778194,-0.0007452946428825985,0.453728362183755,0.9565483626675666,10,-0.012176855597428603,0.012212586555560475,-0.06480628108051086,0.06712513024063498
