threshold,period,symbol,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q05,q10,q90,q95
2.5,2024-05,BNBUSDT,0.0004,52,-0.0005012116324661309,-0.00128194505059505,-0.0004926071038194585,-0.00043049400033384294,0.36538461538461536,0.7790165166692312,-0.008256797125025524,-0.00570847541585934,0.007138919280569409,0.00958609601956495
2.5,2024-05,BNBUSDT,0.0006,52,-0.0007012116324661308,-0.00148194505059505,-0.0006926071038194584,-0.0006304940003338428,0.34615384615384615,0.7072579975523458,-0.008456797125025525,-0.00590847541585934,0.00693891928056941,0.00938609601956495
2.5,2024-05,BTCUSDT,0.0004,60,-0.0010380918318346614,-0.0010109464934958002,-0.0009067183219627272,-0.0009644602395733969,0.4,0.6077941762191414,-0.011337713381180404,-0.00648261691510909,0.00514567487562812,0.008369438385041564
2.5,2024-05,BTCUSDT,0.0006,60,-0.0012380918318346615,-0.0012109464934957999,-0.0011067183219627271,-0.0011644602395733965,0.4,0.5525190946295687,-0.011537713381180405,-0.00668261691510909,0.00494567487562812,0.008169438385041564
2.5,2024-05,ETHUSDT,0.0004,55,0.0008694767020823929,-0.0006928783955588,0.000348693701318943,0.00046645751773095423,0.4727272727272727,1.4082323112843826,-0.00627353337913061,-0.0051786716166478,0.007575949467719,0.012764916270627908
2.5,2024-05,ETHUSDT,0.0006,55,0.0006694767020823928,-0.0008928783955588,0.0001486937013189434,0.00026645751773095446,0.45454545454545453,1.2991059326334626,-0.00647353337913061,-0.0053786716166477995,0.007375949467719,0.012564916270627908
2.5,2024-05,SOLUSDT,0.0004,54,0.0003064949836942993,-0.0004277693627970255,4.1897076309447004e-05,0.00034160848690442544,0.46296296296296297,1.1075707634236043,-0.009580318984697748,-0.008190311781468269,0.010263709084613918,0.01745730695937169
2.5,2024-05,SOLUSDT,0.0006,54,0.00010649498369429952,-0.0006277693627970254,-0.00015810292369055262,0.00014160848690442587,0.4444444444444444,1.036003325001715,-0.009780318984697748,-0.00839031178146827,0.010063709084613917,0.01725730695937169
2.5,2024-06,BNBUSDT,0.0004,46,0.00034080728491748256,-0.0002934331271156,7.274779491623331e-05,5.4522669180332475e-05,0.5,1.1691959495415192,-0.008037195122593349,-0.004320980136483,0.0059759419795200495,0.00789277341830695
2.5,2024-06,BNBUSDT,0.0006,46,0.00014080728491748255,-0.0004934331271155999,-0.00012725220508376655,-0.00014547733081966732,0.43478260869565216,1.0664134472176738,-0.00823719512259335,-0.004520980136482999,0.00577594197952005,0.00769277341830695
2.5,2024-06,BTCUSDT,0.0004,50,-0.00049021455081366,-0.00038773077020820004,-0.00031410650713756537,-0.0003070340265722845,0.44,0.686980922770129,-0.005820482507988095,-0.00511126130026461,0.00392812502026851,0.005358382569738955
2.5,2024-06,BTCUSDT,0.0006,50,-0.00069021455081366,-0.0005877307702081999,-0.0005141065071375653,-0.0005070340265722843,0.4,0.5902868979822441,-0.006020482507988095,-0.0053112613002646095,0.0037281250202685105,0.005158382569738955
2.5,2024-06,ETHUSDT,0.0004,49,2.2274935533509653e-05,-0.0003970785177567656,-0.00014221470038345847,-0.00014620107362414838,0.4489795918367347,1.0155225173230007,-0.006600275515237041,-0.00458915389366626,0.004040263750064383,0.006170720195608158
2.5,2024-06,ETHUSDT,0.0006,49,-0.00017772506446649014,-0.0005970785177567655,-0.0003422147003834583,-0.00034620107362414815,0.42857142857142855,0.8852514509939193,-0.00680027551523704,-0.00478915389366626,0.003840263750064383,0.005970720195608159
2.5,2024-06,SOLUSDT,0.0004,42,-0.0005763064324761662,-0.0008453165663716961,-0.00016346271149814722,-0.00015756776557976942,0.47619047619047616,0.8411205143438727,-0.011583952278586005,-0.00904087441164443,0.01017791153669996,0.011387260404608029
2.5,2024-06,SOLUSDT,0.0006,42,-0.0007763064324761666,-0.001045316566371696,-0.00036346271149814734,-0.0003575677655797691,0.47619047619047616,0.7919909451212302,-0.011783952278586005,-0.00924087441164443,0.00997791153669996,0.011187260404608029
2.5,2024-07,BNBUSDT,0.0004,61,0.0003474736072205608,-0.00019452406636890002,3.703078780955271e-05,0.000433297087059564,0.47540983606557374,1.1437538768435689,-0.009567915780667199,-0.0065742801977467,0.0082407766990292,0.0176993921077032
2.5,2024-07,BNBUSDT,0.0006,61,0.00014747360722056093,-0.00039452406636889995,-0.00016296921219044702,0.00023329708705956408,0.4262295081967213,1.0583571120187463,-0.0097679157806672,-0.0067742801977467,0.0080407766990292,0.0174993921077032
2.5,2024-07,BTCUSDT,0.0004,67,-0.00011316550367067752,0.00042845364727129995,0.00011183013492787187,0.00012286607916237513,0.5970149253731343,0.9450051763902005,-0.0071269097452178,-0.00560364679328922,0.005673289830940339,0.007548671064259208
2.5,2024-07,BTCUSDT,0.0006,67,-0.00031316550367067755,0.00022845364727130002,-8.816986507212765e-05,-7.713392083762476e-05,0.5373134328358209,0.8539079291001841,-0.007326909745217799,-0.00580364679328922,0.005473289830940338,0.007348671064259208
2.5,2024-07,ETHUSDT,0.0004,59,0.0003488244388415913,-0.0004994343937719133,0.0002977103416684089,0.0003242976020435072,0.4915254237288136,1.1644072594930877,-0.00814776081738972,-0.00631992314939712,0.008318711160931682,0.009742447389855934
2.5,2024-07,ETHUSDT,0.0006,59,0.00014882443884159133,-0.0006994343937719133,9.771034166840894e-05,0.0001242976020435074,0.4745762711864407,1.0669248501166033,-0.008347760817389721,-0.00651992314939712,0.008118711160931682,0.009542447389855933
2.5,2024-07,SOLUSDT,0.0004,61,0.0003002939376849378,-0.0014479999383528999,0.00034207196699717125,0.00038457773230203643,0.4918032786885246,1.082843808845588,-0.0132367993475737,-0.010559662714418099,0.0129231802214415,0.0147852271761003
