event,samples,mean_signal_return,median_signal_return,mean_recent_vol,median_recent_vol,mean_compression_threshold,mean_expansion_threshold
EXPANSION_DOWN,1172,-0.0038116751385495217,-0.0034429400298734425,0.0007525781951554292,0.0007012366985272334,0.0008790227016579096,0.0028366172035557535
EXPANSION_UP,1168,0.003897685467178066,0.003389159542114273,0.0007321546463073708,0.0006694408431000471,0.0008617933703779317,0.0028147864948441423
