strategy,cost,samples,mean_return,median_return,win_rate,profit_factor,q10,q90,median_holding_bars
RECLAIM_FAILURE,0.0,6545,0.00012237947061500675,-0.0010274073131830708,0.32452253628724215,1.067376429687936,-0.004731655573777504,0.006550625949665712,6.0
RECLAIM_FAILURE,0.0002,6545,-7.762052938499316e-05,-0.0012274073131830709,0.3177998472116119,0.9602378483400663,-0.004931655573777504,0.006350625949665713,6.0
RECLAIM_FAILURE,0.0004,6545,-0.0002776205293849934,-0.0014274073131830707,0.3100076394194041,0.8671236753551392,-0.005131655573777504,0.006150625949665712,6.0
STOP_REJECTION_LOW,0.0,6545,0.00015590237238691064,-0.0010952902519169028,0.28174178762414054,1.1025180853576118,-0.0035976841128651624,0.0057712211052420885,3.0
STOP_REJECTION_LOW,0.0002,6545,-4.4097627613089295e-05,-0.0012952902519169029,0.2771581359816654,0.9735124775760927,-0.0037976841128651625,0.005571221105242089,3.0
STOP_REJECTION_LOW,0.0004,6545,-0.00024409762761308943,-0.0014952902519169027,0.26997708174178764,0.8651473995238707,-0.003997684112865162,0.005371221105242088,3.0
TIME_ONLY,0.0,6545,0.00040197366009058145,0.0006470851510134157,0.5634835752482811,1.165392415723858,-0.007799269565759136,0.007781873092773813,12.0
TIME_ONLY,0.0002,6545,0.00020197366009058165,0.0004470851510134157,0.5437738731856379,1.0801579355815223,-0.007999269565759137,0.007581873092773813,12.0
TIME_ONLY,0.0004,6545,1.973660090581515e-06,0.00024708515101341566,0.5249809014514897,1.0007553860962533,-0.008199269565759136,0.007381873092773813,12.0
