cost,samples,mean_return,median_return,win_rate,profit_factor,max_losing_streak
0.0004,1677,0.0007391487801764103,-0.00021840468515930001,0.4877757901013715,1.2416875420668791,10
0.0006,1677,0.0005391487801764102,-0.00041840468515929994,0.4710793082886106,1.1704954685760287,11
0.0008,1677,0.00033914878017641013,-0.0006184046851593001,0.4561717352415027,1.103739414747067,13
