timestamp,snapshot_type,equity,realized_equity,unrealized_pnl,active_positions,gross_notional,gross_exposure_ratio
2024-01-09 21:15:00+00:00,CLOSE_MARK,0.999550067496625,0.999550067496625,0.0,3,1.4997750112500001,1.500450112525318
2024-01-09 21:20:00+00:00,CLOSE_MARK,0.9516282427094913,0.999550067496625,-0.04792182478713372,3,1.4997750112500001,1.5760093531690658
2024-01-09 21:20:00+00:00,INTRABAR_STRESS,0.9209820766677129,0.999550067496625,-0.07856799082891207,3,1.4997750112500001,1.6284518985173624
2024-01-09 21:25:00+00:00,CLOSE_MARK,0.9480622929444746,0.999550067496625,-0.05148777455215042,3,1.4997750112500001,1.5819372022401883
2024-01-09 21:25:00+00:00,INTRABAR_STRESS,0.935490389469692,0.999550067496625,-0.06405967802693302,3,1.4997750112500001,1.6031965994863808
2024-01-09 21:30:00+00:00,CLOSE_MARK,0.9383693913600719,0.999550067496625,-0.06118067613655305,3,1.4997750112500001,1.5982778477846846
2024-01-09 21:30:00+00:00,INTRABAR_STRESS,0.911513676678199,0.999550067496625,-0.08803639081842592,3,1.4997750112500001,1.6453675349289147
2024-01-09 21:35:00+00:00,CLOSE_MARK,0.9366695705612607,0.999550067496625,-0.06288049693536432,3,1.4997750112500001,1.6011783219896016
2024-01-09 21:35:00+00:00,INTRABAR_STRESS,0.9243452942853746,0.999550067496625,-0.07520477321125044,3,1.4997750112500001,1.6225267987213576
2024-01-09 21:40:00+00:00,CLOSE_MARK,0.9495803533039193,0.999550067496625,-0.04996971419270571,3,1.4997750112500001,1.579408215462507
2024-01-09 21:40:00+00:00,INTRABAR_STRESS,0.9352882630906879,0.999550067496625,-0.06426180440593707,3,1.4997750112500001,1.6035430684160934
2024-01-09 21:45:00+00:00,CLOSE_MARK,0.9434908607827178,0.9434908607827178,0.0,0,0.0,0.0
2024-01-09 21:45:00+00:00,INTRABAR_STRESS,0.9421220439868292,0.999550067496625,-0.05742802350979585,3,1.4997750112500001,1.5919116008615195
2024-01-11 08:50:00+00:00,CLOSE_MARK,0.9433493371536004,0.9433493371536004,0.0,1,0.4717454303913589,0.5000750112516877
2024-01-11 08:55:00+00:00,CLOSE_MARK,0.9444728972450374,0.9433493371536004,0.0011235600914370294,1,0.4717454303913589,0.49948011400582054
2024-01-11 08:55:00+00:00,INTRABAR_STRESS,0.9428549707133681,0.9433493371536004,-0.0004943664402322866,1,0.4717454303913589,0.5003372152075884
2024-01-11 09:00:00+00:00,CLOSE_MARK,0.9427650859060531,0.9433493371536004,-0.0005842512475472574,1,0.4717454303913589,0.500384918198348
2024-01-11 09:00:00+00:00,INTRABAR_STRESS,0.9418512570316843,0.9433493371536004,-0.0014980801219160566,1,0.4717454303913589,0.5008704154391644
2024-01-11 09:05:00+00:00,CLOSE_MARK,0.9420609882487526,0.9433493371536004,-0.0012883489048477218,1,0.4717454303913589,0.50075890656327
2024-01-11 09:05:00+00:00,INTRABAR_STRESS,0.9413718713926712,0.9433493371536004,-0.0019774657609291464,1,0.4717454303913589,0.5011254794488982
2024-01-11 09:10:00+00:00,CLOSE_MARK,0.9413419097902329,0.9433493371536004,-0.002007427363367435,1,0.4717454303913589,0.5011414295752347
2024-01-11 09:10:00+00:00,INTRABAR_STRESS,0.9412520249829179,0.9433493371536004,-0.002097312170682406,1,0.4717454303913589,0.5011892860468696
2024-01-11 09:15:00+00:00,CLOSE_MARK,0.9404280809158642,0.9433493371536004,-0.0029212562377362345,1,0.4717454303913589,0.501628396646701
2024-01-11 09:15:00+00:00,INTRABAR_STRESS,0.9399037528731936,0.9433493371536004,-0.00344558428040681,1,0.4717454303913589,0.5019082315069808
2024-01-11 09:20:00+00:00,CLOSE_MARK,0.9403314996904042,0.9403314996904042,0.0,0,0.0,0.0
2024-01-11 09:20:00+00:00,INTRABAR_STRESS,0.9400086184817277,0.9433493371536004,-0.003340718671872695,1,0.4717454303913589,0.5018522395606407
2024-01-12 14:30:00+00:00,CLOSE_MARK,0.9401904499654506,0.9401904499654506,0.0,1,0.4701657498452021,0.5000750112516877
2024-01-12 14:35:00+00:00,CLOSE_MARK,0.9366042597583489,0.9401904499654506,-0.0035861902071016743,1,0.4701657498452021,0.5019897624280595
2024-01-12 14:35:00+00:00,INTRABAR_STRESS,0.9363967942091779,0.9401904499654506,-0.003793655756272808,1,0.4701657498452021,0.5021009819264436
2024-01-12 14:40:00+00:00,CLOSE_MARK,0.9364665305282269,0.9401904499654506,-0.003723919437223695,1,0.4701657498452021,0.5020635917228121
2024-01-12 14:40:00+00:00,INTRABAR_STRESS,0.9356558458192807,0.9401904499654506,-0.004534604146169864,1,0.4701657498452021,0.50249859704934
2024-01-12 14:45:00+00:00,CLOSE_MARK,0.9388898676151843,0.9401904499654506,-0.0013005823502663225,1,0.4701657498452021,0.5007677322575019
2024-01-12 14:45:00+00:00,INTRABAR_STRESS,0.9358650547764282,0.9401904499654506,-0.004325395189022419,1,0.4701657498452021,0.5023862654616604
