symbol,period,year,open_time,event,ret_5m,return_z,range_ratio,volume_ratio_7d,close_position,future_long_1,future_short_1,future_long_3,future_short_3,future_long_6,future_short_6,future_long_12,future_short_12,entry_time,exit_time,gross_return,net_return_4bps,net_return_5bps,net_return_8bps
BTCUSDT,2024-06,2024,2024-06-07 18:05:00+00:00,EXTREME_UP,0.0051679100155224,4.656845647570077,8.70000112156103,30.87300067700364,0.834440154440159,-0.0126005327171599,0.0127613323023503,-0.0013699676019227,0.0013718469878509,-0.0035524081034086,0.003565072696545,-0.0067475586197756,0.0067933974674143,2024-06-07 18:10:00+00:00,2024-06-07 18:40:00+00:00,-0.0035524081034086,-0.0039524081034086,-0.0041524081034086,-0.004352408103408601
ETHUSDT,2024-06,2024,2024-06-07 18:05:00+00:00,EXTREME_UP,0.0155854162855544,12.036182128589468,24.192527050397285,44.39236558037253,0.9834099720494122,-0.013640494638505,0.0138291308233562,0.0046669159327417,-0.004645237002165,0.0018203701328296,-0.0018170624066951,0.0007041311758171,-0.0007036357239674,2024-06-07 18:10:00+00:00,2024-06-07 18:40:00+00:00,0.0018203701328296,0.0014203701328296,0.0012203701328295999,0.0010203701328295998
SOLUSDT,2024-06,2024,2024-06-07 18:05:00+00:00,EXTREME_UP,0.0181483379843194,10.381272558437775,31.66361631960041,39.09923701819798,0.6928588207657969,-0.0463974545409348,0.0486549189301912,-0.0036851983046843,0.0036988292238695,-0.0027965248517841,0.0028043673347291,-0.0022558633804392,0.0022609638058934,2024-06-07 18:10:00+00:00,2024-06-07 18:40:00+00:00,-0.0027965248517841,-0.0031965248517841004,-0.0033965248517841,-0.0035965248517841
BTCUSDT,2024-06,2024,2024-06-12 12:30:00+00:00,EXTREME_UP,0.0188928021260834,17.165029498458765,21.70428285908045,90.34186825074734,0.932598128128858,0.0001673483225494,-0.0001673203217743,-0.0019288336831778,0.001932561272455,0.0042919074102125,-0.0042735656620794,0.0014224607416706,-0.00142044022122,2024-06-12 12:35:00+00:00,2024-06-12 13:05:00+00:00,0.0042919074102125,0.0038919074102124994,0.0036919074102124997,0.0034919074102124996
ETHUSDT,2024-06,2024,2024-06-12 12:30:00+00:00,EXTREME_UP,0.0197010026730428,13.423277946241402,23.76585114031357,77.79256215105687,0.7414049235993179,0.0010839568850617,-0.0010827831947628,0.0017752559189023,-0.0017721099701888,0.0068355648466145,-0.0067891571228474,-0.0002543980444532,0.0002544627792866,2024-06-12 12:35:00+00:00,2024-06-12 13:05:00+00:00,0.0068355648466145,0.0064355648466145,0.006235564846614501,0.0060355648466145
SOLUSDT,2024-06,2024,2024-06-12 12:30:00+00:00,EXTREME_UP,0.0368598761958356,14.906181201578294,19.18433361807512,52.4477719321912,0.9851346624693984,0.0006121920894683,-0.0006118175396104,-0.0028337551357867,0.0028418081241534,0.0104640668488515,-0.0103557040692044,0.0071506560553371,-0.0070998872039103,2024-06-12 12:35:00+00:00,2024-06-12 13:05:00+00:00,0.0104640668488515,0.010064066848851501,0.0098640668488515,0.0096640668488515
ETHUSDT,2024-06,2024,2024-06-14 19:25:00+00:00,EXTREME_UP,0.0059630979727831,4.191410444036637,6.047326767124643,6.193060084787524,0.7945573016481373,-0.0021366014224416,0.0021411762626901,-0.0011667548345382,0.0011681177415605,0.0007670604831599,-0.0007664725523536,0.0056309880679481,-0.005599457589077,2024-06-14 19:30:00+00:00,2024-06-14 20:00:00+00:00,0.0007670604831599,0.00036706048315989995,0.00016706048315990002,-3.293951684010007e-05
ETHUSDT,2024-06,2024,2024-06-14 21:15:00+00:00,EXTREME_UP,0.0062839230681261,4.41216456999327,5.93515782594036,13.313700513901468,0.8726708074534094,0.0044525777161308,-0.0044328401508558,0.0196636089191426,-0.0192844078646547,0.0170351893511124,-0.0167498524431405,0.0131100439429792,-0.0129403947985308,2024-06-14 21:20:00+00:00,2024-06-14 21:50:00+00:00,0.0170351893511124,0.016635189351112398,0.0164351893511124,0.0162351893511124
BNBUSDT,2024-06,2024,2024-06-17 16:20:00+00:00,EXTREME_UP,0.0099242577940081,5.552812632269766,6.13859371326292,10.52207939168645,0.9476047904191588,0.0025948371111927,-0.0025881213578452,0.0105132755214785,-0.0104038964911699,0.0087387417551141,-0.0086630377057884,0.0079184384102857,-0.007856229342103,2024-06-17 16:25:00+00:00,2024-06-17 16:55:00+00:00,0.0087387417551141,0.0083387417551141,0.0081387417551141,0.007938741755114099
BTCUSDT,2024-06,2024,2024-06-17 16:20:00+00:00,EXTREME_UP,0.00753337259521,5.948098368375945,8.12460954408896,9.52482561608609,0.938945267010462,0.0016135317469982,-0.0016109324563376,0.0037096008183348,-0.0036958905397639,0.0019621154923403,-0.0019582731342854,0.0047431744562702,-0.004720782959125,2024-06-17 16:25:00+00:00,2024-06-17 16:55:00+00:00,0.0019621154923403,0.0015621154923403,0.0013621154923403002,0.0011621154923403
SOLUSDT,2024-06,2024,2024-06-18 14:10:00+00:00,EXTREME_UP,0.0122933066455552,4.296074785161957,5.081444337602204,7.346875537958341,0.9359999999999976,0.0090518767705383,-0.0089706753229662,0.008173984891407,-0.008107712571345,0.0118183427762039,-0.0116803009755457,-0.0060419617563738,0.0060786889626147,2024-06-18 14:15:00+00:00,2024-06-18 14:45:00+00:00,0.0118183427762039,0.011418342776203901,0.0112183427762039,0.0110183427762039
SOLUSDT,2024-06,2024,2024-06-18 19:55:00+00:00,EXTREME_UP,0.0143946325099115,5.028668784878461,5.420947549834833,6.036828208840814,0.9979705733130438,0.0031719068271161,-0.0031618776458247,0.0057049224686753,-0.0056725609482667,0.0105905609464609,-0.0104795763543866,0.0279308193591543,-0.0271718863109555,2024-06-18 20:00:00+00:00,2024-06-18 20:30:00+00:00,0.0105905609464609,0.0101905609464609,0.0099905609464609,0.0097905609464609
ETHUSDT,2024-06,2024,2024-06-19 01:00:00+00:00,EXTREME_UP,0.0073081328751432,4.142099651071486,4.46669433578352,7.698092765966471,0.9852995222344691,0.0014271418499396,-0.0014251080186455,0.0074711728717959,-0.0074157683842204,0.0038720462143781,-0.0038571113011661,0.0027917396347427,-0.0027839675222689,2024-06-19 01:05:00+00:00,2024-06-19 01:35:00+00:00,0.0038720462143781,0.0034720462143781,0.0032720462143781,0.0030720462143781
BTCUSDT,2024-06,2024,2024-06-20 07:15:00+00:00,EXTREME_UP,0.0053402767608727,4.455453644125542,5.484360408513641,16.036132996092036,0.8376007586533913,-0.000971043188663,0.0009719870300479,-0.001857120098318,0.0018605754103069,-0.0019056722577514,0.001909310778333,-0.0028099562271937,0.0028178743307167,2024-06-20 07:20:00+00:00,2024-06-20 07:50:00+00:00,-0.0019056722577514,-0.0023056722577514,-0.0025056722577514,-0.0027056722577514
BTCUSDT,2024-06,2024,2024-06-20 10:55:00+00:00,EXTREME_UP,0.0058121777660267,4.835655296078169,6.25161873304998,17.56093178670221,0.7977154724818397,-6.9494698007877e-05,6.949952785650915e-05,0.0029565461739391,-0.0029478307761365,0.0031423689533947,-0.0031325254028231,-0.0006360275622016,0.0006364323507181,2024-06-20 11:00:00+00:00,2024-06-20 11:30:00+00:00,0.0031423689533947,0.0027423689533947,0.0025423689533947,0.0023423689533947
SOLUSDT,2024-06,2024,2024-06-20 10:55:00+00:00,EXTREME_UP,0.0110239651416121,4.037086228761769,4.384513906309921,7.735614548948502,0.8501377410468208,-0.0017956932094065,0.0017989235241631,0.0105299449799598,-0.0104202206300464,0.0089425521828447,-0.0088632917340015,0.0003519558690434,-0.0003518320396922,2024-06-20 11:00:00+00:00,2024-06-20 11:30:00+00:00,0.0089425521828447,0.008542552182844701,0.0083425521828447,0.0081425521828447
BTCUSDT,2024-06,2024,2024-06-24 08:20:00+00:00,EXTREME_UP,0.0048400801603205,4.089273187951997,4.197224408951558,5.057187277338043,0.9738709677419402,0.0004610941812785,-0.0004608816714216,0.0031638400051055,-0.003153861691316,-0.0006046875249293,0.0006050533931682,-0.0054278283899994,0.0054574504947317,2024-06-24 08:25:00+00:00,2024-06-24 08:55:00+00:00,-0.0006046875249293,-0.0010046875249293,-0.0012046875249293,-0.0014046875249293
BTCUSDT,2024-06,2024,2024-06-24 17:30:00+00:00,EXTREME_UP,0.0050874371993407,4.03623907441961,5.891983362964891,8.48963638579191,0.946808510638298,-0.0008613164367057,0.0008620589422421,0.000360126525559,-0.000359996881133,-0.0003402116946524,0.0003403274780404,0.0019234407517185,-0.0019197482297403,2024-06-24 17:35:00+00:00,2024-06-24 18:05:00+00:00,-0.0003402116946524,-0.0007402116946524,-0.0009402116946523999,-0.0011402116946524
BTCUSDT,2024-06,2024,2024-06-25 09:50:00+00:00,EXTREME_UP,0.0084540072486347,6.876442945010839,8.216236041221439,17.239596823709697,0.8445281782437726,-0.0007708257104525,0.0007714203410849,-0.0036150750091474,0.0036281911924558,-0.0030150018294914,0.0030241195554838,-0.0030215066878075,0.0030306638589256,2024-06-25 09:55:00+00:00,2024-06-25 10:25:00+00:00,-0.0030150018294914,-0.0034150018294914,-0.0036150018294913997,-0.0038150018294913998
ETHUSDT,2024-06,2024,2024-06-25 09:50:00+00:00,EXTREME_UP,0.0069647984875418,4.455147425308124,5.377347019238384,8.903232827672074,0.7514432328415638,-0.0015941006467914,0.001596645860991,-0.0025062804613444,0.0025125776857057,-0.0032915226318009,0.0033023925315578,-0.0031114482994784,0.0031211596262898,2024-06-25 09:55:00+00:00,2024-06-25 10:25:00+00:00,-0.0032915226318009,-0.0036915226318009003,-0.0038915226318009,-0.0040915226318009
SOLUSDT,2024-06,2024,2024-06-25 09:50:00+00:00,EXTREME_UP,0.0116742995788992,4.567549433088151,4.159287545110917,7.26788751334889,0.8515330823023212,-0.0016982878634372,0.0017011769516077,-0.0023542788836491,0.0023598345923989,0.0032580887337185,-0.0032475080642817,0.0090162321333555,-0.0089356660935896,2024-06-25 09:55:00+00:00,2024-06-25 10:25:00+00:00,0.0032580887337185,0.0028580887337185,0.0026580887337185003,0.0024580887337185002
BTCUSDT,2024-06,2024,2024-06-25 15:15:00+00:00,EXTREME_UP,0.0052413361495735,4.244685833240343,6.418572630427592,11.704161669076315,0.7729285262492134,-0.0003193904020751,0.0003194924448957,0.0034678988326848,-0.0034559140723076,0.0025291828793774,-0.0025228022511158,0.0006290531776913,-0.0006286577185558,2024-06-25 15:20:00+00:00,2024-06-25 15:50:00+00:00,0.0025291828793774,0.0021291828793773998,0.0019291828793774,0.0017291828793774
BNBUSDT,2024-06,2024,2024-06-26 01:40:00+00:00,EXTREME_UP,0.0053535964079094,4.006826735749425,4.902527105418387,13.28104115611198,0.8091954022988421,-0.0004466279589102,0.0004468275245754,-3.43559968392082e-05,3.4357177214339174e-05,0.0016662658467034,-0.0016634940234261,0.0007558319304634,-0.0007552610800234,2024-06-26 01:45:00+00:00,2024-06-26 02:15:00+00:00,0.0016662658467034,0.0012662658467034,0.0010662658467034,0.0008662658467034
ETHUSDT,2024-06,2024,2024-06-26 19:50:00+00:00,EXTREME_UP,0.006055000325061,4.165771830721782,4.353745200511056,6.738061999200937,0.8701188455008341,0.000845949137308,-0.00084523411224,-0.0003172309264904,0.000317331593886,-0.0069820177061854,0.0070311090339545,-0.0062418122110408,0.0062810171405263,2024-06-26 19:55:00+00:00,2024-06-26 20:25:00+00:00,-0.0069820177061854,-0.0073820177061854,-0.0075820177061854,-0.0077820177061854005
ETHUSDT,2024-06,2024,2024-06-27 12:05:00+00:00,EXTREME_UP,0.008175648936638,5.728455172701986,5.786324430396864,14.703834023808838,0.949040370615473,-0.0014654400390783,0.0014675907052588,-0.003387376280806,0.0033988895988141,-0.0045882229794953,0.0046093718051327,0.0020062571963572,-0.0020022401875722,2024-06-27 12:10:00+00:00,2024-06-27 12:40:00+00:00,-0.0045882229794953,-0.0049882229794953005,-0.0051882229794953,-0.005388222979495301
SOLUSDT,2024-06,2024,2024-06-28 15:50:00+00:00,EXTREME_UP,0.0103519522738331,4.078898720481951,3.874598182807762,7.7778985241207135,0.957514267596698,-0.0008724420000558,0.0008732038197427,-0.001779781680114,0.0017829549506718,-0.0112021552807171,0.0113290652285931,-0.00734247187247,0.0073967825402183,2024-06-28 15:55:00+00:00,2024-06-28 16:25:00+00:00,-0.0112021552807171,-0.0116021552807171,-0.0118021552807171,-0.012002155280717101
BNBUSDT,2024-06,2024,2024-06-30 22:25:00+00:00,EXTREME_UP,0.0066683897647972,5.407011807934516,5.070146747105507,7.692081667542226,0.9772727272727476,-0.0017459475188715,0.0017490011831478,-0.0022936957600863,0.0022989688952941,0.0009243251570496,-0.0009234715690464,-0.0008729737594358,0.0008737365084803,2024-06-30 22:30:00+00:00,2024-06-30 23:00:00+00:00,0.0009243251570496,0.0005243251570496001,0.0003243251570496001,0.0001243251570496
BTCUSDT,2024-06,2024,2024-06-30 22:25:00+00:00,EXTREME_UP,0.0094905599558667,7.519490620950636,7.411692152255698,18.86914272240704,0.9998341900182416,-0.0030310491910053,0.0030402643819005,-0.0015886002049294,0.0015911278709912,-0.0008514897098421,0.0008522153624539,-0.0007879457016449,0.0007885670496621,2024-06-30 22:30:00+00:00,2024-06-30 23:00:00+00:00,-0.0008514897098421,-0.0012514897098421,-0.0014514897098420998,-0.0016514897098421
ETHUSDT,2024-06,2024,2024-06-30 22:25:00+00:00,EXTREME_UP,0.0094086335302221,6.963824427048993,6.737253284777642,10.539376821956312,0.973144236572122,-0.0017982751592282,0.0018015147785033,-0.0031195159112658,0.0031292777429758,-0.0028766620312413,0.0028849610892685,-0.0042210317242336,0.004238924358427,2024-06-30 22:30:00+00:00,2024-06-30 23:00:00+00:00,-0.0028766620312413,-0.0032766620312413,-0.0034766620312412996,-0.0036766620312412997
BNBUSDT,2024-07,2024,2024-07-03 10:35:00+00:00,EXTREME_UP,0.0043578845429599,4.439279944077855,5.0700997162228845,12.934725199950316,0.9841772151898522,0.0012856224555388,-0.0012839717526215,0.0025533890436397,-0.0025468858532068,0.000482108420827,-0.0004818761042993,-0.000535676023141,0.0005359631257368,2024-07-03 10:40:00+00:00,2024-07-03 11:10:00+00:00,0.000482108420827,8.210842082699999e-05,-0.00011789157917299994,-0.00031789157917300003
BTCUSDT,2024-07,2024,2024-07-03 21:05:00+00:00,EXTREME_UP,0.0047898998658828,4.57561112285198,4.565751278891293,5.80463414019939,0.9796050501780418,0.0015187730722203,-0.0015164698985735,0.000608847354943,-0.0006084768854007,0.005579985648598,-0.005549022184445,0.0056786724451409,-0.0056466072123556,2024-07-03 21:10:00+00:00,2024-07-03 21:40:00+00:00,0.005579985648598,0.005179985648598,0.004979985648598,0.004779985648598
ETHUSDT,2024-07,2024,2024-07-03 21:05:00+00:00,EXTREME_UP,0.0045929364439389,4.151140836727877,4.387949112645677,4.303301053328153,0.9710572947430722,0.0003235149595148,-0.0003234103314345,-7.935272591885756e-05,7.935902327371736e-05,0.0035006760241842,-0.003488464041752,0.0063573741572586,-0.0063172132688773,2024-07-03 21:10:00+00:00,2024-07-03 21:40:00+00:00,0.0035006760241842,0.0031006760241842,0.0029006760241842003,0.0027006760241842
BNBUSDT,2024-07,2024,2024-07-04 08:00:00+00:00,EXTREME_UP,0.0048292774948122,4.292437665861205,6.666315124618935,7.282704179131357,0.9851116625310026,0.0011639695115082,-0.0011626162616261,-0.001445575038486,0.0014476677508508,-0.001408027634889,0.0014100129721192,-0.0097623249352305,0.0098585674743107,2024-07-04 08:05:00+00:00,2024-07-04 08:35:00+00:00,-0.001408027634889,-0.001808027634889,-0.0020080276348889998,-0.002208027634889
BTCUSDT,2024-07,2024,2024-07-04 13:45:00+00:00,EXTREME_UP,0.0069335896244349,6.000015303488533,8.923117322230365,14.57096684021105,0.7635294117647108,0.0031168985548288,-0.0031072136849845,0.0031466166005003,-0.0031367464620113,0.0022375940270225,-0.0022325983782265,0.0043335903070222,-0.0043148913357538,2024-07-04 13:50:00+00:00,2024-07-04 14:20:00+00:00,0.0022375940270225,0.0018375940270225,0.0016375940270225002,0.0014375940270225
ETHUSDT,2024-07,2024,2024-07-04 13:45:00+00:00,EXTREME_UP,0.0081550888529886,6.788541917070471,7.844267280253018,11.442103455520906,0.9056410256410182,0.0010511978206875,-0.0010500939642008,5.768768528158219e-05,-5.7684357604559366e-05,-0.0014357823892315,0.0014378468243805,0.0007114814518067,-0.0007109756058504,2024-07-04 13:50:00+00:00,2024-07-04 14:20:00+00:00,-0.0014357823892315,-0.0018357823892314999,-0.0020357823892314998,-0.0022357823892315
SOLUSDT,2024-07,2024,2024-07-04 13:45:00+00:00,EXTREME_UP,0.0133587057034336,6.120370633462802,6.859759693522273,12.472606386806165,0.7937422807739792,0.0022847749534373,-0.0022795666566355,0.0024506662041821,-0.0024446751214817,0.0062661649713084,-0.0062271446555962,0.0116727116433037,-0.0115380315283419,2024-07-04 13:50:00+00:00,2024-07-04 14:20:00+00:00,0.0062661649713084,0.0058661649713084,0.0056661649713084005,0.0054661649713084
BNBUSDT,2024-07,2024,2024-07-05 00:15:00+00:00,EXTREME_UP,0.0059231946024398,4.690084904411041,5.56377695929578,7.702357582043114,0.9002932551319562,0.0046015559498508,-0.0045804786211983,-0.0014038645270731,0.0014058381333594,-0.004406574765535,0.0044260786118563,-0.0038996236863142,0.0039148902851997,2024-07-05 00:20:00+00:00,2024-07-05 00:50:00+00:00,-0.004406574765535,-0.004806574765535,-0.005006574765535,-0.005206574765535
BNBUSDT,2024-07,2024,2024-07-05 01:45:00+00:00,EXTREME_UP,0.0076889454025272,5.818198710095623,7.37529624113221,12.803637622619735,0.966517857142862,0.0023856466876972,-0.0023799689227199,-0.0036869085173502,0.0037005521144599,-0.007334384858044,0.0073885755144196,-0.0150433753943217,0.0152731348960104,2024-07-05 01:50:00+00:00,2024-07-05 02:20:00+00:00,-0.007334384858044,-0.007734384858044,-0.007934384858044,-0.008134384858044
ETHUSDT,2024-07,2024,2024-07-05 01:45:00+00:00,EXTREME_UP,0.0058766774844312,4.524004483580125,5.267955436252524,3.821125309043383,0.8909001956947157,0.0,0.0,-0.0042856773760157,0.004304123460554,-0.0083355940523711,0.0084056602237383,-0.0141456419796148,0.0143486123122886,2024-07-05 01:50:00+00:00,2024-07-05 02:20:00+00:00,-0.0083355940523711,-0.0087355940523711,-0.0089355940523711,-0.0091355940523711
BNBUSDT,2024-07,2024,2024-07-05 03:15:00+00:00,EXTREME_UP,0.0077192832399606,4.740735122906391,8.847548515761849,23.752622184601798,0.7439999999999941,-0.0125395175150113,0.0126987537602063,-0.0041586217139462,0.0041759880686054,-0.0061742801977467,0.0062126387702818,-0.0289830472512784,0.0298481372227685,2024-07-05 03:20:00+00:00,2024-07-05 03:50:00+00:00,-0.0061742801977467,-0.0065742801977467,-0.0067742801977467,-0.0069742801977467
BNBUSDT,2024-07,2024,2024-07-05 04:20:00+00:00,EXTREME_UP,0.0098101334964715,5.682322062876069,9.885797499903664,28.280227817088107,0.92349726775956,0.0147548786292242,-0.0145403377110694,0.0235169399852883,-0.0229766006468112,0.0205313487084071,-0.0201182930190157,0.0326251568517155,-0.0315943850827571,2024-07-05 04:25:00+00:00,2024-07-05 04:55:00+00:00,0.0205313487084071,0.0201313487084071,0.019931348708407102,0.019731348708407103
ETHUSDT,2024-07,2024,2024-07-05 04:20:00+00:00,EXTREME_UP,0.0073749476860531,4.598715792120591,7.384191837377492,19.66450527129665,0.7890390390390422,0.0114231052552569,-0.0112940916574908,0.011740801642246,-0.0116045548654244,0.0070591438955163,-0.0070096616850229,0.0079598655201666,-0.0078970064111223,2024-07-05 04:25:00+00:00,2024-07-05 04:55:00+00:00,0.0070591438955163,0.0066591438955163,0.0064591438955163005,0.0062591438955163
SOLUSDT,2024-07,2024,2024-07-05 04:20:00+00:00,EXTREME_UP,0.0200063902474991,8.2345391230227,7.663237824412321,11.831921162820205,0.9476699770817416,0.0100973587815693,-0.0099964213288799,0.0128847760426706,-0.0127208704755258,0.0102580168369641,-0.0101538583866735,0.0179615705931495,-0.0176446450553959,2024-07-05 04:25:00+00:00,2024-07-05 04:55:00+00:00,0.0102580168369641,0.009858016836964101,0.0096580168369641,0.0094580168369641
BTCUSDT,2024-07,2024,2024-07-05 05:45:00+00:00,EXTREME_UP,0.0064151963642316,4.4306113424351015,5.270337615159083,8.378677231199358,1.0,-0.0015149964546524,0.0015172951514275,-0.0028582080278365,0.0028664007976071,-0.0062080132164707,0.0062467933924115,-0.0063523856168539,0.0063929963952034,2024-07-05 05:50:00+00:00,2024-07-05 06:20:00+00:00,-0.0062080132164707,-0.0066080132164707,-0.0068080132164707,-0.0070080132164707
BNBUSDT,2024-07,2024,2024-07-05 06:40:00+00:00,EXTREME_UP,0.0072977215834357,4.038853902030496,7.331392932601156,7.149783370227269,0.8826291079812204,-0.0017690914451792,0.001772226676231,-0.0086559117139126,0.0087314907267743,-0.0102986394844362,0.0104058051199114,-0.0130154584895328,0.0131870945715262,2024-07-05 06:45:00+00:00,2024-07-05 07:15:00+00:00,-0.0102986394844362,-0.010698639484436199,-0.0108986394844362,-0.0110986394844362
BNBUSDT,2024-07,2024,2024-07-05 09:10:00+00:00,EXTREME_UP,0.008163981916341,4.3799643320062,6.630271888976683,11.221290313950531,0.9973614775725618,0.0047018872853132,-0.0046798830029249,0.0173490933629378,-0.0170532351934269,0.0215720847210432,-0.0211165565736203,0.0357865865604387,-0.0345501544669314,2024-07-05 09:15:00+00:00,2024-07-05 09:45:00+00:00,0.0215720847210432,0.021172084721043198,0.0209720847210432,0.0207720847210432
SOLUSDT,2024-07,2024,2024-07-05 09:10:00+00:00,EXTREME_UP,0.0110533000122905,4.3415417576516,3.884449371242314,4.32525216287445,0.992641648270794,0.0014911704877911,-0.0014889502091812,0.0139716191356074,-0.0137791027598168,0.016824293112251,-0.0165459197092507,0.0414286061608033,-0.0397805532858642,2024-07-05 09:15:00+00:00,2024-07-05 09:45:00+00:00,0.016824293112251,0.016424293112251,0.016224293112251,0.016024293112251002
BNBUSDT,2024-07,2024,2024-07-05 10:10:00+00:00,EXTREME_UP,0.0093118954692006,4.91889565159978,8.866992895349636,13.867240779631318,0.8541666666666602,-0.0002732010759919,0.0002732757352168,-0.0008616341627437,0.0008623772164144,0.003719737726967,-0.0037059525554323,0.0089736045729658,-0.0088937951719398,2024-07-05 10:15:00+00:00,2024-07-05 10:45:00+00:00,0.003719737726967,0.0033197377269669997,0.003119737726967,0.002919737726967
ETHUSDT,2024-07,2024,2024-07-05 10:10:00+00:00,EXTREME_UP,0.0094549903065614,5.436134886459149,8.131633846803274,21.132150921029226,0.9054533720555064,0.0016808851520671,-0.0016780645183339,-0.0003012584386596,0.000301349222656,0.0013898968874526,-0.0013879677553895,0.0060662494693743,-0.0060296719749558,2024-07-05 10:15:00+00:00,2024-07-05 10:45:00+00:00,0.0013898968874526,0.0009898968874526,0.0007898968874526,0.0005898968874525999
SOLUSDT,2024-07,2024,2024-07-05 10:10:00+00:00,EXTREME_UP,0.0151596543061633,5.894191297828418,6.837707144896421,10.42486177206833,0.7905296950240797,0.0003813051530667,-0.0003811598148653,0.0004824677446968,-0.0004822350818245,0.0069646553468321,-0.0069164844166583,0.0080307534278556,-0.0079667742284118,2024-07-05 10:15:00+00:00,2024-07-05 10:45:00+00:00,0.0069646553468321,0.0065646553468320995,0.0063646553468321,0.006164655346832099
BTCUSDT,2024-07,2024,2024-07-05 13:05:00+00:00,EXTREME_UP,0.0061955586033821,4.014800913005777,5.635703389283629,4.593746908708234,0.8573952549217583,0.0025213297975503,-0.0025149886816469,0.0013159492688867,-0.0013142198222725,0.0113831424361012,-0.0112550248847166,0.0067483183582173,-0.0067030838146541,2024-07-05 13:10:00+00:00,2024-07-05 13:40:00+00:00,0.0113831424361012,0.0109831424361012,0.0107831424361012,0.010583142436101199
SOLUSDT,2024-07,2024,2024-07-06 00:30:00+00:00,EXTREME_UP,0.0157723805789617,5.92076984084975,5.827025065765945,6.709590756149091,0.9553761155971146,0.0010487676979549,-0.0010476689366161,-0.0106479053778476,0.0107625034967093,-0.0189797820893782,0.0193469836226223,-0.0234006292606187,0.0239613396872273,2024-07-06 00:35:00+00:00,2024-07-06 01:05:00+00:00,-0.0189797820893782,-0.0193797820893782,-0.0195797820893782,-0.0197797820893782
BNBUSDT,2024-07,2024,2024-07-08 01:25:00+00:00,EXTREME_UP,0.011564741331749,5.196886870319009,6.467362120189123,5.140036423452004,0.9753289473684156,-0.0064609511023473,0.0065029664506048,0.0003775880514358,-0.0003774455325127,0.0105305112122675,-0.0104207751229943,0.0189423339137002,-0.0185901922839379,2024-07-08 01:30:00+00:00,2024-07-08 02:00:00+00:00,0.0105305112122675,0.0101305112122675,0.0099305112122675,0.0097305112122675
BTCUSDT,2024-07,2024,2024-07-08 01:25:00+00:00,EXTREME_UP,0.0068953600164709,4.124527624498071,5.920614101760551,7.199762311901506,0.8894786729857764,-0.0052524920582758,0.0052802264055367,-0.0032497170190236,0.0032603121107772,0.002848066600942,-0.0028399781540141,0.0087687589002081,-0.0086925361465081,2024-07-08 01:30:00+00:00,2024-07-08 02:00:00+00:00,0.002848066600942,0.0024480666009419998,0.002248066600942,0.002048066600942
BTCUSDT,2024-07,2024,2024-07-09 14:10:00+00:00,EXTREME_UP,0.0112586231612954,5.839781781290914,7.83585594813985,10.164214271905484,0.7429203539822993,-0.0041161725300371,0.0041331854343837,-0.0048474371164318,0.0048710492212227,-0.0040746823407381,0.0040913533058029,-0.0102256029043132,0.0103312461246911,2024-07-09 14:15:00+00:00,2024-07-09 14:45:00+00:00,-0.0040746823407381,-0.0044746823407381,-0.0046746823407380995,-0.0048746823407381
ETHUSDT,2024-07,2024,2024-07-09 14:10:00+00:00,EXTREME_UP,0.0113235548901478,4.909274618872386,5.643021803820444,6.708185255959082,0.957353321271644,-0.0063935560195749,0.0064346966128381,-0.0066004253751121,0.0066442804524096,-0.006477596695262,0.0065198295214237,-0.0142610561973532,0.0144673762632721,2024-07-09 14:15:00+00:00,2024-07-09 14:45:00+00:00,-0.006477596695262,-0.0068775966952620005,-0.007077596695262,-0.007277596695262001
SOLUSDT,2024-07,2024,2024-07-09 14:10:00+00:00,EXTREME_UP,0.0129340463458109,4.00067952024857,3.8593417782817534,4.248529709021955,0.8835584536562641,-0.0035194661673717,0.0035318965578137,-0.0060816375372183,0.0061188501660729,-0.0064335841539556,0.0064752431758448,-0.016984943723736,0.0172784166583128,2024-07-09 14:15:00+00:00,2024-07-09 14:45:00+00:00,-0.0064335841539556,-0.0068335841539556,-0.0070335841539556,-0.0072335841539556
BTCUSDT,2024-07,2024,2024-07-11 12:30:00+00:00,EXTREME_UP,0.0094555800700224,4.847316812354022,8.976975892157572,33.818128946874324,0.5196843251088541,-0.0022160150547253,0.0022209366838523,-0.0021873233137272,0.0021921181849395,-0.0061349693251533,0.0061728395061728,-0.0082969763968235,0.0083663921550607,2024-07-11 12:35:00+00:00,2024-07-11 13:05:00+00:00,-0.0061349693251533,-0.0065349693251533,-0.0067349693251533,-0.0069349693251533
SOLUSDT,2024-07,2024,2024-07-11 12:30:00+00:00,EXTREME_UP,0.0129709998537106,4.155260844723244,4.707974507178565,19.88340154214422,0.7471176018447402,-0.0015266125704853,0.0015289466797061,-0.0056663457571172,0.0056986362001714,-0.0148879108788336,0.0151129105441345,-0.0174460184293768,0.0177557862026971,2024-07-11 12:35:00+00:00,2024-07-11 13:05:00+00:00,-0.0148879108788336,-0.0152879108788336,-0.0154879108788336,-0.0156879108788336
BNBUSDT,2024-07,2024,2024-07-15 02:25:00+00:00,EXTREME_UP,0.0075685557586837,4.388909444836991,4.343331220015639,6.775404471567945,0.921568627450978,0.004789984577701,-0.0047671500027085,0.0006894674770934,-0.0006889924392144,0.0023405606459223,-0.00233509521396,0.002721582146421,-0.002714195241111,2024-07-15 02:30:00+00:00,2024-07-15 03:00:00+00:00,0.0023405606459223,0.0019405606459222998,0.0017405606459223,0.0015405606459222999
