cost,block_mean_ci_low,block_mean_ci_high,block_pf_ci_low,block_pf_ci_high,block_prob_mean_gt_0,block_prob_pf_gt_1
0.0004,0.0002582243863642447,0.00121963357302697,1.0805077758329946,1.4273883002228576,0.9985,0.9985
0.0006,5.822438636424459e-05,0.0010196335730269699,1.0174211985881207,1.3451557648666739,0.988,0.988
0.0008,-0.0001417756136357556,0.00081963357302697,0.9589132209309005,1.267353155016818,0.9145,0.9145
