event,symbol,samples
NEG_DISLOCATION,BNBUSDT,2983
NEG_DISLOCATION,BTCUSDT,3051
NEG_DISLOCATION,ETHUSDT,2977
NEG_DISLOCATION,SOLUSDT,3028
POS_DISLOCATION,BNBUSDT,3009
POS_DISLOCATION,BTCUSDT,3010
POS_DISLOCATION,ETHUSDT,2968
POS_DISLOCATION,SOLUSDT,3033
