samples,mae_mean,mae_median,mae_q90,mae_q95,mae_q99,mae_q995,mae_max,mfe_median,mfe_q90
1259,0.006153499884149515,0.004124354486535253,0.013029157259494073,0.018448170381038017,0.03168014929467902,0.04975512961383226,0.11730078803967414,0.0051531739032193435,0.016290651235804803
