event,samples,mean_spot_ret,mean_futures_ret,mean_lead_gap,median_lead_gap
FUTURES_LEADS_DOWN,60457,-0.0014426221809213098,-0.0016517455447163472,0.00020912336379503758,0.00017344642990735348
FUTURES_LEADS_UP,61034,0.0014604312116965324,0.0016717634182699384,-0.00021133220657340603,-0.00017456345398414452
SPOT_LEADS_DOWN,52814,-0.0015388562060372386,-0.001326348274192356,-0.00021250793184488252,-0.00017497145617112464
SPOT_LEADS_UP,53642,0.0015112564222788168,0.0013034692965934748,0.00020778712568534163,0.00017475972407032803
