market_30d_bucket,samples,mean_return,median_return,win_rate,profit_factor
<-20%,262.0,0.0002508398400237051,-0.0005282560851760931,0.46946564885496184,1.0779772669102723
-20%--5%,740.0,0.00020928891126795266,-0.00019323083482425396,0.4810810810810811,1.076856068658108
-5%-+5%,714.0,-0.00017825027723930272,-0.00038532295428711505,0.4523809523809524,0.9182356710902555
+5%-+20%,702.0,-0.00042198286659315916,-0.0007572980179980648,0.405982905982906,0.8013724553035532
>+20%,319.0,-0.0002095453835410632,-0.000778315552186104,0.438871473354232,0.933631690248405
