event,samples,mean_flow,median_flow,mean_flow_median_6,median_flow_median_6,mean_signal_return,median_signal_return,mean_positive_count,mean_negative_count
BUY_PRESSURE,249463,0.10208107167898815,0.1256860794650949,0.14730568350770054,0.1329933143606209,0.0004647996489277761,0.00032162466401697287,4.494029174667185,1.5059708253328148
SELL_PRESSURE,257660,-0.11963116239282093,-0.14594860634542228,-0.16495150982542747,-0.1502723263595293,-0.0004666635808807077,-0.0003083625515930555,1.4260420709462083,4.573957929053792
