hypothesis,minutes,year,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
HIGH_6H_CONTINUE_LONG,5,2024,0.0,10823,-4.655231421580242e-06,-0.0001541500072258506,-5.0899838426800794e-05,-8.332672463967173e-06,0.46391943084172593,0.9952509152032342,-0.002901768845243069,0.003149613483003669
HIGH_6H_CONTINUE_LONG,5,2024,0.0004,10823,-0.0004046552314215803,-0.0005541500072258506,-0.00045089983842680085,-0.00040833267246396723,0.38224152268317474,0.6660036948353667,-0.003301768845243069,0.002749613483003669
HIGH_6H_CONTINUE_LONG,5,2024,0.0006,10823,-0.0006046552314215801,-0.0007541500072258505,-0.0006508998384268007,-0.000608332672463967,0.3440820474914534,0.5484725741363743,-0.003501768845243069,0.0025496134830036692
HIGH_6H_CONTINUE_LONG,5,2025,0.0,10689,-5.401881268420543e-05,-0.00016558224652041265,-0.00012798532130469924,-9.682952454698711e-05,0.4521470670783048,0.9404344255806844,-0.00263035692086715,0.0025489659059374135
HIGH_6H_CONTINUE_LONG,5,2025,0.0004,10689,-0.0004540188126842055,-0.0005655822465204126,-0.0005279853213046994,-0.0004968295245469872,0.35269903639255307,0.603853563124888,-0.00303035692086715,0.0021489659059374133
HIGH_6H_CONTINUE_LONG,5,2025,0.0006,10689,-0.0006540188126842053,-0.0007655822465204126,-0.0007279853213046989,-0.000696829524546987,0.3085414912526897,0.48900365056444756,-0.0032303569208671497,0.0019489659059374138
HIGH_6H_CONTINUE_LONG,5,2026,0.0,4658,-0.00011949477839655154,-0.00022146551943913462,-0.00018945007027009988,-0.00015599156558968554,0.42507513954486903,0.862570298963598,-0.002556131489575253,0.002407153902292493
HIGH_6H_CONTINUE_LONG,5,2026,0.0004,4658,-0.0005194947783965515,-0.0006214655194391346,-0.0005894500702700999,-0.0005559915655896856,0.3256762559038214,0.5361016557828426,-0.002956131489575253,0.0020071539022924927
HIGH_6H_CONTINUE_LONG,5,2026,0.0006,4658,-0.0007194947783965514,-0.0008214655194391346,-0.0007894500702700998,-0.0007559915655896855,0.2773722627737226,0.42891621714607797,-0.0031561314895752527,0.0018071539022924933
HIGH_6H_CONTINUE_LONG,15,2024,0.0,10823,-7.366772819621802e-05,-0.00040967317863593866,-0.0002006856328066118,-0.00012102248211180463,0.4447934953340109,0.9552430207679826,-0.004859038100588053,0.005146507389543678
HIGH_6H_CONTINUE_LONG,15,2024,0.0004,10823,-0.00047366772819621805,-0.0008096731786359386,-0.000600685632806612,-0.0005210224821118048,0.3912039175829253,0.7478243317127078,-0.005259038100588053,0.004746507389543678
HIGH_6H_CONTINUE_LONG,15,2024,0.0006,10823,-0.0006736677281962178,-0.0010096731786359385,-0.0008006856328066118,-0.0007210224821118045,0.3689365240691121,0.6635568870676124,-0.005459038100588053,0.0045465073895436785
HIGH_6H_CONTINUE_LONG,15,2025,0.0,10689,-0.00016004160358098582,-0.00034918639569814225,-0.0002568588456506151,-0.0002140324661550804,0.43998503134063055,0.8908772095665534,-0.004256932411619041,0.004089542013618354
HIGH_6H_CONTINUE_LONG,15,2025,0.0004,10689,-0.0005600416035809858,-0.0007491863956981422,-0.0006568588456506153,-0.0006140324661550805,0.3757133501730751,0.6711334974825762,-0.004656932411619041,0.003689542013618354
HIGH_6H_CONTINUE_LONG,15,2025,0.0006,10689,-0.0007600416035809856,-0.0009491863956981422,-0.0008568588456506149,-0.0008140324661550802,0.3470857891290111,0.5848115966565676,-0.0048569324116190405,0.0034895420136183543
HIGH_6H_CONTINUE_LONG,15,2026,0.0,4658,-0.00029337482767985293,-0.0005173356612023783,-0.0004059612861871229,-0.00036104084504471793,0.39673679690854446,0.7926321227688028,-0.004091138431784047,0.0035841234586713403
HIGH_6H_CONTINUE_LONG,15,2026,0.0004,4658,-0.0006933748276798529,-0.0009173356612023782,-0.0008059612861871229,-0.000761040845044718,0.3415629025332761,0.5841738427226923,-0.004491138431784047,0.00318412345867134
HIGH_6H_CONTINUE_LONG,15,2026,0.0006,4658,-0.0008933748276798528,-0.0011173356612023781,-0.0010059612861871231,-0.0009610408450447178,0.31172176899957066,0.5043085144169945,-0.004691138431784047,0.0029841234586713405
HIGH_6H_CONTINUE_LONG,30,2024,0.0,10823,-0.00015239923011931247,-0.0005599959273023813,-0.0002952370505112969,-0.0002012312782471584,0.44322276633096186,0.9312796624200174,-0.006353460316134196,0.006715142916777018
HIGH_6H_CONTINUE_LONG,30,2024,0.0004,10823,-0.0005523992301193126,-0.0009599959273023813,-0.0006952370505112969,-0.0006012312782471585,0.4068188117897071,0.7742946539436761,-0.006753460316134196,0.006315142916777018
HIGH_6H_CONTINUE_LONG,30,2024,0.0006,10823,-0.0007523992301193123,-0.0011599959273023812,-0.0008952370505112974,-0.0008012312782471583,0.38741568881086574,0.7070071646082738,-0.006953460316134196,0.0061151429167770185
HIGH_6H_CONTINUE_LONG,30,2025,0.0,10689,-0.00012228954882618448,-0.0003776791615522912,-0.0002658345286157007,-0.00022147212925392685,0.44915333520441575,0.9362439097537939,-0.00541766702467259,0.005457368379529905
HIGH_6H_CONTINUE_LONG,30,2025,0.0004,10689,-0.0005222895488261846,-0.0007776791615522912,-0.0006658345286157008,-0.0006214721292539269,0.4014407334643091,0.7567952273811374,-0.00581766702467259,0.0050573683795299045
HIGH_6H_CONTINUE_LONG,30,2025,0.0006,10689,-0.0007222895488261845,-0.000977679161552291,-0.0008658345286157009,-0.0008214721292539266,0.3784264196837871,0.681730005590695,-0.0060176670246725895,0.004857368379529905
HIGH_6H_CONTINUE_LONG,30,2026,0.0,4658,-0.0002793516215055509,-0.0005392693171322738,-0.0003851034615472562,-0.0003437495498853964,0.4199227136109918,0.8489821825163802,-0.0053549077891106855,0.0050148706446346844
HIGH_6H_CONTINUE_LONG,30,2026,0.0004,4658,-0.0006793516215055509,-0.0009392693171322737,-0.0007851034615472561,-0.0007437495498853964,0.3746243022756548,0.675121047318337,-0.005754907789110686,0.004614870644634684
HIGH_6H_CONTINUE_LONG,30,2026,0.0006,4658,-0.0008793516215055507,-0.0011392693171322736,-0.000985103461547257,-0.0009437495498853962,0.3516530699871189,0.6036214400028899,-0.005954907789110685,0.004414870644634685
HIGH_6H_CONTINUE_LONG,60,2024,0.0,10823,-0.00025900939810507157,-0.0007525313841570958,-0.00041935954788315536,-0.0002958418717570814,0.4433151621546706,0.9123011088915507,-0.00843645748415096,0.008989786310752692
HIGH_6H_CONTINUE_LONG,60,2024,0.0004,10823,-0.0006590093981050715,-0.0011525313841570957,-0.0008193595478831552,-0.0006958418717570812,0.41079183220918414,0.7929369880005906,-0.00883645748415096,0.008589786310752693
HIGH_6H_CONTINUE_LONG,60,2024,0.0006,10823,-0.0008590093981050716,-0.0013525313841570956,-0.0010193595478831558,-0.0008958418717570812,0.3939757922941883,0.7398574379601045,-0.00903645748415096,0.008389786310752692
HIGH_6H_CONTINUE_LONG,60,2025,0.0,10689,-2.8974066471904215e-05,-0.0003632183995251337,-0.0002397786630973882,-0.00015061745369009246,0.4658995228739826,0.9885390569304422,-0.007335026988735694,0.007500225836519415
HIGH_6H_CONTINUE_LONG,60,2025,0.0004,10689,-0.00042897406647190425,-0.0007632183995251336,-0.0006397786630973882,-0.0005506174536900925,0.42623257554495275,0.8439827905195306,-0.007735026988735694,0.0071002258365194144
HIGH_6H_CONTINUE_LONG,60,2025,0.0006,10689,-0.0006289740664719043,-0.0009632183995251336,-0.0008397786630973886,-0.0007506174536900925,0.40583777715408365,0.7805684058166111,-0.007935026988735694,0.006900225836519415
HIGH_6H_CONTINUE_LONG,60,2026,0.0,4658,-0.0003780860303954867,-0.0007061418753037674,-0.0005098123245195289,-0.0004440506835589783,0.4304422498926578,0.847433625622321,-0.00694460132448953,0.006812341208203887
HIGH_6H_CONTINUE_LONG,60,2026,0.0004,4658,-0.0007780860303954868,-0.0011061418753037673,-0.0009098123245195288,-0.0008440506835589782,0.3911550021468441,0.7132201217001535,-0.00734460132448953,0.006412341208203887
HIGH_6H_CONTINUE_LONG,60,2026,0.0006,4658,-0.0009780860303954867,-0.0013061418753037672,-0.0011098123245195288,-0.001044050683558978,0.37505367110347787,0.6551743506494546,-0.00754460132448953,0.006212341208203887
HIGH_6H_CONTINUE_LONG,120,2024,0.0,10823,-0.0003910911565032155,-0.0009548517277411239,-0.0006248655886983894,-0.0005036740642317248,0.44202162062274786,0.9002217038894523,-0.011475311631732009,0.011196347055630265
HIGH_6H_CONTINUE_LONG,120,2024,0.0004,10823,-0.0007910911565032152,-0.0013548517277411239,-0.00102486558869839,-0.0009036740642317249,0.4181834981058856,0.809265872526803,-0.011875311631732008,0.010796347055630266
HIGH_6H_CONTINUE_LONG,120,2024,0.0006,10823,-0.000991091156503216,-0.0015548517277411238,-0.00122486558869839,-0.0011036740642317252,0.40792756167421235,0.767624291817881,-0.012075311631732009,0.010596347055630265
HIGH_6H_CONTINUE_LONG,120,2025,0.0,10689,5.693773554842639e-05,-0.0002533109391779087,-0.00012360673345899827,-5.5666339423079736e-05,0.4788099915801291,1.0168546690199018,-0.009982338283736203,0.010261303991643447
HIGH_6H_CONTINUE_LONG,120,2025,0.0004,10689,-0.0003430622644515735,-0.0006533109391779087,-0.0005236067334589973,-0.0004556663394230796,0.45233417532042286,0.9044958907443617,-0.010382338283736203,0.009861303991643448
HIGH_6H_CONTINUE_LONG,120,2025,0.0006,10689,-0.0005430622644515739,-0.0008533109391779086,-0.0007236067334589983,-0.0006556663394230798,0.43951726073533537,0.8533381100228731,-0.010582338283736203,0.009661303991643447
HIGH_6H_CONTINUE_LONG,120,2026,0.0,4658,-0.0006081131837138552,-0.0009888715494831835,-0.0008331557992223488,-0.0007458042545839328,0.4248604551309575,0.8179621412236924,-0.010065870936353227,0.009003277655653053
HIGH_6H_CONTINUE_LONG,120,2026,0.0004,4658,-0.001008113183713855,-0.0013888715494831834,-0.0012331557992223494,-0.0011458042545839328,0.396951481322456,0.7180801609737152,-0.010465870936353226,0.008603277655653054
HIGH_6H_CONTINUE_LONG,120,2026,0.0006,4658,-0.0012081131837138556,-0.0015888715494831833,-0.0014331557992223497,-0.0013458042545839326,0.38428510090167456,0.6732979716536678,-0.010665870936353227,0.008403277655653053
HIGH_6H_REVERSE_SHORT,5,2024,0.0,10823,4.655231421580242e-06,0.0001541500072258506,5.08998384268007e-05,8.332672463966956e-06,0.5324771320336321,1.0047717462242132,-0.003149613483003666,0.002901768845243072
