event,samples,mean_asset_return,median_asset_return,mean_market_return,mean_residual_return,median_residual_return,median_residual_z,mean_abs_residual_z
NEG_DISLOCATION,12039,-0.0031732249445262533,-0.002905077225942687,0.0010572384257981774,-0.004230463370324431,-0.003572775493021818,-3.163309473460025,3.6458130138493257
POS_DISLOCATION,12020,0.0034213674228499237,0.0032839176546595183,-0.001124243174675928,0.004545610597525851,0.003728711268188578,3.354214469728234,3.909696660810852
