event,samples,mean_pre_return,median_pre_return,mean_pre_abs,median_pre_abs,mean_threshold
PRE_DOWN,1543,-0.010639881988337,-0.008827683615819204,0.010639881988337,0.008827683615819204,0.005734576517318122
PRE_UP,1442,0.010668358294435541,0.008620104703381481,0.010668358294435541,0.008620104703381481,0.005731150166282862
