hypothesis,minutes,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
SPOT_BUY_CATCHUP_LONG,30,0.0,110021,-2.2196336578231735e-05,-2.773101567288272e-05,-3.0749175469945506e-05,-3.187760441785194e-05,0.49436016760436646,0.9838129903859154,-0.004121213300765758,0.00403688270344027
SPOT_BUY_CATCHUP_LONG,30,0.0004,110021,-0.0004221963365782318,-0.00042773101567288274,-0.00043074917546994556,-0.00043187760441785214,0.4310904281909817,0.7338066066241052,-0.004521213300765758,0.0036368827034402697
SPOT_BUY_CATCHUP_LONG,30,0.0006,110021,-0.0006221963365782316,-0.0006277310156728827,-0.0006307491754699458,-0.0006318776044178518,0.40023268285145563,0.6346253470089598,-0.004721213300765758,0.00343688270344027
SPOT_BUY_CATCHUP_LONG,60,0.0,110021,-1.46681745828e-05,0.0,-1.963939286704041e-05,-2.577356245419612e-05,0.49845938502649495,0.9925044438202724,-0.005900074236486419,0.005791505791505891
SPOT_BUY_CATCHUP_LONG,60,0.0004,110021,-0.0004146681745828,-0.0004,-0.00041963939286704063,-0.0004257735624541961,0.452986248079912,0.8085954564990241,-0.006300074236486419,0.005391505791505891
SPOT_BUY_CATCHUP_LONG,60,0.0006,110021,-0.0006146681745828,-0.0006,-0.0006196393928670409,-0.0006257735624541961,0.43052689941011263,0.7301817441668284,-0.006500074236486419,0.005191505791505891
SPOT_BUY_CATCHUP_LONG,120,0.0,110021,-2.929455180274378e-05,5.151170764516877e-05,-1.959629250793705e-06,-1.5981300391784745e-05,0.5034220739676971,0.9896636435799995,-0.008622968848330248,0.008448782535684263
SPOT_BUY_CATCHUP_LONG,120,0.0004,110021,-0.0004292945518027436,-0.00034848829235483125,-0.0004019596292507933,-0.0004159813003917846,0.47127366593650305,0.8587390494981806,-0.009022968848330247,0.008048782535684263
SPOT_BUY_CATCHUP_LONG,120,0.0006,110021,-0.0006292945518027441,-0.0005484882923548312,-0.0006019596292507938,-0.0006159813003917849,0.4549676879868389,0.7999947594207758,-0.009222968848330248,0.007848782535684263
SPOT_BUY_REVERSE_SHORT,30,0.0,110021,2.2196336578231735e-05,2.773101567288272e-05,3.0749175469945506e-05,3.187760441785194e-05,0.5029857936212178,1.016453339986632,-0.00403688270344027,0.004121213300765758
SPOT_BUY_REVERSE_SHORT,30,0.0004,110021,-0.0003778036634217683,-0.0003722689843271173,-0.00036925082453005426,-0.00036812239558214817,0.4386889775588297,0.7578660206694047,-0.00443688270344027,0.003721213300765758
SPOT_BUY_REVERSE_SHORT,30,0.0006,110021,-0.0005778036634217683,-0.0005722689843271172,-0.0005692508245300545,-0.0005681223955821479,0.407549467828869,0.6551793528907204,-0.00463688270344027,0.0035212133007657583
SPOT_BUY_REVERSE_SHORT,60,0.0,110021,1.46681745828e-05,0.0,1.9639392867040982e-05,2.577356245419612e-05,0.499686423500968,1.0075521638481297,-0.005791505791505891,0.005900074236486419
SPOT_BUY_REVERSE_SHORT,60,0.0004,110021,-0.0003853318254172,-0.0004,-0.0003803606071329592,-0.0003742264375458039,0.45409512729388024,0.8208911243188666,-0.006191505791505891,0.005500074236486419
SPOT_BUY_REVERSE_SHORT,60,0.0006,110021,-0.0005853318254172,-0.0006,-0.0005803606071329597,-0.0005742264375458038,0.4308359313222021,0.7413353945871517,-0.006391505791505891,0.005300074236486419
SPOT_BUY_REVERSE_SHORT,120,0.0,110021,2.929455180274378e-05,-5.151170764516877e-05,1.9596292507934177e-06,1.5981300391784745e-05,0.49524181747121004,1.0104443125571532,-0.008448782535684263,0.008622968848330248
SPOT_BUY_REVERSE_SHORT,120,0.0004,110021,-0.00037070544819725604,-0.0004515117076451688,-0.0003980403707492062,-0.0003840186996082151,0.46266621826742166,0.8769716098248264,-0.008848782535684262,0.008222968848330249
SPOT_BUY_REVERSE_SHORT,120,0.0006,110021,-0.0005707054481972566,-0.0006515117076451687,-0.0005980403707492067,-0.0005840186996082155,0.4471146417502113,0.8172109358169379,-0.009048782535684263,0.008022968848330248
SPOT_SELL_CATCHUP_SHORT,30,0.0,109923,-4.0727825369726624e-05,-9.797706184078159e-05,-7.059427888573148e-05,-5.1437214758476e-05,0.48332923955860013,0.9707819381878803,-0.004161137802781489,0.004107234608583399
SPOT_SELL_CATCHUP_SHORT,30,0.0004,109923,-0.0004407278253697267,-0.0004979770618407816,-0.00047059427888573163,-0.00045143721475847604,0.4203124004985308,0.7267668437890343,-0.0045611378027814896,0.003707234608583399
SPOT_SELL_CATCHUP_SHORT,30,0.0006,109923,-0.0006407278253697267,-0.0006979770618407815,-0.0006705942788857318,-0.0006514372147584758,0.3893907553469247,0.630067082157736,-0.004761137802781489,0.0035072346085833995
SPOT_SELL_CATCHUP_SHORT,60,0.0,109923,-5.396952951616862e-05,-0.00014673165160350443,-9.80239552288641e-05,-7.357674052079703e-05,0.4815097841216124,0.972788468315221,-0.005897799057133879,0.005844779757453855
SPOT_SELL_CATCHUP_SHORT,60,0.0004,109923,-0.0004539695295161686,-0.0005467316516035044,-0.0004980239552288637,-0.0004735767405207971,0.43689673680667374,0.7936076852039006,-0.006297799057133879,0.005444779757453855
SPOT_SELL_CATCHUP_SHORT,60,0.0006,109923,-0.0006539695295161687,-0.0007467316516035044,-0.0006980239552288642,-0.0006735767405207969,0.41482674235601286,0.7174396430781202,-0.006497799057133879,0.0052447797574538555
SPOT_SELL_CATCHUP_SHORT,120,0.0,109923,-7.741297197729699e-05,-0.00022467429248673731,-0.00013882949667850272,-0.00010422780000283574,0.48052727818563906,0.9727043160339939,-0.008487320264507358,0.008436960417545781
SPOT_SELL_CATCHUP_SHORT,120,0.0004,109923,-0.00047741297197729686,-0.0006246742924867373,-0.000538829496678502,-0.0005042278000028356,0.44863222437524447,0.8434785793719086,-0.008887320264507358,0.008036960417545782
SPOT_SELL_CATCHUP_SHORT,120,0.0006,109923,-0.0006774129719772972,-0.0008246742924867373,-0.0007388294966785032,-0.0007042278000028358,0.43245726554042374,0.7857653184357809,-0.009087320264507358,0.007836960417545781
SPOT_SELL_REVERSE_LONG,30,0.0,109923,4.0727825369726624e-05,9.797706184078159e-05,7.059427888573162e-05,5.143721475847538e-05,0.513987063671843,1.0300974509956993,-0.0041072346085833985,0.004161137802781489
SPOT_SELL_REVERSE_LONG,30,0.0004,109923,-0.00035927217463027346,-0.00030202293815921843,-0.0003294057211142684,-0.0003485627852415248,0.45085196000836947,0.7696930631168543,-0.004507234608583399,0.0037611378027814896
SPOT_SELL_REVERSE_LONG,30,0.0006,109923,-0.0005592721746302733,-0.0005020229381592184,-0.0005294057211142685,-0.0005485627852415244,0.41983024480772907,0.6656965685454653,-0.004707234608583398,0.00356113780278149
SPOT_SELL_REVERSE_LONG,60,0.0,109923,5.396952951616862e-05,0.00014673165160350443,9.80239552288641e-05,7.357674052079677e-05,0.5164797176205161,1.0279727120243385,-0.005844779757453855,0.00589779905713388
SPOT_SELL_REVERSE_LONG,60,0.0004,109923,-0.00034603047048383136,-0.0002532683483964956,-0.00030197604477113577,-0.00032642325947920326,0.4700108257598501,0.8376925745668115,-0.0062447797574538555,0.0054977990571338795
SPOT_SELL_REVERSE_LONG,60,0.0006,109923,-0.0005460304704838313,-0.0004532683483964955,-0.0005019760447711365,-0.0005264232594792031,0.4468673526013664,0.7562614757647027,-0.006444779757453855,0.00529779905713388
SPOT_SELL_REVERSE_LONG,120,0.0,109923,7.741297197729699e-05,0.00022467429248673731,0.00013882949667850215,0.00010422780000283495,0.5180353520191406,1.028061645780805,-0.00843696041754578,0.008487320264507358
SPOT_SELL_REVERSE_LONG,120,0.0004,109923,-0.0003225870280227028,-0.0001753257075132627,-0.00026117050332149773,-0.0002957721999971649,0.48517598682714264,0.890941861554843,-0.008836960417545779,0.008087320264507359
SPOT_SELL_REVERSE_LONG,120,0.0006,109923,-0.0005225870280227033,-0.00037532570751326263,-0.00046117050332149836,-0.0004957721999971651,0.46775470101798533,0.8293675149409107,-0.00903696041754578,0.007887320264507358
DISAGREE_BUY_CATCHUP_LONG,30,0.0,71437,-1.3740575341854636e-05,-7.206726758690607e-06,-2.1779135933686012e-05,-2.4420345719340285e-05,0.49688536752663187,0.9899485993938439,-0.004114127946069401,0.004024462684294461
DISAGREE_BUY_CATCHUP_LONG,30,0.0004,71437,-0.00041374057534185473,-0.0004072067267586906,-0.00042177913593368597,-0.0004244203457193404,0.43418676596161654,0.7382466108798519,-0.004514127946069401,0.0036244626842944607
DISAGREE_BUY_CATCHUP_LONG,30,0.0006,71437,-0.0006137405753418544,-0.0006072067267586906,-0.0006217791359336865,-0.0006244203457193401,0.403544381762952,0.6383013159859782,-0.004714127946069401,0.003424462684294461
