year,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,max_losing_streak,q05,q10,q90,q95,worst_trade,best_trade
2024,0.0004,416,0.0010428613718670128,0.0009386746165585662,0.0012011505393737243,0.0011869025083234414,0.5384615384615384,1.3576795038090979,10,-0.013508807496636787,-0.00740602710899817,0.011113888004221263,0.015591539781711862,-0.061875176767198156,0.047528844638243986
2024,0.0006,416,0.0008428613718670122,0.0007386746165585662,0.001001150539373723,0.000986902508323441,0.5264423076923077,1.2800862958009138,10,-0.013708807496636787,-0.0076060271089981694,0.010913888004221262,0.015391539781711861,-0.06207517676719816,0.04732884463824398
2024,0.0008,416,0.0006428613718670122,0.0005386746165585661,0.0008011505393737247,0.0007869025083234407,0.5192307692307693,1.207097966173674,10,-0.013908807496636788,-0.00780602710899817,0.010713888004221262,0.01519153978171186,-0.06227517676719816,0.04712884463824398
2025,0.0004,480,0.0008737455191244591,-0.00014767449448276315,0.0004555490061346764,0.0006076322881276606,0.4895833333333333,1.320970024806017,19,-0.011358926733351015,-0.00833486684017609,0.01104575251513296,0.01531169038548006,-0.036531680317139756,0.09909622166246841
2025,0.0006,480,0.0006737455191244588,-0.0003476744944827631,0.00025554900613467506,0.00040763228812766035,0.46041666666666664,1.2383327768244115,19,-0.011558926733351016,-0.00853486684017609,0.010845752515132959,0.01511169038548006,-0.03673168031713976,0.0988962216624684
2025,0.0008,480,0.00047374551912445883,-0.0005476744944827632,5.554900613467677e-05,0.00020763228812766004,0.45,1.1613298694433882,19,-0.011758926733351016,-0.008734866840176091,0.010645752515132959,0.01491169038548006,-0.03693168031713976,0.09869622166246841
2026,0.0004,363,0.0004571887051180049,-0.0006537265235124097,-0.0002228059166668582,-2.0577787496380304e-05,0.4573002754820937,1.162039299804743,8,-0.011899136985981827,-0.009318930098777777,0.00945637329284064,0.015533004448525496,-0.02124439723844922,0.07872149795860901
2026,0.0006,363,0.00025718870511800483,-0.0008537265235124097,-0.0004228059166668606,-0.00022057778749638035,0.44077134986225897,1.0877384757775417,11,-0.012099136985981827,-0.009518930098777778,0.009256373292840639,0.015333004448525495,-0.02144439723844922,0.07852149795860901
2026,0.0008,363,5.718870511800476e-05,-0.0010537265235124097,-0.0006228059166668593,-0.00042057778749638065,0.418732782369146,1.018781061173502,13,-0.012299136985981828,-0.009718930098777778,0.009056373292840638,0.015133004448525495,-0.021644397238449218,0.07832149795860902
