event,symbol,samples
DOWN_ACCEL,BNBUSDT,13821
DOWN_ACCEL,BTCUSDT,13591
DOWN_ACCEL,ETHUSDT,13689
DOWN_ACCEL,SOLUSDT,13618
DOWN_DECEL,BNBUSDT,14182
DOWN_DECEL,BTCUSDT,14011
DOWN_DECEL,ETHUSDT,14537
DOWN_DECEL,SOLUSDT,13996
UP_ACCEL,BNBUSDT,12978
UP_ACCEL,BTCUSDT,13130
UP_ACCEL,ETHUSDT,12852
UP_ACCEL,SOLUSDT,13002
UP_DECEL,BNBUSDT,13504
UP_DECEL,BTCUSDT,13722
UP_DECEL,ETHUSDT,13735
UP_DECEL,SOLUSDT,13617
