hypothesis,minutes,samples,mean_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,years_pf_gt_1,total_years,worst_year_pf,median_year_pf,assets_pf_gt_1,total_assets,worst_asset_pf,median_asset_pf,months_pf_gt_1,total_months,median_month_pf,basic_discovery_gate
UP_CONTINUE_LONG,5,1168,-0.0006574083278535717,-0.0007466863500786748,-0.0007119843892006054,0.2679794520547945,0.4059700447598318,0,3,0.3614006896725689,0.3814016648646557,0,4,0.3035910638024927,0.40850461233456264,3,31,0.3892218219030615,False
UP_CONTINUE_LONG,15,1168,-0.0005515472703946182,-0.0006838302614170515,-0.0006161234679385348,0.3476027397260274,0.6182155981074372,0,3,0.4204350329398451,0.5418213990222273,0,4,0.5332634738659227,0.5770115161124848,6,31,0.6112298038907275,False
UP_CONTINUE_LONG,30,1168,-0.0006008170217675727,-0.0007367811628066405,-0.0006792060794556654,0.3844178082191781,0.6698971576059025,0,3,0.5993769938988518,0.6520799181169845,0,4,0.5519301197060241,0.6574334362681526,8,31,0.6580949097525643,False
UP_CONTINUE_LONG,60,1168,-0.0005407854004326909,-0.0006860680963628893,-0.0006391656580280886,0.4289383561643836,0.7668186758683647,0,3,0.6278917242646377,0.7746939814105052,0,4,0.70833297499285,0.765218575084758,9,31,0.7750416981261498,False
UP_REVERSE_SHORT,5,1168,-0.0005425916721464281,-0.0004533136499213251,-0.00048801561079939474,0.3681506849315068,0.44021607833466575,0,3,0.33391887957768723,0.39263463989687425,0,4,0.2730197258525909,0.4070944494491767,5,31,0.37691085187009554,False
UP_REVERSE_SHORT,15,1168,-0.0006484527296053816,-0.0005161697385829486,-0.000583876532061465,0.4297945205479452,0.5493040837208766,0,3,0.3951644060576684,0.4606124697411496,0,4,0.43736849768796454,0.5236006789187904,4,31,0.5005373150190118,False
UP_REVERSE_SHORT,30,1168,-0.0005991829782324271,-0.0004632188371933601,-0.0005207939205443352,0.4469178082191781,0.6627582122849894,0,3,0.5954117146864873,0.6140464019974906,0,4,0.5312087827000977,0.5911471423679077,5,31,0.6277601226523358,False
UP_REVERSE_SHORT,60,1168,-0.0006592145995673091,-0.0005139319036371117,-0.0005608343419719133,0.4529109589041096,0.721910383574427,0,3,0.6749570428996221,0.7239800839781861,0,4,0.5895024414904786,0.66200342230335,7,31,0.7233703305008989,False
DOWN_CONTINUE_SHORT,5,1172,-0.0006067391238950946,-0.0006745352364253225,-0.0006512391974895042,0.28754266211604096,0.4127859353726957,0,3,0.3674953541515727,0.41020085034401416,0,4,0.3174031529692669,0.3993894135636462,2,31,0.36239821174192915,False
DOWN_CONTINUE_SHORT,15,1172,-0.0004499192661510375,-0.0005892614326195834,-0.0005347791010690853,0.37372013651877134,0.6854144852329732,0,3,0.516175684645774,0.7304286582382814,0,4,0.5585121332368113,0.6561397770968795,6,31,0.6363139717817977,False
DOWN_CONTINUE_SHORT,30,1172,-0.0006132415873450443,-0.0007777063748748592,-0.0006989278394324669,0.3839590443686007,0.6858585503543384,0,3,0.6140384417715203,0.6348268904878862,0,4,0.5649141320805562,0.6867667804298978,7,31,0.6161121179608422,False
DOWN_CONTINUE_SHORT,60,1172,-0.0004269709956129201,-0.0005071796436807365,-0.00047361597665566784,0.4334470989761092,0.817688910272019,0,3,0.6799462227868154,0.8380180691789236,0,4,0.7271845569619493,0.7982456614152378,9,31,0.8845849247697735,False
DOWN_REVERSE_LONG,5,1172,-0.0005932608761049051,-0.0005254647635746775,-0.0005487608025104955,0.3506825938566553,0.3858035010937027,0,3,0.3322432047300389,0.3379308882556301,0,4,0.24459702032234115,0.3703201870672992,1,31,0.38420227125865625,False
DOWN_REVERSE_LONG,15,1172,-0.0007500807338489623,-0.0006107385673804168,-0.0006652208989309143,0.3993174061433447,0.5198533940612157,0,3,0.42904016891032304,0.45617072986721563,0,4,0.4308341771633695,0.49115088693521436,4,31,0.46690434602843056,False
DOWN_REVERSE_LONG,30,1172,-0.0005867584126549554,-0.0004222936251251412,-0.0005010721605675327,0.4616040955631399,0.6884570392860301,0,3,0.5751237577751451,0.7129221937694674,0,4,0.5029524776767875,0.691278561944813,5,31,0.657934287986392,False
DOWN_REVERSE_LONG,60,1172,-0.0007730290043870798,-0.0006928203563192644,-0.0007263840233443317,0.4598976109215017,0.6912975498047149,0,3,0.5888472097423554,0.6205517621293576,0,4,0.5723331855743525,0.70048233788537,9,31,0.6699157499798037,False
