event,samples,mean_ret_15m,mean_ret_60m,mean_pace_15m,mean_pace_60m,mean_acceleration,median_acceleration
DOWN_ACCEL,54719,-0.006863576762891062,-0.0073661418330489194,-0.0022878589209636875,-0.0006138451527540767,-0.0016740137682096107,-0.00139151831502074
DOWN_DECEL,56726,0.0034116124824568207,-0.006882396552259892,0.0011372041608189404,-0.0005735330460216577,0.001710737206840598,0.0014092340057449044
UP_ACCEL,51962,0.006771578481391231,0.006814425679756867,0.00225719282713041,0.0005678688066464056,0.0016893240204840048,0.0013913993660626216
UP_DECEL,54578,-0.00300529318762204,0.007232326152200473,-0.0010017643958740133,0.0006026938460167061,-0.0016044582418907195,-0.0013640791165853336
