minutes,excluded_year,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
60,2024,5826,-0.00011397781188321159,0.0001936763968899,-0.00015199623786929075,-0.0002527696606218396,0.5145897699965671,0.9685194536248153,-0.0115451676802906,0.009977874518215
60,2025,5105,0.0007531124122538518,0.0011083587553385,0.0008356795260668426,0.0007352594326627909,0.5692458374142997,1.2192091025262572,-0.01080944310398528,0.011836434351043227
60,2026,6867,0.000544077476997461,0.0007740758673483,0.0005890170661889782,0.0005275606990647884,0.5484199796126402,1.1554916763450513,-0.011014647329417919,0.011537146102340383
120,2024,5826,-0.0002810423135722293,0.00028144537478025003,-0.00021573462968032327,-0.00036633999938582266,0.5159629248197735,0.9424671611194543,-0.015571377318973751,0.013533022197436899
120,2025,5105,0.0010324590567983764,0.0011684187615627001,0.0009775355545814577,0.0009166865723878738,0.5600391772771792,1.2465758833665124,-0.01345556032137874,0.014657224094302037
120,2026,6867,0.000457577958868327,0.0010596911531242999,0.000635963934924438,0.00048703619062903604,0.5488568516091452,1.0979820972227068,-0.014760439990288659,0.014629330805648181
