event,samples,mean_premium,median_premium,mean_premium_z,median_premium_z,mean_q10,mean_q90
HIGH_PREMIUM,124973,0.00018595832667856258,-3.277e-05,1.8143671738590814,1.605251586852292,-0.0004939505042529187,4.953389012026598e-05
LOW_PREMIUM,126848,-0.0005449895351917255,-0.000641375,-1.7852721460078476,-1.586366903548012,-0.0004010966547048436,0.00014672897463893794
