cost,mean_ci_low,mean_ci_high,pf_ci_low,pf_ci_high,prob_mean_gt_0,prob_pf_gt_1
0.0004,0.0002153323135085532,0.0014376544432563164,1.0708640197973576,1.5671118573500864,0.9955,0.9955
0.0006,1.5332313508552908e-05,0.001237654443256316,1.0049628595946547,1.4718831999664854,0.9775,0.9775
0.0008,-0.0001846676864914471,0.001037654443256316,0.9452257249409645,1.3818702289582632,0.907,0.907
