fast_span,slow_span,adx_threshold,hold_bars,split,symbol,samples,mean_return,median_return,win_rate,profit_factor,max_losing_streak,q10,q90,worst_trade,best_trade
24,192,20,48,development,BNBUSDT,1295,-0.00042403143538582034,-0.0008246336743156884,0.4586872586872587,0.9050344842711051,9,-0.013598308762397248,0.012413462723696056,-0.053677122825240245,0.10409379169421233
24,192,20,48,development,BTCUSDT,1283,-0.0002891128136454063,-0.0011460009521541796,0.4286827747466875,0.9267727739236411,9,-0.010742557980417297,0.012289873470159416,-0.05950324514490353,0.07067639487913706
24,192,20,48,development,ETHUSDT,1302,-0.00024023741893774124,-0.0009622098682825036,0.4362519201228879,0.9471204397798715,11,-0.013142366927781467,0.013609427705407552,-0.07222977981474228,0.09915384615384608
24,192,20,48,development,SOLUSDT,1318,-0.0005739692584049635,-0.0014013943929928711,0.460546282245827,0.9180208713990018,10,-0.020753064151549535,0.021172490824075907,-0.11602238405186267,0.0870972740315638
24,192,20,48,validation,BNBUSDT,1319,-0.0005870113309252732,-0.0007804164010537068,0.45261561789234267,0.8594287561498452,12,-0.01252382232164344,0.010208890034179852,-0.06484604161485537,0.09899803849334025
24,192,20,48,validation,BTCUSDT,1294,-0.0008351240596280352,-0.0010252221243483677,0.4312210200927357,0.7706537584599867,13,-0.01046705459515179,0.009097314103616198,-0.05316147866936734,0.05873791806105559
24,192,20,48,validation,ETHUSDT,1313,-0.0007337095381714494,-0.001026743770847171,0.4501142421934501,0.8674941615304566,11,-0.016053270175358823,0.015723532333991635,-0.11729238282632377,0.08734932233352992
24,192,20,48,validation,SOLUSDT,1313,-0.0010413476275892002,-0.001310732054015839,0.4584920030464585,0.8496723669751655,8,-0.01996450318053051,0.019988539715530985,-0.1113956725235939,0.0913879402142536
24,192,20,48,confirmation,BNBUSDT,765,-0.000781710703862374,-0.001165824217276467,0.4300653594771242,0.7856126763458362,9,-0.010849302831114536,0.009195564407453885,-0.03768026984006663,0.06593549811507786
24,192,20,48,confirmation,BTCUSDT,764,-0.0008367488063204727,-0.0009289732115462351,0.41361256544502617,0.7787438375253953,10,-0.011147233080568485,0.009947030309208139,-0.05320156201414601,0.05446568362012698
