fast_span,slow_span,adx_threshold,hold_bars,split,symbol,samples,mean_return,median_return,win_rate,profit_factor,max_losing_streak,q10,q90,worst_trade,best_trade
48,96,25,96,development,ETHUSDT,707,-0.0008795433738271232,-0.0010111842105263273,0.45685997171145687,0.8791609934898407,10,-0.022277798591119,0.020323352027076403,-0.13635514651515762,0.15724510367890548
48,96,25,96,development,SOLUSDT,705,-0.0013901829235728666,-0.0017518927692548696,0.47092198581560285,0.8610590417940397,12,-0.029299942362650565,0.028611794933016892,-0.15942368792160316,0.17258220984953937
48,96,25,96,validation,BNBUSDT,691,-0.0006488645904827815,-0.001504805992761659,0.45296671490593343,0.8952640393184456,13,-0.01711672648735991,0.017119767332770475,-0.0719431569202283,0.11375254161259833
48,96,25,96,validation,BTCUSDT,683,-0.000929384457945961,-0.0013095085646997566,0.44363103953147875,0.8311523037955186,15,-0.015979922316335868,0.014529240720409021,-0.10679462790066714,0.05772832561210477
48,96,25,96,validation,ETHUSDT,704,-0.0006996725373216851,-0.00033808445195710965,0.48579545454545453,0.9148244535835712,6,-0.023648520554065987,0.023014591980701892,-0.1714767192990096,0.15810163286831908
48,96,25,96,validation,SOLUSDT,686,-0.0014360576647096095,-0.0009547027542917801,0.48250728862973763,0.8585663717338547,11,-0.028958611167142944,0.02711648370460078,-0.24465727586936575,0.10194129606099116
48,96,25,96,confirmation,BNBUSDT,403,-0.0003912295299153326,-0.0006,0.45409429280397023,0.9232779380757147,7,-0.01546286856401826,0.015358655638694992,-0.04759517663929087,0.06420519865879364
48,96,25,96,confirmation,BTCUSDT,415,0.0007913072173378423,-0.0005307183639636331,0.4746987951807229,1.1751497555095696,7,-0.013742418458256696,0.016838955787993354,-0.08135423555658179,0.05715690012586609
48,96,25,96,confirmation,ETHUSDT,410,0.0007543599205145352,-0.0008435284274532878,0.47073170731707314,1.125845920132307,7,-0.01753499453497389,0.02166528728336101,-0.08807831048626609,0.09470884599203293
48,96,25,96,confirmation,SOLUSDT,398,-0.0001925808076358575,-0.0009779192249412365,0.4723618090452261,0.9734544046738706,8,-0.02294501116784049,0.022240143282132377,-0.10892346290513628,0.059415521255497025
48,192,20,48,development,BNBUSDT,1259,-0.000636775547253462,-0.0011538727823454213,0.45432883240667193,0.865370903025186,11,-0.013892421199995628,0.012556383464792178,-0.08058821102269371,0.10409379169421233
48,192,20,48,development,BTCUSDT,1254,-0.000381148853185094,-0.0011003135514701771,0.4226475279106858,0.9060450332844109,9,-0.010922936752991374,0.012095678812292234,-0.0644338668800853,0.07067639487913706
48,192,20,48,development,ETHUSDT,1270,-0.0005028912956223529,-0.0011630996490474936,0.4377952755905512,0.893741170325997,13,-0.013087655903064854,0.013050300386625574,-0.07222977981474228,0.09915384615384608
48,192,20,48,development,SOLUSDT,1287,-0.00018255780262396885,-0.0010966872732755643,0.4755244755244755,0.973353443190581,7,-0.020595625450033885,0.020849256677957968,-0.11602238405186267,0.21164225612575133
48,192,20,48,validation,BNBUSDT,1306,-0.0006745666909730581,-0.0008397576286456981,0.45176110260336905,0.844641879822142,12,-0.013053052342756232,0.010364452561903593,-0.06484604161485537,0.09899803849334025
48,192,20,48,validation,BTCUSDT,1278,-0.0006214332618005419,-0.0009740121907199188,0.43114241001564946,0.8249799205841263,11,-0.010247288883753546,0.009427237293661772,-0.05316147866936734,0.05873791806105559
48,192,20,48,validation,ETHUSDT,1286,-0.0006726171282579705,-0.0011476810866525404,0.44712286158631415,0.8791133364079398,8,-0.015479976170032616,0.016044181807929093,-0.1348637195261822,0.10296370550389293
48,192,20,48,validation,SOLUSDT,1282,-0.0010366630925672095,-0.0011004156927231883,0.46177847113884557,0.8500925381333508,11,-0.020412337339678056,0.019585531090284672,-0.1113956725235939,0.08128145385070289
48,192,20,48,confirmation,BNBUSDT,746,-0.0006313681611765377,-0.0010560253071210772,0.43297587131367293,0.8243337492755428,8,-0.011137153135246613,0.009635890172022477,-0.04026803235633998,0.06593549811507786
48,192,20,48,confirmation,BTCUSDT,752,-0.0005212678066825498,-0.0009974641293038593,0.42021276595744683,0.8566086764243244,10,-0.011107085549128135,0.009836301387709655,-0.05320156201414601,0.05446568362012698
48,192,20,48,confirmation,ETHUSDT,749,0.0002610306603833993,-0.0004541523287770571,0.472630173564753,1.0628033141976607,8,-0.012051275129066985,0.013654424352381051,-0.06480628108051086,0.06467519856319597
48,192,20,48,confirmation,SOLUSDT,757,0.00018433934088512422,-0.00019459459459454317,0.48877146631439894,1.0385274943470435,8,-0.014538370946333123,0.01450283103646186,-0.06438479971807827,0.06712513024063498
48,192,20,96,development,BNBUSDT,768,-0.0006504823727196596,-0.0013286967351627925,0.4557291666666667,0.90233845831543,9,-0.018521866010672915,0.019281836067172046,-0.08394806955496621,0.16828316020926531
48,192,20,96,development,BTCUSDT,753,-0.0003621250414538923,-0.0009083101318221981,0.45152722443559096,0.9342225174193839,7,-0.016808432188482113,0.015952692574879197,-0.06992763069865245,0.09065522686543907
48,192,20,96,development,ETHUSDT,755,-0.0009988302711308357,-0.0014757135443694384,0.4556291390728477,0.8605244092312636,8,-0.02089418711104918,0.01800859921775906,-0.16625749146020025,0.12791234777976718
48,192,20,96,development,SOLUSDT,766,-0.0011069660547952497,-0.0021122096977782105,0.4490861618798956,0.8876627094037626,11,-0.029013181732839354,0.02896482870300592,-0.09919906340769431,0.11435695839311337
48,192,20,96,validation,BNBUSDT,756,-0.0005328375353883708,-0.0015848165827492926,0.43783068783068785,0.9114991211406261,16,-0.018129713993129192,0.017266388764397445,-0.07949719900278614,0.11375254161259833
48,192,20,96,validation,BTCUSDT,751,-0.0009638741455458995,-0.0014214605254208694,0.4394141145139814,0.8117322358705386,10,-0.015124139332238839,0.014058447834521526,-0.07575624223636342,0.07065298473044838
48,192,20,96,validation,ETHUSDT,767,-0.0010167802470837002,-0.0017213079838381377,0.4485006518904824,0.8762208156319945,10,-0.023975894429936393,0.023556664917255374,-0.14433423862630806,0.12437211047631928
48,192,20,96,validation,SOLUSDT,759,-0.0015246876453034956,-0.0013016786311868637,0.47167325428194995,0.8549229722198068,9,-0.031384546749464205,0.026501688926275278,-0.15463280597884116,0.18217106761071772
48,192,20,96,confirmation,BNBUSDT,439,1.5821761595018214e-05,-0.0007558343258495353,0.46697038724373574,1.0033431195367626,7,-0.014519639399926485,0.01541285296738175,-0.04028347108823567,0.0863777344096514
48,192,20,96,confirmation,BTCUSDT,451,0.0002750530384527966,-0.0005791912629589774,0.4700665188470067,1.060008451279767,8,-0.014009942384888573,0.014584863199112275,-0.04754647453916035,0.06305688933822644
48,192,20,96,confirmation,ETHUSDT,444,0.0011207920900071107,0.00012123755419378771,0.5022522522522522,1.201588122286607,8,-0.016531688014483587,0.019561238133709635,-0.07302088706235528,0.08536488654864398
48,192,20,96,confirmation,SOLUSDT,453,0.0002382352581805053,-0.0010776119402984945,0.4746136865342163,1.0360972100622408,9,-0.020597622066765253,0.02041360189722814,-0.10181681415929218,0.09908058156184611
48,192,25,48,development,BNBUSDT,1047,-0.0006623478952305292,-0.001057875457875456,0.4498567335243553,0.8667446017524033,11,-0.01450708715395501,0.012865929790762842,-0.08058821102269371,0.11755281734591187
48,192,25,48,development,BTCUSDT,1052,-0.00023965043642231042,-0.0010054646877398314,0.43631178707224333,0.9416858396330657,11,-0.011857557436095954,0.013806910861219511,-0.06306163865836452,0.0756908998906111
48,192,25,48,development,ETHUSDT,1079,-0.0007626672430672774,-0.0015106824622969743,0.41241890639481,0.8482907801611351,11,-0.014002191969692789,0.01398884083100958,-0.06725743142835557,0.13814298940621378
48,192,25,48,development,SOLUSDT,1066,-0.0016024549279628065,-0.001757805742741824,0.450281425891182,0.7940991785124433,9,-0.022702259588185347,0.019982733890618377,-0.17001373022787908,0.1867977308071998
48,192,25,48,validation,BNBUSDT,1082,-0.0005687657913204186,-0.0010487533059331915,0.43530499075785584,0.8716013292608121,9,-0.012664354652775088,0.011526036425426565,-0.08047171866576348,0.09634603447705396
48,192,25,48,validation,BTCUSDT,1043,-0.0007597801157079051,-0.0011417105250680175,0.4333652924256951,0.7971046010302303,8,-0.010778725618729256,0.009199523456370895,-0.09087494746881315,0.05751427708534178
48,192,25,48,validation,ETHUSDT,1096,-0.000778736288582042,-0.0015356258906554891,0.43704379562043794,0.8661545197941647,14,-0.017214805133182586,0.01601816152116119,-0.1348637195261822,0.10296370550389293
48,192,25,48,validation,SOLUSDT,1075,-0.0010564912646759954,-0.0007733177347373882,0.4753488372093023,0.8546330296836174,8,-0.02154356407425746,0.019684080575527976,-0.2146086054877619,0.07100201730900939
48,192,25,48,confirmation,BNBUSDT,630,-0.0006368529314423609,-0.0008486882490442265,0.44285714285714284,0.8333286443765135,10,-0.011872975594820189,0.009686498201412427,-0.041986325915085734,0.09151380440461691
48,192,25,48,confirmation,BTCUSDT,640,-0.0006557165713846401,-0.0008222120245770065,0.4328125,0.8320683117378914,8,-0.011684371241613367,0.009888725412981627,-0.07139388757564531,0.04927663328411806
48,192,25,48,confirmation,ETHUSDT,657,0.0002852191025817297,-0.000466650791760847,0.4672754946727549,1.0643839133811388,9,-0.013973488481473883,0.01470885726379636,-0.09267323708128357,0.06471076689663662
48,192,25,48,confirmation,SOLUSDT,621,6.386282796340714e-05,-0.0008440214738899104,0.45893719806763283,1.012971747236135,9,-0.01561501501501512,0.016204733727810772,-0.049762549704783623,0.06712513024063498
48,192,25,96,development,BNBUSDT,678,-0.0012488926770585528,-0.0013887680564210851,0.4469026548672566,0.8303119850882867,11,-0.020432087668553842,0.01888511475196137,-0.11117133259257346,0.16828316020926531
48,192,25,96,development,BTCUSDT,676,-0.0006779507505294412,-0.0016974482061174571,0.43047337278106507,0.8870042322838294,16,-0.018132680839670855,0.01780982529583568,-0.06603381462343479,0.07855207461144136
48,192,25,96,development,ETHUSDT,691,-0.0007654927317716116,-0.0010111842105263273,0.46599131693198265,0.8939217021287293,9,-0.021717891275878375,0.019906748174673906,-0.16625749146020025,0.15724510367890548
48,192,25,96,development,SOLUSDT,701,-0.0012608646083920442,-0.0018676056338027928,0.46504992867332384,0.8748582349935676,12,-0.028325267800882136,0.030064554012489465,-0.15942368792160316,0.0995952711176266
48,192,25,96,validation,BNBUSDT,682,-0.001046974421302718,-0.0016813698502141199,0.4398826979472141,0.8362062965532583,13,-0.019985436094808025,0.01626738771715241,-0.08436348050511584,0.11375254161259833
48,192,25,96,validation,BTCUSDT,674,-0.0013502239034444414,-0.0012502926658062956,0.4406528189910979,0.7614889416044576,9,-0.016011060080817117,0.013995557545701356,-0.15175475639498043,0.05450941635782318
48,192,25,96,validation,ETHUSDT,695,-0.0010727179678096288,-0.0018420982588445815,0.43884892086330934,0.8756450472107287,8,-0.023636999225125674,0.024372426612777415,-0.14433423862630806,0.1216626149015511
48,192,25,96,validation,SOLUSDT,690,-0.0018448547791788475,-0.0013724622355878006,0.47246376811594204,0.8249462710975072,7,-0.02993048231789974,0.027444836762074622,-0.24465727586936575,0.1223915088177661
48,192,25,96,confirmation,BNBUSDT,400,-0.00022979251752691172,-0.0005445503084563036,0.465,0.9557637439154826,7,-0.01621363977209198,0.01537904768004901,-0.04455202817182154,0.06420519865879364
48,192,25,96,confirmation,BTCUSDT,414,-0.00029626334865459197,-0.0009797967339887463,0.4444444444444444,0.9416266446099122,8,-0.01507750466455103,0.015482300520343105,-0.08135423555658179,0.06314097472924189
48,192,25,96,confirmation,ETHUSDT,408,0.0010047062136846596,-0.0006006794962603695,0.47794117647058826,1.1716314609052014,6,-0.016957427281526757,0.023318158139743334,-0.07830415380474316,0.09470884599203293
48,192,25,96,confirmation,SOLUSDT,396,-0.00023684405915938523,-0.0009121366683428438,0.48484848484848486,0.9659479493030233,9,-0.02236560834213087,0.01963409245701474,-0.0658097697791283,0.09908058156184611
