minutes,excluded_asset,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
60,BNBUSDT,6451,0.00039556924329718884,0.00075619698332,0.00041592374282451306,0.0003284398168050435,0.5462718958301038,1.1084087390414692,-0.0116096552929354,0.0113436296390766
60,BTCUSDT,6596,0.0004680704379076821,0.0007908762405324,0.0004938536687387452,0.0003995210503369301,0.5488174651303821,1.123132769319469,-0.01215688883099425,0.01217396438004845
60,ETHUSDT,7139,0.0004904795063137204,0.0006001139091166,0.00046074638418910273,0.0004269166342518203,0.5399915954615493,1.1471347164092334,-0.01049055395676396,0.01089061767519872
60,SOLUSDT,6511,0.00018959196100075965,0.0005892424525576,0.00028345946885825236,0.0002023751503512113,0.5384733527875902,1.0572030945464608,-0.0104018457216337,0.010074199124889301
120,BNBUSDT,6451,0.00022290774159574952,0.0007899702973152,0.0003078165707320018,0.00017813859949851685,0.5374360564253604,1.0457508733957013,-0.0156254902809053,0.014709762942528
120,BTCUSDT,6596,0.0005005110161136836,0.00100868422002335,0.0005767295552289875,0.0004506990287472385,0.5447240751970891,1.101283197762298,-0.01597776653213115,0.01553036483560575
120,ETHUSDT,7139,0.0005266470036756004,0.0008210050381087,0.0005478465241873047,0.0004604467619784009,0.5405518980249334,1.1199681970330433,-0.01374504966382664,0.01393163732183748
120,SOLUSDT,6511,0.0002556023271216263,0.0007911607784384,0.0003817273392055909,0.0002465465175734153,0.5424665949930886,1.0605380885917512,-0.013388018433179499,0.0128986267555252
