hypothesis,horizon_bars,minutes,year,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
POS_REVERSION_SHORT,12,60,2024,0.0006,4624,-0.0011047651073177473,-0.0006819582788615935,-0.001018889465892985,-0.0011119010053749106,0.45912629757785467,0.76008429099911,-0.013703676133187525,0.010605728103601924
POS_REVERSION_SHORT,12,60,2025,0.0,4658,-0.0003157313008486189,-5.4077969898647105e-05,-5.3953933586323046e-05,-0.00015010569214744655,0.495706311721769,0.9198449747861686,-0.011514785783198334,0.010904669395285138
POS_REVERSION_SHORT,12,60,2025,0.0004,4658,-0.0007157313008486189,-0.0004540779698986471,-0.0004539539335863235,-0.0005501056921474466,0.46758265349935596,0.8273660463948976,-0.011914785783198333,0.01050466939528514
POS_REVERSION_SHORT,12,60,2025,0.0006,4658,-0.0009157313008486193,-0.000654077969898647,-0.0006539539335863237,-0.0007501056921474467,0.45727780163160153,0.78470800877553,-0.012114785783198334,0.010304669395285139
POS_REVERSION_SHORT,12,60,2026,0.0,2738,0.00011949959847232423,0.00030438324508369474,0.000313991589214502,0.0002022011067592763,0.5233747260774287,1.0401965296452376,-0.008757349135041581,0.009412985215186966
POS_REVERSION_SHORT,12,60,2026,0.0004,2738,-0.00028050040152767573,-9.561675491630528e-05,-8.600841078549716e-05,-0.00019779889324072377,0.48940832724616506,0.9115092427070446,-0.00915734913504158,0.009012985215186967
POS_REVERSION_SHORT,12,60,2026,0.0006,2738,-0.0004805004015276758,-0.0002956167549163052,-0.00028600841078549853,-0.00039779889324072367,0.4773557341124909,0.8532044468932505,-0.009357349135041581,0.008812985215186966
NEG_CONTINUATION_SHORT,1,5,2024,0.0,4648,-0.00028648851679726324,-0.00015947789854653394,-0.00021774422662277382,-0.00023465217015585484,0.47203098106712565,0.8040209205534085,-0.003988182705259668,0.0034643680204641827
NEG_CONTINUATION_SHORT,1,5,2024,0.0004,4648,-0.0006864885167972634,-0.0005594778985465339,-0.0006177442266227736,-0.0006346521701558549,0.4012478485370052,0.5931349818623494,-0.004388182705259668,0.0030643680204641825
NEG_CONTINUATION_SHORT,1,5,2024,0.0006,4648,-0.0008864885167972631,-0.0007594778985465339,-0.0008177442266227738,-0.0008346521701558546,0.3642426850258176,0.5104475153451841,-0.004588182705259668,0.002864368020464183
NEG_CONTINUATION_SHORT,1,5,2025,0.0,4672,-0.00019642777068144116,-9.364720002069671e-05,-0.00011675916946523224,-0.00013194103541694257,0.4794520547945205,0.8714869931152023,-0.004031128776910586,0.0037020510568167133
NEG_CONTINUATION_SHORT,1,5,2025,0.0004,4672,-0.0005964277706814413,-0.0004936472000206967,-0.0005167591694652323,-0.0005319410354169427,0.4148116438356164,0.6591143734180862,-0.0044311287769105865,0.003302051056816713
NEG_CONTINUATION_SHORT,1,5,2025,0.0006,4672,-0.0007964277706814409,-0.0006936472000206967,-0.0007167591694652325,-0.0007319410354169424,0.3769263698630137,0.5742120307313682,-0.004631128776910586,0.0031020510568167134
NEG_CONTINUATION_SHORT,1,5,2026,0.0,2719,-1.7171219855410104e-05,-5.049399962975265e-05,-1.3567410886748292e-05,-2.2255920272256226e-05,0.4836336888561971,0.9839840064974524,-0.0030860800642732666,0.0031199826968414624
NEG_CONTINUATION_SHORT,1,5,2026,0.0004,2719,-0.00041717121985541017,-0.00045049399962975267,-0.0004135674108867483,-0.00042225592027225636,0.40382493563810223,0.6777269044996483,-0.0034860800642732667,0.0027199826968414623
NEG_CONTINUATION_SHORT,1,5,2026,0.0006,2719,-0.00061717121985541,-0.0006504939996297526,-0.000613567410886748,-0.0006222559202722561,0.3663111438028687,0.5645368446306337,-0.0036860800642732664,0.0025199826968414626
NEG_CONTINUATION_SHORT,3,15,2024,0.0,4648,-0.0003381852817882401,-0.00030593294393832515,-0.00033643245429944274,-0.000357800477013531,0.46880378657487093,0.8576183237812468,-0.006722109442702196,0.005906808336808268
NEG_CONTINUATION_SHORT,3,15,2024,0.0004,4648,-0.0007381852817882401,-0.0007059329439383251,-0.0007364324542994429,-0.0007578004770135311,0.4339500860585198,0.7155159724841261,-0.007122109442702196,0.005506808336808268
NEG_CONTINUATION_SHORT,3,15,2024,0.0006,4648,-0.0009381852817882401,-0.0009059329439383251,-0.0009364324542994435,-0.0009578004770135309,0.41351118760757316,0.6538440544246623,-0.0073221094427021955,0.0053068083368082684
NEG_CONTINUATION_SHORT,3,15,2025,0.0,4672,-0.0003551311793969841,-0.00020816514201882352,-0.00029701498901757304,-0.00027558216274526975,0.4777397260273973,0.8533103589333677,-0.006817510141670446,0.0059345005686815755
NEG_CONTINUATION_SHORT,3,15,2025,0.0004,4672,-0.0007551311793969842,-0.0006081651420188235,-0.0006970149890175728,-0.0006755821627452698,0.4330051369863014,0.7138905379901598,-0.007217510141670446,0.005534500568681575
NEG_CONTINUATION_SHORT,3,15,2025,0.0006,4672,-0.000955131179396984,-0.0008081651420188235,-0.0008970149890175735,-0.0008755821627452696,0.4143835616438356,0.6532600045920595,-0.007417510141670446,0.005334500568681576
NEG_CONTINUATION_SHORT,3,15,2026,0.0,2719,-0.00017275122255654778,-0.00011124707976417625,-0.00012915712805144875,-0.0001660005757449733,0.4858403824935638,0.9027138137337357,-0.005133092858975852,0.004814011979510548
NEG_CONTINUATION_SHORT,3,15,2026,0.0004,2719,-0.0005727512225565478,-0.0005112470797641762,-0.0005291571280514489,-0.0005660005757449734,0.4394998161088636,0.7120704393916238,-0.005533092858975852,0.004414011979510548
NEG_CONTINUATION_SHORT,3,15,2026,0.0006,2719,-0.0007727512225565476,-0.0007112470797641762,-0.0007291571280514488,-0.0007660005757449732,0.4137550570062523,0.6327337111386367,-0.005733092858975852,0.004214011979510548
NEG_CONTINUATION_SHORT,6,30,2024,0.0,4648,-0.0005178905271591282,-0.0005400927507609454,-0.0005480962866534207,-0.0005729124688939784,0.4556798623063683,0.8385221530507303,-0.009446888090702932,0.00793316470468252
NEG_CONTINUATION_SHORT,6,30,2024,0.0004,4648,-0.0009178905271591281,-0.0009400927507609454,-0.0009480962866534206,-0.0009729124688939784,0.4268502581755594,0.7324311948407777,-0.009846888090702931,0.00753316470468252
