hypothesis,state,side,minutes,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
EFF_DOWN_REVERSE_LONG,EFFICIENT_DOWN,LONG,30,0.0,28168,0.0003622951266819525,0.0005907044333557376,0.0004252568303855345,0.000379596864813701,0.543808577108776,1.130114402507256,-0.008572083723233759,0.008921685154624635
EFF_DOWN_REVERSE_LONG,EFFICIENT_DOWN,LONG,30,0.0004,28168,-3.7704873318047385e-05,0.00019070443335573762,2.525683038553428e-05,-2.040313518629903e-05,0.5131709741550696,0.9873166405551933,-0.008972083723233758,0.008521685154624635
EFF_DOWN_REVERSE_LONG,EFFICIENT_DOWN,LONG,30,0.0006,28168,-0.0002377048733180476,-9.295566644262313e-06,-0.00017474316961446653,-0.00022040313518629912,0.4992189718829878,0.9226105366313965,-0.009172083723233759,0.008321685154624635
EFF_DOWN_REVERSE_LONG,EFFICIENT_DOWN,LONG,60,0.0,28168,0.00058416031713733,0.0007688702924923962,0.0006159465859718599,0.0005602659014375317,0.5448026128940642,1.1636606029384087,-0.011225684847282359,0.011893720382629947
EFF_DOWN_REVERSE_LONG,EFFICIENT_DOWN,LONG,60,0.0004,28168,0.00018416031713733026,0.0003688702924923962,0.00021594658597185948,0.00016026590143753194,0.52179778472025,1.049030676800678,-0.011625684847282358,0.011493720382629947
EFF_DOWN_REVERSE_LONG,EFFICIENT_DOWN,LONG,60,0.0006,28168,-1.5839682862670406e-05,0.0001688702924923963,1.594658597185978e-05,-3.973409856246831e-05,0.5107213859698949,0.9958887699840557,-0.011825684847282358,0.011293720382629947
FRAG_UP_REVERSE_SHORT,FRAGILE_UP,SHORT,5,0.0,263,-6.652731012291236e-05,4.795243118826953e-05,1.630737219254095e-05,-1.3451368160896343e-05,0.532319391634981,0.8794165374526463,-0.001755776017196231,0.0017683036204421806
FRAG_UP_REVERSE_SHORT,FRAGILE_UP,SHORT,5,0.0004,263,-0.0004665273101229123,-0.0003520475688117305,-0.0003836926278074589,-0.0004134513681608963,0.3155893536121673,0.4039806323352936,-0.0021557760171962313,0.0013683036204421807
FRAG_UP_REVERSE_SHORT,FRAGILE_UP,SHORT,5,0.0006,263,-0.0006665273101229124,-0.0005520475688117304,-0.0005836926278074589,-0.0006134513681608963,0.26996197718631176,0.2780964827805378,-0.002355776017196231,0.0011683036204421808
FRAG_UP_REVERSE_SHORT,FRAGILE_UP,SHORT,15,0.0,263,-0.00029922729642339294,-0.00015023035320815836,-0.0002612984640931208,-0.0002719105532017689,0.45627376425855515,0.7197599733266223,-0.003187893897040794,0.0021082077702264893
FRAG_UP_REVERSE_SHORT,FRAGILE_UP,SHORT,15,0.0004,263,-0.000699227296423393,-0.0005502303532081583,-0.0006612984640931211,-0.0006719105532017689,0.34980988593155893,0.4646146026514326,-0.003587893897040794,0.0017082077702264891
