hypothesis,minutes,year,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
HIGH_PREMIUM_REVERT_SHORT,30,2024,0.0,51132,4.074965085777386e-06,0.0,1.6080372908057446e-05,1.720321446464256e-05,0.4992763826957678,1.0022431992038985,-0.005468524354455705,0.0054872446337145084
HIGH_PREMIUM_REVERT_SHORT,30,2024,0.0004,51132,-0.00039592503491422265,-0.0004,-0.00038391962709194243,-0.0003827967855353575,0.4517718845341469,0.8046048167086133,-0.005868524354455705,0.005087244633714508
HIGH_PREMIUM_REVERT_SHORT,30,2024,0.0006,51132,-0.0005959250349142226,-0.0006,-0.000583919627091943,-0.0005827967855353573,0.42611280607056246,0.7213272195749043,-0.006068524354455705,0.004887244633714509
HIGH_PREMIUM_REVERT_SHORT,30,2025,0.0,47845,-1.9261726781315727e-05,3.107801877622052e-05,9.288037991937146e-06,9.421171037877205e-07,0.5026439544362002,0.989495455882608,-0.005402384380013103,0.005357531580697556
HIGH_PREMIUM_REVERT_SHORT,30,2025,0.0004,47845,-0.0004192617267813158,-0.0003689219812237795,-0.0003907119620080629,-0.00039905788289621244,0.452105758177448,0.7947295639622045,-0.005802384380013103,0.004957531580697555
HIGH_PREMIUM_REVERT_SHORT,30,2025,0.0006,47845,-0.0006192617267813157,-0.0005689219812237794,-0.000590711962008063,-0.0005990578828962123,0.4273591806876372,0.7125765917572776,-0.006002384380013103,0.004757531580697556
HIGH_PREMIUM_REVERT_SHORT,30,2026,0.0,25996,0.00011529715696356694,0.0001187648472807945,0.00011850485443686364,0.00011453830397796993,0.5161563317433451,1.0787341957900047,-0.004453944116935005,0.0046097662317415855
HIGH_PREMIUM_REVERT_SHORT,30,2026,0.0004,25996,-0.0002847028430364331,-0.0002812351527192055,-0.00028149514556313624,-0.00028546169602203025,0.4605708570549315,0.8294021278938201,-0.004853944116935005,0.004209766231741585
HIGH_PREMIUM_REVERT_SHORT,30,2026,0.0006,25996,-0.0004847028430364329,-0.00048123515271920544,-0.0004814951455631366,-0.00048546169602203,0.4301430989382982,0.7276485632722616,-0.0050539441169350045,0.004009766231741586
HIGH_PREMIUM_REVERT_SHORT,60,2024,0.0,51132,-3.271266581599568e-05,-1.9067376648362888e-05,-3.1965364759723312e-06,-1.0384573840713476e-06,0.4976531330673551,0.9871261684185333,-0.007567138141555362,0.007595827149611723
HIGH_PREMIUM_REVERT_SHORT,60,2024,0.0004,51132,-0.00043271266581599557,-0.0004190673766483629,-0.0004031965364759727,-0.00040103845738407126,0.4627826018931393,0.8425880700870979,-0.007967138141555362,0.0071958271496117224
HIGH_PREMIUM_REVERT_SHORT,60,2024,0.0006,51132,-0.0006327126658159959,-0.0006190673766483628,-0.0006031965364759731,-0.0006010384573840713,0.4458656027536572,0.7786216931072467,-0.008167138141555362,0.006995827149611723
HIGH_PREMIUM_REVERT_SHORT,60,2025,0.0,47845,-0.00010640155837117158,-3.340571237675505e-05,-8.52576262506862e-05,-8.523699784647028e-05,0.49626920263350405,0.958740710263525,-0.007611256341249595,0.007443409673357368
HIGH_PREMIUM_REVERT_SHORT,60,2025,0.0004,47845,-0.0005064015583711714,-0.00043340571237675507,-0.0004852576262506859,-0.00048523699784647033,0.4602152785035009,0.8183234422955747,-0.008011256341249594,0.007043409673357368
HIGH_PREMIUM_REVERT_SHORT,60,2025,0.0006,47845,-0.0007064015583711715,-0.000633405712376755,-0.0006852576262506866,-0.0006852369978464704,0.4402758908976905,0.75618247295026,-0.008211256341249595,0.006843409673357368
HIGH_PREMIUM_REVERT_SHORT,60,2026,0.0,25996,0.00019731350310490513,0.00015855595237956877,0.00021013068859159007,0.00021030332942053188,0.5153485151561779,1.0984134387851825,-0.006064942032176002,0.006541430893145295
HIGH_PREMIUM_REVERT_SHORT,60,2026,0.0004,25996,-0.0002026864968950949,-0.00024144404762043125,-0.00018986931140840938,-0.00018969667057946814,0.4735343899061394,0.90815400271316,-0.006464942032176002,0.0061414308931452945
HIGH_PREMIUM_REVERT_SHORT,60,2026,0.0006,25996,-0.0004026864968950949,-0.0004414440476204312,-0.00038986931140841,-0.00038969667057946807,0.4533774426834898,0.8259896230927525,-0.0066649420321760015,0.005941430893145295
HIGH_PREMIUM_REVERT_SHORT,120,2024,0.0,51132,-7.466943969077587e-05,-9.697498463911991e-05,3.0228471772195168e-05,2.157180943977693e-05,0.493311429241962,0.9788384678835932,-0.010271153570698698,0.010672043452759985
HIGH_PREMIUM_REVERT_SHORT,120,2024,0.0004,51132,-0.0004746694396907756,-0.0004969749846391199,-0.00036977152822780483,-0.0003784281905602229,0.4688257842447,0.8729540650024725,-0.010671153570698698,0.010272043452759986
HIGH_PREMIUM_REVERT_SHORT,120,2024,0.0006,51132,-0.0006746694396907762,-0.0006969749846391199,-0.0005697715282278063,-0.0005784281905602235,0.4561527028084174,0.8244762012902722,-0.010871153570698698,0.010072043452759985
HIGH_PREMIUM_REVERT_SHORT,120,2025,0.0,47845,-0.00010176747281973337,-0.000147082856676084,-0.00015182673106213865,-0.0001141318526464361,0.4898944508308078,0.9717498443428569,-0.010820332787000096,0.010575508787171681
HIGH_PREMIUM_REVERT_SHORT,120,2025,0.0004,47845,-0.0005017674728197332,-0.000547082856676084,-0.0005518267310621384,-0.000514131852646436,0.46406103041070124,0.8683518421166153,-0.011220332787000095,0.010175508787171682
HIGH_PREMIUM_REVERT_SHORT,120,2025,0.0006,47845,-0.0007017674728197336,-0.000747082856676084,-0.0007518267310621391,-0.0007141318526464364,0.45016198139826524,0.8209786815523813,-0.011420332787000095,0.009975508787171681
HIGH_PREMIUM_REVERT_SHORT,120,2026,0.0,25996,0.000363235781748073,0.00022672938909656937,0.00037242863292727266,0.0003679786082074807,0.5157331897214956,1.1306296275623273,-0.008621876904261083,0.009508172572951945
HIGH_PREMIUM_REVERT_SHORT,120,2026,0.0004,25996,-3.676421825192684e-05,-0.00017327061090343065,-2.7571367072727107e-05,-3.2021391792519025e-05,0.4855362363440529,0.9876634743420647,-0.009021876904261083,0.009108172572951946
HIGH_PREMIUM_REVERT_SHORT,120,2026,0.0006,25996,-0.00023676421825192729,-0.0003732706109034306,-0.00022757136707272804,-0.00023202139179251947,0.4694568395137714,0.9232413744462188,-0.009221876904261083,0.008908172572951945
HIGH_PREMIUM_CONTINUE_LONG,30,2024,0.0,51132,-4.074965085777386e-06,0.0,-1.608037290805729e-05,-1.7203214464643125e-05,0.4993546115935226,0.9977618214763839,-0.005487244633714504,0.0054685243544557085
HIGH_PREMIUM_CONTINUE_LONG,30,2024,0.0004,51132,-0.00040407496508577733,-0.0004,-0.00041608037290805734,-0.00041720321446464325,0.45022686380348903,0.8010247999969692,-0.005887244633714504,0.005068524354455708
HIGH_PREMIUM_CONTINUE_LONG,30,2024,0.0006,51132,-0.0006040749650857774,-0.0006,-0.0006160803729080576,-0.000617203214464643,0.4261519205194399,0.7181333827224133,-0.006087244633714504,0.004868524354455709
HIGH_PREMIUM_CONTINUE_LONG,30,2025,0.0,47845,1.9261726781315727e-05,-3.107801877622052e-05,-9.28803799193731e-06,-9.421171037887194e-07,0.49568397951719095,1.0106160609985035,-0.005357531580697559,0.005402384380013103
HIGH_PREMIUM_CONTINUE_LONG,30,2025,0.0004,47845,-0.0003807382732186843,-0.00043107801877622054,-0.00040928803799193723,-0.0004009421171037888,0.44476956839795173,0.8120955286682211,-0.005757531580697559,0.005002384380013103
HIGH_PREMIUM_CONTINUE_LONG,30,2025,0.0006,47845,-0.0005807382732186842,-0.0006310780187762205,-0.0006092880379919378,-0.0006009421171037885,0.4196258752220713,0.7286023644476262,-0.005957531580697559,0.004802384380013103
HIGH_PREMIUM_CONTINUE_LONG,30,2026,0.0,25996,-0.00011529715696356694,-0.0001187648472807945,-0.00011850485443686364,-0.00011453830397796993,0.48026619479919985,0.927012422432438,-0.0046097662317415855,0.004453944116935005
HIGH_PREMIUM_CONTINUE_LONG,30,2026,0.0004,25996,-0.000515297156963567,-0.0005187648472807945,-0.0005185048544368635,-0.00051453830397797,0.4216802585013079,0.7135484113344209,-0.005009766231741586,0.0040539441169350045
HIGH_PREMIUM_CONTINUE_LONG,30,2026,0.0006,25996,-0.0007152971569635669,-0.0007187648472807945,-0.000718504854436864,-0.0007145383039779699,0.3934066779504539,0.6269575264655354,-0.005209766231741585,0.003853944116935005
HIGH_PREMIUM_CONTINUE_LONG,60,2024,0.0,51132,3.271266581599568e-05,1.9067376648362888e-05,3.1965364759723312e-06,1.038457384071024e-06,0.5013103340373934,1.0130417285989812,-0.007595827149611723,0.007567138141555365
HIGH_PREMIUM_CONTINUE_LONG,60,2024,0.0004,51132,-0.00036728733418400425,-0.00038093262335163713,-0.0003968034635240271,-0.0003989615426159289,0.4667918329030744,0.8646945380760471,-0.007995827149611721,0.007167138141555365
HIGH_PREMIUM_CONTINUE_LONG,60,2024,0.0006,51132,-0.0005672873341840046,-0.0005809326233516371,-0.0005968034635240279,-0.000598961542615929,0.44860361417507627,0.7990456146568673,-0.008195827149611722,0.006967138141555365
HIGH_PREMIUM_CONTINUE_LONG,60,2025,0.0,47845,0.00010640155837117158,3.340571237675505e-05,8.525762625068587e-05,8.523699784646971e-05,0.5024558470059567,1.043034878246835,-0.00744340967335737,0.007611256341249594
HIGH_PREMIUM_CONTINUE_LONG,60,2025,0.0004,47845,-0.00029359844162882835,-0.00036659428762324497,-0.0003147423737493135,-0.0003147630021535302,0.4653986832479883,0.890399138183364,-0.007843409673357369,0.007211256341249594
HIGH_PREMIUM_CONTINUE_LONG,60,2025,0.0006,47845,-0.0004935984416288285,-0.0005665942876232449,-0.0005147423737493144,-0.0005147630021535302,0.44698505590970844,0.822928812110728,-0.00804340967335737,0.007011256341249594
