macro_regime,samples,mean_return,median_return,win_rate,profit_factor
7D_DOWN__30D_DOWN,904.0,0.0004442092228437281,3.077089398861865e-05,0.5011061946902655,1.150484720945631
7D_DOWN__30D_UP,501.0,-0.0007994695810086943,-0.0011900457941673714,0.38922155688622756,0.7069408205488379
7D_UP__30D_DOWN,436.0,-0.00015354862669276348,-0.00028823136774047686,0.45871559633027525,0.919641066912082
7D_UP__30D_UP,896.0,-0.0002274972001670678,-0.0006568820572437906,0.42299107142857145,0.9003113662703551
