speed_set,rebalance_time,entry_time,exit_time,gross_return,turnover,net_exposure,active_assets
7_28,2024-04-29 00:00:00+00:00,2024-04-29 04:00:00+00:00,2024-04-30 04:00:00+00:00,-0.009413324711920447,0.20000000000000004,-0.8000000000000002,13
7_28,2024-04-30 00:00:00+00:00,2024-04-30 04:00:00+00:00,2024-05-01 04:00:00+00:00,0.05043817973754437,0.20000000000000007,-1.0000000000000002,13
7_28,2024-05-01 00:00:00+00:00,2024-05-01 04:00:00+00:00,2024-05-02 04:00:00+00:00,0.005287946337352792,0.28693763619764145,-1.0,15
7_28,2024-05-02 00:00:00+00:00,2024-05-02 04:00:00+00:00,2024-05-03 04:00:00+00:00,-0.038767145659435634,0.18992763231723875,-1.0,15
7_28,2024-05-03 00:00:00+00:00,2024-05-03 04:00:00+00:00,2024-05-04 04:00:00+00:00,-0.03588897122675151,0.10389933065450196,-1.0,14
7_28,2024-05-04 00:00:00+00:00,2024-05-04 04:00:00+00:00,2024-05-05 04:00:00+00:00,-0.0025556191562517427,0.6610998585433729,-0.8,8
7_28,2024-05-05 00:00:00+00:00,2024-05-05 04:00:00+00:00,2024-05-06 04:00:00+00:00,-0.018794239491991348,0.4,-1.0,10
7_28,2024-05-06 00:00:00+00:00,2024-05-06 04:00:00+00:00,2024-05-07 04:00:00+00:00,0.0030798736610871185,0.8,-0.2,6
7_28,2024-05-07 00:00:00+00:00,2024-05-07 04:00:00+00:00,2024-05-08 04:00:00+00:00,-0.00029792479414509927,0.7,-0.5,5
7_28,2024-05-08 00:00:00+00:00,2024-05-08 04:00:00+00:00,2024-05-09 04:00:00+00:00,-0.002976680384087782,0.6000000000000001,0.1,1
7_28,2024-05-09 00:00:00+00:00,2024-05-09 04:00:00+00:00,2024-05-10 04:00:00+00:00,-0.001792307692307693,0.2,-0.1,1
7_28,2024-05-10 00:00:00+00:00,2024-05-10 04:00:00+00:00,2024-05-11 04:00:00+00:00,0.010561012940289705,0.4,-0.30000000000000004,5
7_28,2024-05-11 00:00:00+00:00,2024-05-11 04:00:00+00:00,2024-05-12 04:00:00+00:00,-0.0004335746919201366,0.9703235554719437,-0.7095768491389449,13
7_28,2024-05-12 00:00:00+00:00,2024-05-12 04:00:00+00:00,2024-05-13 04:00:00+00:00,0.010768921655816933,0.663864587394362,-0.344028297196291,12
7_28,2024-05-13 00:00:00+00:00,2024-05-13 04:00:00+00:00,2024-05-14 04:00:00+00:00,-0.017425884298141306,0.3158058329960935,-0.6,12
7_28,2024-05-14 00:00:00+00:00,2024-05-14 04:00:00+00:00,2024-05-15 04:00:00+00:00,0.010341736239883447,0.31580583299609344,-0.6000000000000001,10
7_28,2024-05-15 00:00:00+00:00,2024-05-15 04:00:00+00:00,2024-05-16 04:00:00+00:00,-0.0660005642524924,0.581449464665244,-1.0,11
7_28,2024-05-16 00:00:00+00:00,2024-05-16 04:00:00+00:00,2024-05-17 04:00:00+00:00,-0.008527070276592209,1.6169169413675428,0.6000000000000001,8
7_28,2024-05-17 00:00:00+00:00,2024-05-17 04:00:00+00:00,2024-05-18 04:00:00+00:00,-0.010249696284052635,0.8,0.0,8
7_28,2024-05-18 00:00:00+00:00,2024-05-18 04:00:00+00:00,2024-05-19 04:00:00+00:00,-0.0004244354833632016,1.1103426132845833,1.0,11
7_28,2024-05-19 00:00:00+00:00,2024-05-19 04:00:00+00:00,2024-05-20 04:00:00+00:00,-0.006848899294300159,0.5821716515316826,0.6000000000000001,6
7_28,2024-05-20 00:00:00+00:00,2024-05-20 04:00:00+00:00,2024-05-21 04:00:00+00:00,-0.005050509485157461,0.4,0.2,6
7_28,2024-05-21 00:00:00+00:00,2024-05-21 04:00:00+00:00,2024-05-22 04:00:00+00:00,-0.004797547046954476,0.8,1.0,10
7_28,2024-05-22 00:00:00+00:00,2024-05-22 04:00:00+00:00,2024-05-23 04:00:00+00:00,-0.01195950021229326,0.35643695876870446,1.0,12
7_28,2024-05-23 00:00:00+00:00,2024-05-23 04:00:00+00:00,2024-05-24 04:00:00+00:00,-0.00834994650199489,0.5778450893497937,1.0,15
7_28,2024-05-24 00:00:00+00:00,2024-05-24 04:00:00+00:00,2024-05-25 04:00:00+00:00,-0.010329348827184663,0.5504274402747176,1.0000000000000002,11
7_28,2024-05-25 00:00:00+00:00,2024-05-25 04:00:00+00:00,2024-05-26 04:00:00+00:00,0.006803344913724003,0.5514278568144904,0.8081960005960247,11
7_28,2024-05-26 00:00:00+00:00,2024-05-26 04:00:00+00:00,2024-05-27 04:00:00+00:00,-0.004050355770127299,0.589009045868848,0.7189114103072844,13
7_28,2024-05-27 00:00:00+00:00,2024-05-27 04:00:00+00:00,2024-05-28 04:00:00+00:00,-0.00771385092078682,0.3890090458688479,1.0000000000000002,11
7_28,2024-05-28 00:00:00+00:00,2024-05-28 04:00:00+00:00,2024-05-29 04:00:00+00:00,0.005782654411868826,0.5562972888501664,0.6000000000000001,6
7_28,2024-05-29 00:00:00+00:00,2024-05-29 04:00:00+00:00,2024-05-30 04:00:00+00:00,-0.00530778235015702,0.2,0.4,4
7_28,2024-05-30 00:00:00+00:00,2024-05-30 04:00:00+00:00,2024-05-31 04:00:00+00:00,-0.0034243042284606393,0.4,0.0,2
7_28,2024-05-31 00:00:00+00:00,2024-05-31 04:00:00+00:00,2024-06-01 04:00:00+00:00,0.0036349876614488524,0.4,-0.20000000000000004,6
7_28,2024-06-01 00:00:00+00:00,2024-06-01 04:00:00+00:00,2024-06-02 04:00:00+00:00,-0.0018221091693020773,0.30000000000000004,-0.30000000000000004,7
7_28,2024-06-02 00:00:00+00:00,2024-06-02 04:00:00+00:00,2024-06-03 04:00:00+00:00,0.002918297341531617,0.2,-0.30000000000000004,7
7_28,2024-06-03 00:00:00+00:00,2024-06-03 04:00:00+00:00,2024-06-04 04:00:00+00:00,-0.0026179903942656685,0.30000000000000004,-0.6000000000000001,8
7_28,2024-06-04 00:00:00+00:00,2024-06-04 04:00:00+00:00,2024-06-05 04:00:00+00:00,-0.003164912384658102,0.5,-0.30000000000000004,7
7_28,2024-06-05 00:00:00+00:00,2024-06-05 04:00:00+00:00,2024-06-06 04:00:00+00:00,-0.0018447750465999224,0.6000000000000001,0.30000000000000004,5
7_28,2024-06-06 00:00:00+00:00,2024-06-06 04:00:00+00:00,2024-06-07 04:00:00+00:00,-0.007777015281365696,0.6000000000000001,0.7000000000000001,7
7_28,2024-06-07 00:00:00+00:00,2024-06-07 04:00:00+00:00,2024-06-08 04:00:00+00:00,0.011433082960463171,0.4,0.5000000000000001,9
7_28,2024-06-08 00:00:00+00:00,2024-06-08 04:00:00+00:00,2024-06-09 04:00:00+00:00,0.0010146471778373462,0.7000000000000001,0.0,10
7_28,2024-06-09 00:00:00+00:00,2024-06-09 04:00:00+00:00,2024-06-10 04:00:00+00:00,-0.009669127120050233,0.36042439877873994,-0.2741308767619959,11
7_28,2024-06-10 00:00:00+00:00,2024-06-10 04:00:00+00:00,2024-06-11 04:00:00+00:00,-0.00419723154897378,0.5509487958589485,0.2,6
7_28,2024-06-11 00:00:00+00:00,2024-06-11 04:00:00+00:00,2024-06-12 04:00:00+00:00,0.004129667909161205,0.6000000000000001,-0.4,8
7_28,2024-06-12 00:00:00+00:00,2024-06-12 04:00:00+00:00,2024-06-13 04:00:00+00:00,-0.00014070822642605566,0.4,-0.8,10
7_28,2024-06-13 00:00:00+00:00,2024-06-13 04:00:00+00:00,2024-06-14 04:00:00+00:00,0.015061169302148477,0.3646544027466252,-0.8888446705196281,12
7_28,2024-06-14 00:00:00+00:00,2024-06-14 04:00:00+00:00,2024-06-15 04:00:00+00:00,0.01566550054687409,0.15176825247362893,-0.9012470819611371,13
7_28,2024-06-15 00:00:00+00:00,2024-06-15 04:00:00+00:00,2024-06-16 04:00:00+00:00,-0.0018077986049722923,0.19999999999999996,-1.0,13
7_28,2024-06-16 00:00:00+00:00,2024-06-16 04:00:00+00:00,2024-06-17 04:00:00+00:00,0.0023967029950413654,0.0018744381571587712,-1.0,13
7_28,2024-06-17 00:00:00+00:00,2024-06-17 04:00:00+00:00,2024-06-18 04:00:00+00:00,0.0884688095764731,0.20000000000000007,-1.0,12
7_28,2024-06-18 00:00:00+00:00,2024-06-18 04:00:00+00:00,2024-06-19 04:00:00+00:00,-0.031110563624518736,0.47973102435240245,-1.0,14
7_28,2024-06-19 00:00:00+00:00,2024-06-19 04:00:00+00:00,2024-06-20 04:00:00+00:00,0.005825689540870974,0.17498583029896486,-1.0,15
7_28,2024-06-20 00:00:00+00:00,2024-06-20 04:00:00+00:00,2024-06-21 04:00:00+00:00,0.0042551049453622624,0.18930531353438748,-1.0,14
7_28,2024-06-21 00:00:00+00:00,2024-06-21 04:00:00+00:00,2024-06-22 04:00:00+00:00,0.006938230058043728,0.01912183570831462,-1.0,14
7_28,2024-06-22 00:00:00+00:00,2024-06-22 04:00:00+00:00,2024-06-23 04:00:00+00:00,-0.006659757917198203,0.008817469441166542,-1.0,14
7_28,2024-06-23 00:00:00+00:00,2024-06-23 04:00:00+00:00,2024-06-24 04:00:00+00:00,0.033099941990229385,0.34679273851820747,-1.0000000000000002,16
7_28,2024-06-24 00:00:00+00:00,2024-06-24 04:00:00+00:00,2024-06-25 04:00:00+00:00,-0.018471703940243174,0.009443489490747685,-0.9999999999999998,16
7_28,2024-06-25 00:00:00+00:00,2024-06-25 04:00:00+00:00,2024-06-26 04:00:00+00:00,-0.010280469125223273,0.37382951057422514,-1.0,12
7_28,2024-06-26 00:00:00+00:00,2024-06-26 04:00:00+00:00,2024-06-27 04:00:00+00:00,0.009449297119340108,0.26289301386692987,-1.0000000000000002,11
7_28,2024-06-27 00:00:00+00:00,2024-06-27 04:00:00+00:00,2024-06-28 04:00:00+00:00,-0.028781710262933687,0.2517245425417133,-1.0000000000000002,12
7_28,2024-06-28 00:00:00+00:00,2024-06-28 04:00:00+00:00,2024-06-29 04:00:00+00:00,0.01036041144506834,0.5800777931760174,-0.7000000000000001,7
7_28,2024-06-29 00:00:00+00:00,2024-06-29 04:00:00+00:00,2024-06-30 04:00:00+00:00,0.012859354620373175,0.4563139060973775,-1.0,12
7_28,2024-06-30 00:00:00+00:00,2024-06-30 04:00:00+00:00,2024-07-01 04:00:00+00:00,-0.043389349521939284,0.20000000000000015,-1.0000000000000002,12
7_28,2024-07-01 00:00:00+00:00,2024-07-01 04:00:00+00:00,2024-07-02 04:00:00+00:00,0.00047069768908722945,0.9000000000000002,-0.1,1
7_28,2024-07-02 00:00:00+00:00,2024-07-02 04:00:00+00:00,2024-07-03 04:00:00+00:00,0.004450777137786233,0.8,-0.7000000000000001,7
7_28,2024-07-03 00:00:00+00:00,2024-07-03 04:00:00+00:00,2024-07-04 04:00:00+00:00,0.019727276682930853,0.5,-0.4,4
7_28,2024-07-04 00:00:00+00:00,2024-07-04 04:00:00+00:00,2024-07-05 04:00:00+00:00,0.14656839258357535,0.7364559478256297,-1.0000000000000002,12
7_28,2024-07-05 00:00:00+00:00,2024-07-05 04:00:00+00:00,2024-07-06 04:00:00+00:00,-0.06784386865489395,0.4837180747779666,-1.0,16
7_28,2024-07-06 00:00:00+00:00,2024-07-06 04:00:00+00:00,2024-07-07 04:00:00+00:00,-0.0538049688251829,0.04217513210577675,-1.0,16
7_28,2024-07-07 00:00:00+00:00,2024-07-07 04:00:00+00:00,2024-07-08 04:00:00+00:00,0.06711708688827109,0.11352811348724934,-1.0000000000000002,15
7_28,2024-07-08 00:00:00+00:00,2024-07-08 04:00:00+00:00,2024-07-09 04:00:00+00:00,-0.05841544498415572,0.11327900622157858,-1.0,16
7_28,2024-07-09 00:00:00+00:00,2024-07-09 04:00:00+00:00,2024-07-10 04:00:00+00:00,-0.017208795805701865,0.0170329329071984,-1.0000000000000002,16
7_28,2024-07-10 00:00:00+00:00,2024-07-10 04:00:00+00:00,2024-07-11 04:00:00+00:00,-0.0012455382009819338,0.007056073429584309,-1.0,16
7_28,2024-07-11 00:00:00+00:00,2024-07-11 04:00:00+00:00,2024-07-12 04:00:00+00:00,-0.003532912696820722,0.21048742234329954,-1.0,14
7_28,2024-07-12 00:00:00+00:00,2024-07-12 04:00:00+00:00,2024-07-13 04:00:00+00:00,0.0,1.0,0.0,0
7_28,2024-07-13 00:00:00+00:00,2024-07-13 04:00:00+00:00,2024-07-14 04:00:00+00:00,0.0040058266569555695,0.1,0.1,1
7_28,2024-07-14 00:00:00+00:00,2024-07-14 04:00:00+00:00,2024-07-15 04:00:00+00:00,-0.013079485694772398,0.4,-0.1,5
7_28,2024-07-15 00:00:00+00:00,2024-07-15 04:00:00+00:00,2024-07-16 04:00:00+00:00,0.0155376496539283,0.4,0.30000000000000004,3
7_28,2024-07-16 00:00:00+00:00,2024-07-16 04:00:00+00:00,2024-07-17 04:00:00+00:00,0.013816390780135912,0.7705464994753259,1.0,12
7_28,2024-07-17 00:00:00+00:00,2024-07-17 04:00:00+00:00,2024-07-18 04:00:00+00:00,-0.005408976117561637,0.5211831928842183,0.8,8
7_28,2024-07-18 00:00:00+00:00,2024-07-18 04:00:00+00:00,2024-07-19 04:00:00+00:00,-0.013893184543923477,0.1,0.7000000000000001,7
7_28,2024-07-19 00:00:00+00:00,2024-07-19 04:00:00+00:00,2024-07-20 04:00:00+00:00,0.016555202064062892,0.2,0.5,5
7_28,2024-07-20 00:00:00+00:00,2024-07-20 04:00:00+00:00,2024-07-21 04:00:00+00:00,0.012594492497496685,0.8077290475255465,1.0,13
7_28,2024-07-21 00:00:00+00:00,2024-07-21 04:00:00+00:00,2024-07-22 04:00:00+00:00,0.021101325849241154,0.008342144601600106,1.0,13
7_28,2024-07-22 00:00:00+00:00,2024-07-22 04:00:00+00:00,2024-07-23 04:00:00+00:00,-0.014953728347122268,0.43253753868834244,0.9999999999999999,16
7_28,2024-07-23 00:00:00+00:00,2024-07-23 04:00:00+00:00,2024-07-24 04:00:00+00:00,-0.02661155196067467,0.9022644156765294,0.6303670999481289,11
7_28,2024-07-24 00:00:00+00:00,2024-07-24 04:00:00+00:00,2024-07-25 04:00:00+00:00,-0.04014993571225233,0.5020448840659377,0.8,10
7_28,2024-07-25 00:00:00+00:00,2024-07-25 04:00:00+00:00,2024-07-26 04:00:00+00:00,0.003971724834582682,0.8181700691527567,0.01623675298607999,12
7_28,2024-07-26 00:00:00+00:00,2024-07-26 04:00:00+00:00,2024-07-27 04:00:00+00:00,-0.009898641809053565,0.532951925083078,-0.4859746845549132,12
7_28,2024-07-27 00:00:00+00:00,2024-07-27 04:00:00+00:00,2024-07-28 04:00:00+00:00,-0.0023298681083299467,0.4858277579398539,-0.09746507089416306,11
7_28,2024-07-28 00:00:00+00:00,2024-07-28 04:00:00+00:00,2024-07-29 04:00:00+00:00,-0.0016892992992186837,0.37779156007029036,-0.10000000000000003,7
7_28,2024-07-29 00:00:00+00:00,2024-07-29 04:00:00+00:00,2024-07-30 04:00:00+00:00,0.0038075543843998872,0.4759347057044238,-0.48757883018869214,12
7_28,2024-07-30 00:00:00+00:00,2024-07-30 04:00:00+00:00,2024-07-31 04:00:00+00:00,0.014263547019568092,0.6771254521191158,-0.8,10
7_28,2024-07-31 00:00:00+00:00,2024-07-31 04:00:00+00:00,2024-08-01 04:00:00+00:00,0.006784704008815923,0.6996034305670773,-0.3168841897991151,13
7_28,2024-08-01 00:00:00+00:00,2024-08-01 04:00:00+00:00,2024-08-02 04:00:00+00:00,0.0011845490981779632,0.49415188130021,-0.06190474399884904,11
7_28,2024-08-02 00:00:00+00:00,2024-08-02 04:00:00+00:00,2024-08-03 04:00:00+00:00,0.0,1.0,0.0,0
7_28,2024-08-03 00:00:00+00:00,2024-08-03 04:00:00+00:00,2024-08-04 04:00:00+00:00,0.008366947757431565,0.4,-0.4,4
7_28,2024-08-04 00:00:00+00:00,2024-08-04 04:00:00+00:00,2024-08-05 04:00:00+00:00,0.17789621319459317,0.702619902980026,-1.0000000000000002,12
7_28,2024-08-05 00:00:00+00:00,2024-08-05 04:00:00+00:00,2024-08-06 04:00:00+00:00,-0.06293216976603426,0.42889736542053847,-0.9,9
7_28,2024-08-06 00:00:00+00:00,2024-08-06 04:00:00+00:00,2024-08-07 04:00:00+00:00,-0.02798950822730178,0.7931913187658681,-1.0,15
7_28,2024-08-07 00:00:00+00:00,2024-08-07 04:00:00+00:00,2024-08-08 04:00:00+00:00,0.014793217925185575,0.11945380604624192,-1.0,14
7_28,2024-08-08 00:00:00+00:00,2024-08-08 04:00:00+00:00,2024-08-09 04:00:00+00:00,-0.08138095676563867,0.0032727939466951073,-1.0,14
7_28,2024-08-09 00:00:00+00:00,2024-08-09 04:00:00+00:00,2024-08-10 04:00:00+00:00,0.008518755239142747,0.3254625376957119,-0.8698074016866897,13
7_28,2024-08-10 00:00:00+00:00,2024-08-10 04:00:00+00:00,2024-08-11 04:00:00+00:00,-0.023501668852224357,0.24233976801886203,-0.7659525680976409,15
7_28,2024-08-11 00:00:00+00:00,2024-08-11 04:00:00+00:00,2024-08-12 04:00:00+00:00,0.030248172875607854,0.23438611678887464,-0.5561638722478153,14
7_28,2024-08-12 00:00:00+00:00,2024-08-12 04:00:00+00:00,2024-08-13 04:00:00+00:00,0.00014181882644919154,0.9773040159074,0.1,1
7_28,2024-08-13 00:00:00+00:00,2024-08-13 04:00:00+00:00,2024-08-14 04:00:00+00:00,0.0025314214905293175,0.0,0.1,1
7_28,2024-08-14 00:00:00+00:00,2024-08-14 04:00:00+00:00,2024-08-15 04:00:00+00:00,0.00030464689908055176,0.2,-0.1,1
7_28,2024-08-15 00:00:00+00:00,2024-08-15 04:00:00+00:00,2024-08-16 04:00:00+00:00,0.0036025632514578468,0.1,-0.2,2
7_28,2024-08-16 00:00:00+00:00,2024-08-16 04:00:00+00:00,2024-08-17 04:00:00+00:00,-0.003817576709006503,1.052494756391117,-1.0,12
7_28,2024-08-17 00:00:00+00:00,2024-08-17 04:00:00+00:00,2024-08-18 04:00:00+00:00,-0.009145521168999008,0.15444627193765298,-1.0,13
7_28,2024-08-18 00:00:00+00:00,2024-08-18 04:00:00+00:00,2024-08-19 04:00:00+00:00,-0.0013390520820346207,0.10702130845489016,-0.9999999999999999,14
7_28,2024-08-19 00:00:00+00:00,2024-08-19 04:00:00+00:00,2024-08-20 04:00:00+00:00,-0.01793253157506025,0.7655487769193159,-0.5,5
7_28,2024-08-20 00:00:00+00:00,2024-08-20 04:00:00+00:00,2024-08-21 04:00:00+00:00,0.006382042444428338,0.6000000000000001,-0.5,5
7_28,2024-08-21 00:00:00+00:00,2024-08-21 04:00:00+00:00,2024-08-22 04:00:00+00:00,-0.034912844077930785,0.5522627937072659,-1.0,11
7_28,2024-08-22 00:00:00+00:00,2024-08-22 04:00:00+00:00,2024-08-23 04:00:00+00:00,-0.003913267248138497,0.9466265242098243,-0.30000000000000004,5
7_28,2024-08-23 00:00:00+00:00,2024-08-23 04:00:00+00:00,2024-08-24 04:00:00+00:00,-0.003968865598629268,0.30000000000000004,0.0,2
7_28,2024-08-24 00:00:00+00:00,2024-08-24 04:00:00+00:00,2024-08-25 04:00:00+00:00,-2.600446756514385e-05,0.2,0.2,2
7_28,2024-08-25 00:00:00+00:00,2024-08-25 04:00:00+00:00,2024-08-26 04:00:00+00:00,0.0006564539193658291,0.2,0.0,2
7_28,2024-08-26 00:00:00+00:00,2024-08-26 04:00:00+00:00,2024-08-27 04:00:00+00:00,0.0016008703761268284,0.1,-0.1,1
7_28,2024-08-27 00:00:00+00:00,2024-08-27 04:00:00+00:00,2024-08-28 04:00:00+00:00,0.011014690076839473,0.2,-0.30000000000000004,3
7_28,2024-08-28 00:00:00+00:00,2024-08-28 04:00:00+00:00,2024-08-29 04:00:00+00:00,-0.006601824278887847,0.4,-0.7,7
7_28,2024-08-29 00:00:00+00:00,2024-08-29 04:00:00+00:00,2024-08-30 04:00:00+00:00,0.01103310318614683,0.5659717195820959,-1.0,13
7_28,2024-08-30 00:00:00+00:00,2024-08-30 04:00:00+00:00,2024-08-31 04:00:00+00:00,-0.008371836533237463,0.3177456771752222,-1.0,16
7_28,2024-08-31 00:00:00+00:00,2024-08-31 04:00:00+00:00,2024-09-01 04:00:00+00:00,0.01911877683385672,0.12751440190654506,-1.0000000000000002,15
7_28,2024-09-01 00:00:00+00:00,2024-09-01 04:00:00+00:00,2024-09-02 04:00:00+00:00,0.029283342195426967,0.17190490785860751,-0.9999999999999999,14
7_28,2024-09-02 00:00:00+00:00,2024-09-02 04:00:00+00:00,2024-09-03 04:00:00+00:00,0.0,0.9999999999999999,0.0,0
7_28,2024-09-03 00:00:00+00:00,2024-09-03 04:00:00+00:00,2024-09-04 04:00:00+00:00,0.0038641279445528866,0.2,0.0,2
7_28,2024-09-04 00:00:00+00:00,2024-09-04 04:00:00+00:00,2024-09-05 04:00:00+00:00,-0.015816633582866967,0.8207839203118503,-0.8000000000000002,11
7_28,2024-09-05 00:00:00+00:00,2024-09-05 04:00:00+00:00,2024-09-06 04:00:00+00:00,-0.0026649248036966556,0.45396975198018735,-0.6000000000000001,8
7_28,2024-09-06 00:00:00+00:00,2024-09-06 04:00:00+00:00,2024-09-07 04:00:00+00:00,0.03261736632401934,0.7439135249994291,-0.8501303221818013,16
7_28,2024-09-07 00:00:00+00:00,2024-09-07 04:00:00+00:00,2024-09-08 04:00:00+00:00,-0.030677214901938865,0.14986967781819893,-1.0,15
7_28,2024-09-08 00:00:00+00:00,2024-09-08 04:00:00+00:00,2024-09-09 04:00:00+00:00,-0.014974308316921713,0.10984110381420056,-1.0,14
7_28,2024-09-09 00:00:00+00:00,2024-09-09 04:00:00+00:00,2024-09-10 04:00:00+00:00,-0.0143744086615786,0.9841283854616547,-0.4,10
7_28,2024-09-10 00:00:00+00:00,2024-09-10 04:00:00+00:00,2024-09-11 04:00:00+00:00,0.0020226349763264326,0.5,-0.1,9
7_28,2024-09-11 00:00:00+00:00,2024-09-11 04:00:00+00:00,2024-09-12 04:00:00+00:00,0.0017084317674698644,0.5,0.2,6
7_28,2024-09-12 00:00:00+00:00,2024-09-12 04:00:00+00:00,2024-09-13 04:00:00+00:00,-0.006247681328996446,0.4,0.2,8
7_28,2024-09-13 00:00:00+00:00,2024-09-13 04:00:00+00:00,2024-09-14 04:00:00+00:00,0.020316360012858834,0.7407202432983366,0.6448741746959994,13
7_28,2024-09-14 00:00:00+00:00,2024-09-14 04:00:00+00:00,2024-09-15 04:00:00+00:00,-0.004341502896230993,0.4666963178596688,1.0,14
7_28,2024-09-15 00:00:00+00:00,2024-09-15 04:00:00+00:00,2024-09-16 04:00:00+00:00,-0.04853313902017746,0.4666963178596688,1.0000000000000002,11
7_28,2024-09-16 00:00:00+00:00,2024-09-16 04:00:00+00:00,2024-09-17 04:00:00+00:00,-0.007348374417820448,0.39734382759338266,0.6905138732668132,11
7_28,2024-09-17 00:00:00+00:00,2024-09-17 04:00:00+00:00,2024-09-18 04:00:00+00:00,-0.014392125610388207,1.3905138732668134,-0.7000000000000001,9
7_28,2024-09-18 00:00:00+00:00,2024-09-18 04:00:00+00:00,2024-09-19 04:00:00+00:00,-0.0009560629040709766,0.5,-0.2,10
