state,samples,mean_signal_return,median_signal_return,mean_abs_return,median_abs_return,mean_volume
ABSORPTION_DOWN,3999,-0.00020832504324225378,-0.0001763962565507482,0.00020832504324225378,0.0001763962565507482,71468.16956164042
ABSORPTION_UP,3935,0.0002086487922413871,0.00018047876093119086,0.0002086487922413871,0.00018047876093119086,73487.1786721728
EFFICIENT_DOWN,28168,-0.005056398044797887,-0.004172850376393755,0.005056398044797887,0.004172850376393755,100099.54513295228
EFFICIENT_UP,26766,0.0051734535844049495,0.00423278679105521,0.0051734535844049495,0.00423278679105521,96409.2123218262
FRAGILE_DOWN,207,-0.0027394433139853905,-0.0025052756885449723,0.0027394433139853905,0.0025052756885449723,7720.024845410628
FRAGILE_UP,263,0.002881575516357479,0.00260515797487626,0.002881575516357479,0.00260515797487626,8347.780414448669
