bars,minutes_after_entry,mean_return,median_return,win_rate,profit_factor
1,5,1.945651111344262e-05,-0.00011101764753596033,0.4908657664813344,1.0114629201022711
2,10,0.0004325065417151763,0.0001663339986692769,0.5107227958697379,1.2238832387556644
3,15,0.000700573139057855,-2.3043067493233593e-05,0.4980142970611596,1.3251609833486835
4,20,0.0008037298975849854,0.00023679848448976415,0.5162827640984908,1.3430970120662573
5,25,0.001042552460455714,0.0004633920296570615,0.5289912629070691,1.4288384248713615
6,30,0.0012095215884307014,0.00034979046532312985,0.5162827640984908,1.4620287277796467
