event,symbol,samples
EXTREME_BUY,BNBUSDT,2979
EXTREME_BUY,BTCUSDT,2972
EXTREME_BUY,ETHUSDT,2942
EXTREME_BUY,SOLUSDT,2987
EXTREME_SELL,BNBUSDT,2984
EXTREME_SELL,BTCUSDT,2941
EXTREME_SELL,ETHUSDT,2941
EXTREME_SELL,SOLUSDT,2977
