year,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
2024,2058,0.0010336925661124457,0.00021602728016870002,0.000628050582825981,0.0008525770891196575,0.5102040816326531,1.2673810599515465,-0.01081641018179219,0.014057249913102879
2025,1079,-0.0014281068256635735,-0.0008511654074906999,-0.0011512687495234418,-0.0012128047592721587,0.4569045412418906,0.7213524574905574,-0.01467924031527944,0.012338301994909122
2026,535,0.0009603639977893888,0.0002125151588649,0.0007149428449229401,0.0009350447466573056,0.5177570093457944,1.3295879615973503,-0.00857102562382764,0.013359478465273102
