cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,max_losing_streak,q05,q10,q90,q95,worst_trade,best_trade
0.0004,1259,0.0008095215884307016,-5.020953467687017e-05,0.0005121531854371432,0.0006307400384964828,0.4964257347100874,1.2876012445464673,19,-0.012102572676456069,-0.0084966779961815,0.010656619974650733,0.015535225141224561,-0.061875176767198156,0.09909622166246841
0.0006,1259,0.0006095215884307014,-0.0002502095346768701,0.00031215318543714206,0.00043074003849648284,0.4765687053216839,1.20893530801146,19,-0.01230257267645607,-0.0086966779961815,0.010456619974650732,0.01533522514122456,-0.06207517676719816,0.0988962216624684
0.0008,1259,0.0004095215884307014,-0.0004502095346768702,0.00011215318543714299,0.00023074003849648253,0.46386020651310567,1.135460448955736,19,-0.01250257267645607,-0.0088966779961815,0.010256619974650731,0.01513522514122456,-0.06227517676719816,0.09869622166246841
