minutes,month,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
60,2025-04,323,-0.0020216903464213712,-9.479002210299996e-05,-0.0016401275059604017,-0.0019107513126121198,0.49226006191950467,0.6067985899040783,-0.017665497252528018,0.009976743834718683
60,2025-05,254,0.000898877596741387,0.0006747059933977,0.0010629910650737122,0.0009995533863035287,0.5433070866141733,1.4300393401230953,-0.006167570951516309,0.009573813816598211
60,2025-06,293,-0.0011577442380179758,-0.00024026188934479992,-0.00049672040108251,-0.0007279123427264812,0.4948805460750853,0.6873711329950604,-0.011320641821746878,0.008355225029797521
60,2025-07,244,0.0012987083712289473,0.0011884897966805,0.0012594882226958112,0.0013852913324210226,0.569672131147541,1.6864580999696712,-0.00575816465793452,0.00849574418530284
60,2025-08,291,0.00029194831356348994,0.0005942305908543001,0.00037775669924254064,0.00028720465199841413,0.5567010309278351,1.1196622567376229,-0.0064095182207617,0.00716560004406
60,2025-09,219,0.0014531762478281207,0.0009956469727031999,0.001390544071115906,0.0014510572883348648,0.6118721461187214,2.02638986040846,-0.00406663901847484,0.00808637177265822
60,2025-10,265,0.0015072975001546556,-0.0010060483233437,-0.00042885850607333006,-0.0004869143202878473,0.46037735849056605,1.283832162067616,-0.01415645109678702,0.01475813299559318
60,2025-11,403,-0.0013899527211405625,-0.0010992193059789,-0.0015578839618126234,-0.001502076386988776,0.4491315136476427,0.7073337848042652,-0.01407230382418338,0.010513827826030182
60,2025-12,290,-0.0018667363243225817,-0.0009003094674234999,-0.0015910339442151346,-0.0017181250979331427,0.43448275862068964,0.5562445552545724,-0.013444136402492578,0.008218869947221711
60,2026-01,272,-0.004621259730053962,-0.0010417467307740499,-0.003965880500987439,-0.004422282782631017,0.4264705882352941,0.30564620727262537,-0.02191825387754437,0.006370567750776981
60,2026-02,427,0.001103725056753613,0.0010288539848749998,0.0005354640018588921,0.00034697602906532586,0.5433255269320844,1.2192442200303288,-0.0181909299957687,0.016854049227815703
60,2026-03,275,0.000639279982532428,0.0010509433962264001,0.0005833275920334255,0.0005271535317734603,0.5818181818181818,1.262333519889701,-0.00900360608520766,0.008775126962568519
60,2026-04,246,0.00021874659262984263,0.0004804972194082501,0.0001324344827810047,0.0001059827430550124,0.540650406504065,1.11985163732305,-0.00628556571858185,0.00543062313421905
60,2026-05,164,-0.0004825911014592066,0.00016754479317940003,-0.00025669383484809983,-0.0004077690296365861,0.5182926829268293,0.7765681901149313,-0.006455598514283329,0.0052000842139419325
60,2026-06,393,0.001052802970558147,0.000619661508613,0.0007029551107442635,0.0008161773403124535,0.5292620865139949,1.304943974795243,-0.0115308842176787,0.012889474826781103
60,2026-07,255,-0.0002208477938868125,0.00015650950035180002,-2.9153153587559595e-05,-0.00015664537598271335,0.5294117647058824,0.8899924878976659,-0.006404774433333539,0.005437058628737718
120,2024-01,254,0.0011615453586892594,0.0017883979717552001,0.0011057909847038635,0.0007796696117765704,0.562992125984252,1.208422946043293,-0.01755755764226695,0.017999905703849604
120,2024-02,117,0.0033346574003401248,0.0024328612075165,0.0033314633385747496,0.00339013700676656,0.6923076923076923,3.8938635978357103,-0.004275701448086739,0.013042086128223341
120,2024-03,218,0.005668010182108164,0.0050855900095742,0.005838920523065447,0.005935740280589232,0.6513761467889908,2.396508771807542,-0.015526905243761727,0.028279045239135152
120,2024-04,269,0.001532692996568708,0.0017813488759365003,0.0012882142357267957,0.0014552641086099814,0.5650557620817844,1.308132201930284,-0.01558965126124784,0.01717733173896816
120,2024-05,191,0.0006454097537816596,0.0008934963444073,0.0005515141618862156,0.0002699076027111446,0.5602094240837696,1.2177344034947255,-0.0114129197670207,0.0092247449646875
120,2024-06,278,0.0012820424413702096,0.00108098276248,0.001260821213939913,0.001315334667213653,0.5683453237410072,1.4344182487460835,-0.0089692940315771,0.011496415738020977
120,2024-07,271,0.00014093432436290768,0.0019060057724546,0.0012605308194428462,0.00082328541465856,0.5830258302583026,1.029295100751677,-0.0131115444264379,0.0133416001858878
120,2024-08,321,-0.002012457965211061,5.41291905151001e-05,-0.0018032279897262024,-0.0020189795385111248,0.5015576323987538,0.7367795448610609,-0.0232850359682629,0.0131131627850677
120,2024-09,285,0.001780987539360635,0.001496305520963,0.0019587928953567414,0.001954792287734928,0.5824561403508772,1.5917180204712316,-0.01019020465024526,0.014137108335826279
120,2024-10,280,0.0018677770240944597,0.0019126276668251,0.0018382754480903883,0.0017954318003768803,0.6107142857142858,1.6844260639862643,-0.00982186644858958,0.01279772903530511
120,2024-11,210,0.004799998228046138,0.00509218027358995,0.004797292578966151,0.004732142456129512,0.7142857142857143,3.555160451644602,-0.007053594029187279,0.016011553029546797
120,2024-12,379,0.0020622162292031655,0.0020098232571507,0.0017485645138153442,0.0020074310940993065,0.5857519788918206,1.501526224779195,-0.01360427069050588,0.01767481380092999
120,2025-01,373,-0.0014014716905908734,-0.0009631686464401999,-0.0017069690102520267,-0.0016413830644892156,0.45308310991957107,0.760383088715765,-0.018020159877809378,0.015450363599302085
120,2025-02,467,0.00016935477726260473,0.0005820087771097,0.00022117856236468573,1.0645828466539604e-05,0.5160599571734475,1.0313204214851608,-0.018523941976136018,0.016680919894807363
120,2025-03,372,0.00012465785122212498,0.0007105216269974,0.0003719633762604834,0.0002774331530701002,0.5403225806451613,1.0226606783818413,-0.01851973249579451,0.017862425336882166
120,2025-04,323,-0.0008631396533904517,0.00019849136100300003,-0.0004242994294181798,-0.0009367376895349928,0.5170278637770898,0.8368182219725564,-0.018413802485616595,0.012344168136499302
120,2025-05,254,0.0028583087591424793,0.0020591603024502003,0.0027008226822056725,0.002828259008140322,0.6417322834645669,2.609155650684731,-0.00595671951551907,0.012926566206722646
120,2025-06,293,-0.002252322927400376,-0.0007765284991681999,-0.001610633447077456,-0.0020545317370143585,0.45733788395904434,0.578045768895242,-0.015199519217107821,0.008891497116690503
120,2025-07,244,0.0019100718075854499,0.0017461539546676003,0.0017150297479464323,0.0018440501872451038,0.610655737704918,1.7733470237987556,-0.00908402666074573,0.01332285509842391
120,2025-08,291,0.0018665105627085623,0.0015632087197627004,0.0013567204401367479,0.001442787879629664,0.5738831615120275,1.6613232529246604,-0.0092095912455744,0.0116282608695651
120,2025-09,219,0.0017993288418658234,0.0012632145344716001,0.0017633606872291972,0.001918588563020735,0.5981735159817352,2.0007491504522323,-0.005303535562987899,0.01254054994930619
120,2025-10,265,-0.004466093767868202,-0.0026774734500497,-0.0035897927735704122,-0.004470271435291893,0.4339622641509434,0.6067487342448202,-0.028326912527877078,0.014830631695658698
120,2025-11,403,-0.0028379250367925927,-0.0027665154264971997,-0.0029304507481025064,-0.0029723344286255175,0.40694789081885857,0.6106004543046366,-0.022375177990606638,0.014128839297134323
120,2025-12,290,-0.0012034438382384884,0.00061383478532335,-0.0009699109645669688,-0.0011839769310897008,0.5413793103448276,0.7386369954655021,-0.01666353891933672,0.01051271835643737
120,2026-01,272,-0.004942126788321949,-0.0016862370571318998,-0.004366434721120607,-0.004812772609121328,0.4338235294117647,0.3404261836466023,-0.02619767147611951,0.00874183590804105
120,2026-02,427,0.0009999288137870583,0.0004107298494892001,-0.00017067372154813565,6.21149984427233e-05,0.5175644028103045,1.1633026899314933,-0.02153025737607462,0.01750847226882037
120,2026-03,275,0.0004985274913230274,0.0005258335498398,0.00039130403972731864,0.0003624462021214686,0.5381818181818182,1.15706142617514,-0.01101055080542502,0.011512021388475178
120,2026-04,246,2.3207484373288027e-05,0.00028223923665085006,-7.62229916028338e-05,-0.00013495344232636758,0.532520325203252,1.0097712765896238,-0.00844397349177335,0.0065451467487645
120,2026-05,164,0.0001365069207873873,2.1045956415500318e-06,5.931355286615004e-06,-4.5879948984296106e-05,0.5,1.058152889713468,-0.00641658298377212,0.008250190029780616
120,2026-06,393,0.0023167644089599256,0.0008809329877822,0.0017843743730988166,0.001969107799814686,0.544529262086514,1.5027508298508472,-0.0159352907441068,0.021487843115436143
120,2026-07,255,0.00034192468707452213,0.00040825508853730016,0.0002670062224154169,0.00024039734032957913,0.5254901960784314,1.1510516017353474,-0.007717847335841779,0.008880405049078619
