minutes,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
120,0.0006,3672,0.00029962058142313187,-8.47999144002499e-05,0.00012150792328324551,0.00025560593304018385,0.49564270152505446,1.0731270988655066,-0.01189204628847247,0.013111411835453323
