beta_window_days,residual_lookback_days,rebalance_time,entry_time,exit_time,gross_return,turnover,estimated_market_beta,long_count,short_count
28,1,2025-03-17 00:00:00+00:00,2025-03-17 04:00:00+00:00,2025-03-18 04:00:00+00:00,0.00020169526085030143,2.0,0.12532436230426677,4,4
28,1,2025-03-18 00:00:00+00:00,2025-03-18 04:00:00+00:00,2025-03-19 04:00:00+00:00,-0.0007046417450691927,1.75,0.1894439072101959,4,4
28,1,2025-03-19 00:00:00+00:00,2025-03-19 04:00:00+00:00,2025-03-20 04:00:00+00:00,0.0014585898368063843,1.75,-0.034771046964667346,4,4
28,1,2025-03-20 00:00:00+00:00,2025-03-20 04:00:00+00:00,2025-03-21 04:00:00+00:00,0.007724062691908701,1.75,-0.062035525192592283,4,4
28,1,2025-03-21 00:00:00+00:00,2025-03-21 04:00:00+00:00,2025-03-22 04:00:00+00:00,0.0049075469659307785,1.5,0.14709632785361598,4,4
28,1,2025-03-22 00:00:00+00:00,2025-03-22 04:00:00+00:00,2025-03-23 04:00:00+00:00,0.006016140443277154,1.5,-0.004771401702083469,4,4
28,1,2025-03-23 00:00:00+00:00,2025-03-23 04:00:00+00:00,2025-03-24 04:00:00+00:00,0.003340171476502965,2.0,-0.033174939916668755,4,4
28,1,2025-03-24 00:00:00+00:00,2025-03-24 04:00:00+00:00,2025-03-25 04:00:00+00:00,-0.0004730857567857155,1.75,0.01984405214399601,4,4
28,1,2025-03-25 00:00:00+00:00,2025-03-25 04:00:00+00:00,2025-03-26 04:00:00+00:00,-0.01011085378078208,1.0,-0.0045916303868487884,4,4
28,1,2025-03-26 00:00:00+00:00,2025-03-26 04:00:00+00:00,2025-03-27 04:00:00+00:00,-0.006277308794738742,1.25,-0.18553204598595224,4,4
28,1,2025-03-27 00:00:00+00:00,2025-03-27 04:00:00+00:00,2025-03-28 04:00:00+00:00,0.004657945651947576,1.5,-0.02119750598168746,4,4
28,1,2025-03-28 00:00:00+00:00,2025-03-28 04:00:00+00:00,2025-03-29 04:00:00+00:00,-0.002028425032752551,1.5,-0.006345518306918652,4,4
28,1,2025-03-29 00:00:00+00:00,2025-03-29 04:00:00+00:00,2025-03-30 04:00:00+00:00,-0.008343733170993517,1.5,-0.03305283097463532,4,4
28,1,2025-03-30 00:00:00+00:00,2025-03-30 04:00:00+00:00,2025-03-31 04:00:00+00:00,0.0011590556049231732,0.75,-0.013340450635053513,4,4
28,1,2025-03-31 00:00:00+00:00,2025-03-31 04:00:00+00:00,2025-04-01 04:00:00+00:00,0.005665472280584949,1.25,0.0712327606470736,4,4
28,1,2025-04-01 00:00:00+00:00,2025-04-01 04:00:00+00:00,2025-04-02 04:00:00+00:00,-0.005663366687946134,1.5,0.026468341108862842,4,4
28,1,2025-04-02 00:00:00+00:00,2025-04-02 04:00:00+00:00,2025-04-03 04:00:00+00:00,-0.003800149022233079,1.75,0.07899881241081275,4,4
28,1,2025-04-03 00:00:00+00:00,2025-04-03 04:00:00+00:00,2025-04-04 04:00:00+00:00,-0.009992430012466191,1.5,0.0870237534908827,4,4
28,1,2025-04-04 00:00:00+00:00,2025-04-04 04:00:00+00:00,2025-04-05 04:00:00+00:00,0.0049374254628958,1.0,0.07280005212898868,4,4
28,1,2025-04-05 00:00:00+00:00,2025-04-05 04:00:00+00:00,2025-04-06 04:00:00+00:00,-0.005514034255355835,1.75,0.025499825043210023,4,4
28,1,2025-04-06 00:00:00+00:00,2025-04-06 04:00:00+00:00,2025-04-07 04:00:00+00:00,-0.006217208356825474,1.5,-0.07720748453787646,4,4
28,1,2025-04-07 00:00:00+00:00,2025-04-07 04:00:00+00:00,2025-04-08 04:00:00+00:00,0.0019233393727853404,1.25,-0.0270115883629784,4,4
28,1,2025-04-08 00:00:00+00:00,2025-04-08 04:00:00+00:00,2025-04-09 04:00:00+00:00,-0.016945575437158814,1.5,-0.008052818631852476,4,4
28,1,2025-04-09 00:00:00+00:00,2025-04-09 04:00:00+00:00,2025-04-10 04:00:00+00:00,0.010540342244732326,1.0,0.021871880637620134,4,4
28,1,2025-04-10 00:00:00+00:00,2025-04-10 04:00:00+00:00,2025-04-11 04:00:00+00:00,0.0008150818588374825,1.75,-0.04579745292446438,4,4
28,1,2025-04-11 00:00:00+00:00,2025-04-11 04:00:00+00:00,2025-04-12 04:00:00+00:00,0.0019618337049216866,1.5,-0.1476081516796625,4,4
28,1,2025-04-12 00:00:00+00:00,2025-04-12 04:00:00+00:00,2025-04-13 04:00:00+00:00,0.0032393824310574526,1.75,0.19695621693306814,4,4
28,1,2025-04-13 00:00:00+00:00,2025-04-13 04:00:00+00:00,2025-04-14 04:00:00+00:00,-0.003014135270329482,1.75,-0.1018177403031271,4,4
28,1,2025-04-14 00:00:00+00:00,2025-04-14 04:00:00+00:00,2025-04-15 04:00:00+00:00,0.0017621499050142903,1.0,0.08825987456813661,4,4
28,1,2025-04-15 00:00:00+00:00,2025-04-15 04:00:00+00:00,2025-04-16 04:00:00+00:00,0.0017062955174954875,1.75,0.030951377194862184,4,4
28,1,2025-04-16 00:00:00+00:00,2025-04-16 04:00:00+00:00,2025-04-17 04:00:00+00:00,-0.002286325320800503,1.25,0.12242795948047042,4,4
28,1,2025-04-17 00:00:00+00:00,2025-04-17 04:00:00+00:00,2025-04-18 04:00:00+00:00,-0.00034105699571547465,1.25,0.0032604985026619127,4,4
28,1,2025-04-18 00:00:00+00:00,2025-04-18 04:00:00+00:00,2025-04-19 04:00:00+00:00,-0.0028103112485779735,1.25,0.06796805870994208,4,4
28,1,2025-04-19 00:00:00+00:00,2025-04-19 04:00:00+00:00,2025-04-20 04:00:00+00:00,-0.022530008113859412,1.5,-0.046414970328931826,4,4
28,1,2025-04-20 00:00:00+00:00,2025-04-20 04:00:00+00:00,2025-04-21 04:00:00+00:00,-0.0021283839504714352,1.0,-0.062101867478319084,4,4
28,1,2025-04-21 00:00:00+00:00,2025-04-21 04:00:00+00:00,2025-04-22 04:00:00+00:00,0.005525351352825392,1.25,0.03590990167333358,4,4
28,1,2025-04-22 00:00:00+00:00,2025-04-22 04:00:00+00:00,2025-04-23 04:00:00+00:00,3.414223850758957e-05,1.75,0.108242669549581,4,4
28,1,2025-04-23 00:00:00+00:00,2025-04-23 04:00:00+00:00,2025-04-24 04:00:00+00:00,0.006776872451089724,0.75,-0.00989249072744569,4,4
28,1,2025-04-24 00:00:00+00:00,2025-04-24 04:00:00+00:00,2025-04-25 04:00:00+00:00,-0.009800500181701116,1.75,-0.035359050109933454,4,4
28,1,2025-04-25 00:00:00+00:00,2025-04-25 04:00:00+00:00,2025-04-26 04:00:00+00:00,-0.016461894704504265,1.25,-0.14037771096612617,4,4
28,1,2025-04-26 00:00:00+00:00,2025-04-26 04:00:00+00:00,2025-04-27 04:00:00+00:00,-0.0012562186954201277,1.25,0.1484577963213773,4,4
28,1,2025-04-27 00:00:00+00:00,2025-04-27 04:00:00+00:00,2025-04-28 04:00:00+00:00,0.015382955529885847,1.0,0.05877853250734075,4,4
28,1,2025-04-28 00:00:00+00:00,2025-04-28 04:00:00+00:00,2025-04-29 04:00:00+00:00,0.008705218967758346,2.0,-0.10715212565871962,4,4
28,1,2025-04-29 00:00:00+00:00,2025-04-29 04:00:00+00:00,2025-04-30 04:00:00+00:00,0.004556064884000219,2.0,0.04521754038812403,4,4
28,1,2025-04-30 00:00:00+00:00,2025-04-30 04:00:00+00:00,2025-05-01 04:00:00+00:00,-0.0025463035958823987,1.75,-0.006033144598936752,4,4
28,1,2025-05-01 00:00:00+00:00,2025-05-01 04:00:00+00:00,2025-05-02 04:00:00+00:00,0.003661436208476365,1.25,0.02809942971190449,4,4
28,1,2025-05-02 00:00:00+00:00,2025-05-02 04:00:00+00:00,2025-05-03 04:00:00+00:00,0.005183213934391681,1.5,-0.07873090449880349,4,4
28,1,2025-05-03 00:00:00+00:00,2025-05-03 04:00:00+00:00,2025-05-04 04:00:00+00:00,-0.006258897580398937,1.25,0.20482389097756992,4,4
28,1,2025-05-04 00:00:00+00:00,2025-05-04 04:00:00+00:00,2025-05-05 04:00:00+00:00,0.00669142106323449,1.75,-0.13522775220343353,4,4
28,1,2025-05-05 00:00:00+00:00,2025-05-05 04:00:00+00:00,2025-05-06 04:00:00+00:00,0.003444023519826714,1.0,-0.13107955121867276,4,4
28,1,2025-05-06 00:00:00+00:00,2025-05-06 04:00:00+00:00,2025-05-07 04:00:00+00:00,0.01057605840007364,1.75,0.08507486627283467,4,4
28,1,2025-05-07 00:00:00+00:00,2025-05-07 04:00:00+00:00,2025-05-08 04:00:00+00:00,0.015674818926272968,1.25,0.10573458450331928,4,4
28,1,2025-05-08 00:00:00+00:00,2025-05-08 04:00:00+00:00,2025-05-09 04:00:00+00:00,0.009777731077954266,1.5,-0.005604476841047201,4,4
28,1,2025-05-09 00:00:00+00:00,2025-05-09 04:00:00+00:00,2025-05-10 04:00:00+00:00,-0.0077969146552638036,1.75,-0.16262085177857155,4,4
28,1,2025-05-10 00:00:00+00:00,2025-05-10 04:00:00+00:00,2025-05-11 04:00:00+00:00,-0.03691313129951626,0.75,-0.05583613171678786,4,4
28,1,2025-05-11 00:00:00+00:00,2025-05-11 04:00:00+00:00,2025-05-12 04:00:00+00:00,0.009478080288356353,1.25,-0.27716477828883157,4,4
28,1,2025-05-12 00:00:00+00:00,2025-05-12 04:00:00+00:00,2025-05-13 04:00:00+00:00,-0.024826425454241893,2.0,0.11647343955266426,4,4
28,1,2025-05-13 00:00:00+00:00,2025-05-13 04:00:00+00:00,2025-05-14 04:00:00+00:00,0.013577749643641668,1.25,-0.021736753291073385,4,4
28,1,2025-05-14 00:00:00+00:00,2025-05-14 04:00:00+00:00,2025-05-15 04:00:00+00:00,0.0007206625728549132,2.0,0.020808250005753703,4,4
28,1,2025-05-15 00:00:00+00:00,2025-05-15 04:00:00+00:00,2025-05-16 04:00:00+00:00,-0.010911540887099572,1.75,0.27106336879931664,4,4
28,1,2025-05-16 00:00:00+00:00,2025-05-16 04:00:00+00:00,2025-05-17 04:00:00+00:00,-0.018208535801376047,1.0,0.19740195392511534,4,4
28,1,2025-05-17 00:00:00+00:00,2025-05-17 04:00:00+00:00,2025-05-18 04:00:00+00:00,0.0011053211396882534,1.25,0.03497667073586422,4,4
28,1,2025-05-18 00:00:00+00:00,2025-05-18 04:00:00+00:00,2025-05-19 04:00:00+00:00,0.0014965943207438936,1.5,0.330143167240171,4,4
28,1,2025-05-19 00:00:00+00:00,2025-05-19 04:00:00+00:00,2025-05-20 04:00:00+00:00,0.008606867567139714,1.75,-0.06179782340669704,4,4
28,1,2025-05-20 00:00:00+00:00,2025-05-20 04:00:00+00:00,2025-05-21 04:00:00+00:00,0.006846828066832594,1.75,0.0586848155249767,4,4
28,1,2025-05-21 00:00:00+00:00,2025-05-21 04:00:00+00:00,2025-05-22 04:00:00+00:00,-0.004915479138990597,2.0,0.06932211085710108,4,4
28,1,2025-05-22 00:00:00+00:00,2025-05-22 04:00:00+00:00,2025-05-23 04:00:00+00:00,0.032260935486477155,1.5,0.37116614493940114,4,4
28,1,2025-05-23 00:00:00+00:00,2025-05-23 04:00:00+00:00,2025-05-24 04:00:00+00:00,0.01844680816509578,2.0,-0.2576555414037688,4,4
28,1,2025-05-24 00:00:00+00:00,2025-05-24 04:00:00+00:00,2025-05-25 04:00:00+00:00,0.001518422601686012,1.5,-0.22217404179433242,4,4
28,1,2025-05-25 00:00:00+00:00,2025-05-25 04:00:00+00:00,2025-05-26 04:00:00+00:00,-0.0028736139952275364,1.0,0.19751564828652318,4,4
28,1,2025-05-26 00:00:00+00:00,2025-05-26 04:00:00+00:00,2025-05-27 04:00:00+00:00,0.004450841304918268,1.5,0.24684282674953256,4,4
28,1,2025-05-27 00:00:00+00:00,2025-05-27 04:00:00+00:00,2025-05-28 04:00:00+00:00,-0.00411175647407333,1.25,0.08590065442640488,4,4
28,1,2025-05-28 00:00:00+00:00,2025-05-28 04:00:00+00:00,2025-05-29 04:00:00+00:00,-0.013746719384353095,1.5,-0.17837342724188426,4,4
28,1,2025-05-29 00:00:00+00:00,2025-05-29 04:00:00+00:00,2025-05-30 04:00:00+00:00,0.02792427754625111,0.75,-0.31632536331940947,4,4
28,1,2025-05-30 00:00:00+00:00,2025-05-30 04:00:00+00:00,2025-05-31 04:00:00+00:00,-0.012448196171353565,1.75,0.020305778550881448,4,4
28,1,2025-05-31 00:00:00+00:00,2025-05-31 04:00:00+00:00,2025-06-01 04:00:00+00:00,0.0091168035329727,1.25,0.39044977852096857,4,4
28,1,2025-06-01 00:00:00+00:00,2025-06-01 04:00:00+00:00,2025-06-02 04:00:00+00:00,0.004770518629596002,1.5,0.2143252634591326,4,4
28,1,2025-06-02 00:00:00+00:00,2025-06-02 04:00:00+00:00,2025-06-03 04:00:00+00:00,0.00878940649619317,1.25,0.22607177903284942,4,4
28,1,2025-06-03 00:00:00+00:00,2025-06-03 04:00:00+00:00,2025-06-04 04:00:00+00:00,-0.006700118136796093,1.75,-0.18235728350956792,4,4
28,1,2025-06-04 00:00:00+00:00,2025-06-04 04:00:00+00:00,2025-06-05 04:00:00+00:00,0.008140309246951763,1.25,-0.20448556679662022,4,4
28,1,2025-06-05 00:00:00+00:00,2025-06-05 04:00:00+00:00,2025-06-06 04:00:00+00:00,-0.0001937295950163176,1.5,0.28333126792747976,4,4
28,1,2025-06-06 00:00:00+00:00,2025-06-06 04:00:00+00:00,2025-06-07 04:00:00+00:00,-0.005816278099319644,1.75,0.07898899387136493,4,4
28,1,2025-06-07 00:00:00+00:00,2025-06-07 04:00:00+00:00,2025-06-08 04:00:00+00:00,0.0035327017818146678,1.25,0.2802368949224752,4,4
28,1,2025-06-08 00:00:00+00:00,2025-06-08 04:00:00+00:00,2025-06-09 04:00:00+00:00,0.004533220190902826,2.0,-0.30327978663764676,4,4
28,1,2025-06-09 00:00:00+00:00,2025-06-09 04:00:00+00:00,2025-06-10 04:00:00+00:00,0.00996605608029219,1.25,0.036434170080447664,4,4
28,1,2025-06-10 00:00:00+00:00,2025-06-10 04:00:00+00:00,2025-06-11 04:00:00+00:00,-0.016179333519338646,1.75,0.1558595664010361,4,4
28,1,2025-06-11 00:00:00+00:00,2025-06-11 04:00:00+00:00,2025-06-12 04:00:00+00:00,0.0023188930063699764,1.25,-0.3012200066386775,4,4
28,1,2025-06-12 00:00:00+00:00,2025-06-12 04:00:00+00:00,2025-06-13 04:00:00+00:00,-0.012570371590074403,1.75,0.15528342897697234,4,4
28,1,2025-06-13 00:00:00+00:00,2025-06-13 04:00:00+00:00,2025-06-14 04:00:00+00:00,-0.003537785214031197,1.5,0.3410827918511905,4,4
28,1,2025-06-14 00:00:00+00:00,2025-06-14 04:00:00+00:00,2025-06-15 04:00:00+00:00,-0.002350747644989118,0.5,0.41498870496560136,4,4
28,1,2025-06-15 00:00:00+00:00,2025-06-15 04:00:00+00:00,2025-06-16 04:00:00+00:00,0.012281788211690264,1.5,-0.04711704818750387,4,4
28,1,2025-06-16 00:00:00+00:00,2025-06-16 04:00:00+00:00,2025-06-17 04:00:00+00:00,-0.00536404719543275,1.5,0.278225749971043,4,4
28,1,2025-06-17 00:00:00+00:00,2025-06-17 04:00:00+00:00,2025-06-18 04:00:00+00:00,-0.0022773793039590623,1.0,0.2548898258080564,4,4
28,1,2025-06-18 00:00:00+00:00,2025-06-18 04:00:00+00:00,2025-06-19 04:00:00+00:00,0.013581754660956319,2.0,0.17175644291094402,4,4
28,1,2025-06-19 00:00:00+00:00,2025-06-19 04:00:00+00:00,2025-06-20 04:00:00+00:00,0.007878081949045254,2.0,-0.27415540749894485,4,4
28,1,2025-06-20 00:00:00+00:00,2025-06-20 04:00:00+00:00,2025-06-21 04:00:00+00:00,0.003828068746519489,1.75,-0.07714375715873156,4,4
28,1,2025-06-21 00:00:00+00:00,2025-06-21 04:00:00+00:00,2025-06-22 04:00:00+00:00,-0.016856001842938284,2.0,0.3603770049506357,4,4
28,1,2025-06-22 00:00:00+00:00,2025-06-22 04:00:00+00:00,2025-06-23 04:00:00+00:00,0.00024656345877291375,1.0,0.35514775092057466,4,4
28,1,2025-06-23 00:00:00+00:00,2025-06-23 04:00:00+00:00,2025-06-24 04:00:00+00:00,0.01678415037729955,1.0,0.11726522442638604,4,4
28,1,2025-06-24 00:00:00+00:00,2025-06-24 04:00:00+00:00,2025-06-25 04:00:00+00:00,-0.005862699709461461,2.0,-0.2218331973804031,4,4
28,1,2025-06-25 00:00:00+00:00,2025-06-25 04:00:00+00:00,2025-06-26 04:00:00+00:00,0.0016200786173626996,0.75,-0.22489049730913308,4,4
28,1,2025-06-26 00:00:00+00:00,2025-06-26 04:00:00+00:00,2025-06-27 04:00:00+00:00,-0.00919106065576085,1.5,0.3770957030489483,4,4
28,1,2025-06-27 00:00:00+00:00,2025-06-27 04:00:00+00:00,2025-06-28 04:00:00+00:00,0.008461636473475698,1.25,0.2299343503790441,4,4
28,1,2025-06-28 00:00:00+00:00,2025-06-28 04:00:00+00:00,2025-06-29 04:00:00+00:00,-0.0035027788995030534,1.75,-0.03344787741968791,4,4
28,1,2025-06-29 00:00:00+00:00,2025-06-29 04:00:00+00:00,2025-06-30 04:00:00+00:00,-0.004346688476926153,1.0,-0.3363967465651042,4,4
28,1,2025-06-30 00:00:00+00:00,2025-06-30 04:00:00+00:00,2025-07-01 04:00:00+00:00,0.02285229831337844,1.25,-0.2645006978009677,4,4
28,1,2025-07-01 00:00:00+00:00,2025-07-01 04:00:00+00:00,2025-07-02 04:00:00+00:00,-0.0031799010571678388,2.0,0.3134925411521091,4,4
28,1,2025-07-02 00:00:00+00:00,2025-07-02 04:00:00+00:00,2025-07-03 04:00:00+00:00,0.014830245241306578,0.75,0.287227604928676,4,4
28,1,2025-07-03 00:00:00+00:00,2025-07-03 04:00:00+00:00,2025-07-04 04:00:00+00:00,0.00016243601193619006,1.75,-0.3079091772253309,4,4
28,1,2025-07-04 00:00:00+00:00,2025-07-04 04:00:00+00:00,2025-07-05 04:00:00+00:00,-0.002358179968485738,1.5,-0.017815942233161436,4,4
28,1,2025-07-05 00:00:00+00:00,2025-07-05 04:00:00+00:00,2025-07-06 04:00:00+00:00,-0.006959100978484692,1.75,0.38709144276790564,4,4
28,1,2025-07-06 00:00:00+00:00,2025-07-06 04:00:00+00:00,2025-07-07 04:00:00+00:00,-0.005506402320598347,1.25,0.007806637732826638,4,4
28,1,2025-07-07 00:00:00+00:00,2025-07-07 04:00:00+00:00,2025-07-08 04:00:00+00:00,-0.0012519962741727036,1.5,-0.016637070820314515,4,4
28,1,2025-07-08 00:00:00+00:00,2025-07-08 04:00:00+00:00,2025-07-09 04:00:00+00:00,-0.0008044706414857966,1.5,0.010721604781831984,4,4
28,1,2025-07-09 00:00:00+00:00,2025-07-09 04:00:00+00:00,2025-07-10 04:00:00+00:00,-0.0036202734677919512,1.75,-0.14855132769470386,4,4
28,1,2025-07-10 00:00:00+00:00,2025-07-10 04:00:00+00:00,2025-07-11 04:00:00+00:00,-0.02302278810369776,1.25,-0.21541148813311434,4,4
28,1,2025-07-11 00:00:00+00:00,2025-07-11 04:00:00+00:00,2025-07-12 04:00:00+00:00,-0.00640643268574384,1.0,-0.28832401489289394,4,4
28,1,2025-07-12 00:00:00+00:00,2025-07-12 04:00:00+00:00,2025-07-13 04:00:00+00:00,0.0003004471830991423,1.0,-0.054653577813955245,4,4
28,1,2025-07-13 00:00:00+00:00,2025-07-13 04:00:00+00:00,2025-07-14 04:00:00+00:00,-0.0008133320089366014,1.25,0.09534537973502319,4,4
28,1,2025-07-14 00:00:00+00:00,2025-07-14 04:00:00+00:00,2025-07-15 04:00:00+00:00,-0.007359039242224849,0.75,0.18604484809937638,4,4
28,1,2025-07-15 00:00:00+00:00,2025-07-15 04:00:00+00:00,2025-07-16 04:00:00+00:00,0.009797096101070296,1.0,0.20439399981206116,4,4
28,1,2025-07-16 00:00:00+00:00,2025-07-16 04:00:00+00:00,2025-07-17 04:00:00+00:00,0.0095229020897893,2.0,-0.36037917447138507,4,4
28,1,2025-07-17 00:00:00+00:00,2025-07-17 04:00:00+00:00,2025-07-18 04:00:00+00:00,-0.004914594950025608,2.0,0.13699245573428273,4,4
28,1,2025-07-18 00:00:00+00:00,2025-07-18 04:00:00+00:00,2025-07-19 04:00:00+00:00,0.0170431701380825,1.75,-0.13244643672613654,4,4
28,1,2025-07-19 00:00:00+00:00,2025-07-19 04:00:00+00:00,2025-07-20 04:00:00+00:00,-0.0006228276640678765,1.75,-0.05985208583059254,4,4
28,1,2025-07-20 00:00:00+00:00,2025-07-20 04:00:00+00:00,2025-07-21 04:00:00+00:00,-0.0016550033067828374,1.25,-0.1788579124895761,4,4
28,1,2025-07-21 00:00:00+00:00,2025-07-21 04:00:00+00:00,2025-07-22 04:00:00+00:00,-0.0022866851322561194,1.5,-0.17393215493688274,4,4
28,1,2025-07-22 00:00:00+00:00,2025-07-22 04:00:00+00:00,2025-07-23 04:00:00+00:00,0.005721821964900259,1.75,-0.03748657516579046,4,4
28,1,2025-07-23 00:00:00+00:00,2025-07-23 04:00:00+00:00,2025-07-24 04:00:00+00:00,-0.02480683550308367,1.5,0.3909482818929425,4,4
28,1,2025-07-24 00:00:00+00:00,2025-07-24 04:00:00+00:00,2025-07-25 04:00:00+00:00,-0.010169050303435928,0.5,0.3077530286405088,4,4
28,1,2025-07-25 00:00:00+00:00,2025-07-25 04:00:00+00:00,2025-07-26 04:00:00+00:00,-0.001972556830753369,1.25,0.03253819396931029,4,4
28,1,2025-07-26 00:00:00+00:00,2025-07-26 04:00:00+00:00,2025-07-27 04:00:00+00:00,-0.005961042541573203,1.5,-0.23849724373157344,4,4
28,1,2025-07-27 00:00:00+00:00,2025-07-27 04:00:00+00:00,2025-07-28 04:00:00+00:00,-0.00911316712610985,1.5,0.06512478681353778,4,4
28,1,2025-07-28 00:00:00+00:00,2025-07-28 04:00:00+00:00,2025-07-29 04:00:00+00:00,-0.0077765140047420245,1.0,0.0854534115687092,4,4
28,1,2025-07-29 00:00:00+00:00,2025-07-29 04:00:00+00:00,2025-07-30 04:00:00+00:00,0.0022493069189604975,1.25,0.10322740174238076,4,4
28,1,2025-07-30 00:00:00+00:00,2025-07-30 04:00:00+00:00,2025-07-31 04:00:00+00:00,-0.00703893037869778,1.5,0.1404478603362507,4,4
28,1,2025-07-31 00:00:00+00:00,2025-07-31 04:00:00+00:00,2025-08-01 04:00:00+00:00,-0.010572218703068278,0.5,0.19943465451388162,4,4
28,1,2025-08-01 00:00:00+00:00,2025-08-01 04:00:00+00:00,2025-08-02 04:00:00+00:00,-0.0005122727015190037,1.5,0.19717790859108547,4,4
28,1,2025-08-02 00:00:00+00:00,2025-08-02 04:00:00+00:00,2025-08-03 04:00:00+00:00,-0.0024724406622842338,1.25,-0.07252669516290532,4,4
28,1,2025-08-03 00:00:00+00:00,2025-08-03 04:00:00+00:00,2025-08-04 04:00:00+00:00,0.0017435665547293477,1.25,-0.0397432519198449,4,4
28,1,2025-08-04 00:00:00+00:00,2025-08-04 04:00:00+00:00,2025-08-05 04:00:00+00:00,-0.0045288015950041005,1.5,-0.2060858143342703,4,4
28,1,2025-08-05 00:00:00+00:00,2025-08-05 04:00:00+00:00,2025-08-06 04:00:00+00:00,0.0063892638392751,1.25,-0.14104276930059825,4,4
28,1,2025-08-06 00:00:00+00:00,2025-08-06 04:00:00+00:00,2025-08-07 04:00:00+00:00,0.004371732545379203,1.5,0.326882761158826,4,4
28,1,2025-08-07 00:00:00+00:00,2025-08-07 04:00:00+00:00,2025-08-08 04:00:00+00:00,0.0030072952736687752,1.25,0.14764276312239888,4,4
28,1,2025-08-08 00:00:00+00:00,2025-08-08 04:00:00+00:00,2025-08-09 04:00:00+00:00,-0.008059637115073653,1.5,-0.31550441600868634,4,4
28,1,2025-08-09 00:00:00+00:00,2025-08-09 04:00:00+00:00,2025-08-10 04:00:00+00:00,-0.015714500076860524,1.0,-0.22693177550997223,4,4
28,1,2025-08-10 00:00:00+00:00,2025-08-10 04:00:00+00:00,2025-08-11 04:00:00+00:00,-0.0009569861914571764,0.5,-0.15882422944881697,4,4
28,1,2025-08-11 00:00:00+00:00,2025-08-11 04:00:00+00:00,2025-08-12 04:00:00+00:00,-0.01441377187390272,2.0,0.2597093264096939,4,4
28,1,2025-08-12 00:00:00+00:00,2025-08-12 04:00:00+00:00,2025-08-13 04:00:00+00:00,0.016881445501990527,1.0,0.20000911602178256,4,4
28,1,2025-08-13 00:00:00+00:00,2025-08-13 04:00:00+00:00,2025-08-14 04:00:00+00:00,-0.008825133882575192,1.5,-0.1738939078287578,4,4
28,1,2025-08-14 00:00:00+00:00,2025-08-14 04:00:00+00:00,2025-08-15 04:00:00+00:00,0.0024708664254715906,1.5,-0.12471156836732986,4,4
28,1,2025-08-15 00:00:00+00:00,2025-08-15 04:00:00+00:00,2025-08-16 04:00:00+00:00,-0.008496628683706722,1.25,0.027243441316775197,4,4
28,1,2025-08-16 00:00:00+00:00,2025-08-16 04:00:00+00:00,2025-08-17 04:00:00+00:00,0.01219663865076999,1.25,0.056653231430732975,4,4
28,1,2025-08-17 00:00:00+00:00,2025-08-17 04:00:00+00:00,2025-08-18 04:00:00+00:00,-0.022000279612754803,2.0,-0.15185329112414822,4,4
28,1,2025-08-18 00:00:00+00:00,2025-08-18 04:00:00+00:00,2025-08-19 04:00:00+00:00,0.014625628061015,1.25,-0.131388293195553,4,4
28,1,2025-08-19 00:00:00+00:00,2025-08-19 04:00:00+00:00,2025-08-20 04:00:00+00:00,-0.004162667049478708,1.75,0.2779900292899663,4,4
28,1,2025-08-20 00:00:00+00:00,2025-08-20 04:00:00+00:00,2025-08-21 04:00:00+00:00,0.006153359624496674,1.75,0.1538766331230087,4,4
28,1,2025-08-21 00:00:00+00:00,2025-08-21 04:00:00+00:00,2025-08-22 04:00:00+00:00,0.005057277884272876,1.5,-0.1819781324948495,4,4
28,1,2025-08-22 00:00:00+00:00,2025-08-22 04:00:00+00:00,2025-08-23 04:00:00+00:00,0.009682628544785077,2.0,0.12117698346535138,4,4
28,1,2025-08-23 00:00:00+00:00,2025-08-23 04:00:00+00:00,2025-08-24 04:00:00+00:00,-0.007987578869785794,1.75,-0.1959956649237337,4,4
28,1,2025-08-24 00:00:00+00:00,2025-08-24 04:00:00+00:00,2025-08-25 04:00:00+00:00,0.002247419847177301,1.0,-0.2602327697098348,4,4
28,1,2025-08-25 00:00:00+00:00,2025-08-25 04:00:00+00:00,2025-08-26 04:00:00+00:00,-0.0025293297302497325,1.5,0.02149446900329055,4,4
28,1,2025-08-26 00:00:00+00:00,2025-08-26 04:00:00+00:00,2025-08-27 04:00:00+00:00,0.005365075120329521,1.0,0.19071162468726752,4,4
28,1,2025-08-27 00:00:00+00:00,2025-08-27 04:00:00+00:00,2025-08-28 04:00:00+00:00,-0.00023058794965770402,1.5,0.008055126706740356,4,4
28,1,2025-08-28 00:00:00+00:00,2025-08-28 04:00:00+00:00,2025-08-29 04:00:00+00:00,-0.007691280690813762,1.5,0.003075796243898976,4,4
28,1,2025-08-29 00:00:00+00:00,2025-08-29 04:00:00+00:00,2025-08-30 04:00:00+00:00,0.006925917738912074,1.25,-0.06312490330754578,4,4
28,1,2025-08-30 00:00:00+00:00,2025-08-30 04:00:00+00:00,2025-08-31 04:00:00+00:00,0.0010260149755053904,2.0,-0.06766700307425202,4,4
28,1,2025-08-31 00:00:00+00:00,2025-08-31 04:00:00+00:00,2025-09-01 04:00:00+00:00,0.003093366270185277,1.75,0.024455459856106143,4,4
28,1,2025-09-01 00:00:00+00:00,2025-09-01 04:00:00+00:00,2025-09-02 04:00:00+00:00,0.0046733900035881015,1.75,-0.009247730074052718,4,4
