event,samples,mean_signal_return,median_signal_return,mean_range_pct,median_range_pct,mean_close_location,median_close_location
CLOSE_HIGH,78542,0.0025225460104908036,0.0019737568212985224,0.003634074694684192,0.0029380855596237744,0.9595800822957035,0.9614226851840226
CLOSE_LOW,72317,-0.0024972630040806707,-0.0019790416247608134,0.0035589574760991056,0.0029335409408051856,0.041449259229763044,0.040229885057499803
