hypothesis,event,horizon,minutes,feature,bucket,cost,feature_min,feature_median,feature_max,samples,mean_return,median_return,win_rate,profit_factor,q10,q90,baseline_mean_return,baseline_profit_factor,mean_return_delta,pf_delta
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,volume_ratio_7d,Q3,0.0004,3.9277371071442113,4.921285980705289,6.379714006189969,4104,-0.00028318847055148387,-6.03611645153e-05,0.49488304093567254,0.8909415485411395,-0.00785068281861792,0.0069719339696845736,-0.00038358683676846165,0.8533030159057083,0.00010039836621697777,0.037638532635431154
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,volume_ratio_7d,Q4,0.0,6.379961888630108,9.168582782822476,82.67806597978509,4104,1.4120512996427075e-05,0.00039241699626255003,0.5311890838206628,1.004821304372435,-0.00886983986391876,0.00830300092079634,1.6413163231538343e-05,1.0067840312693692,-2.292650235111268e-06,-0.0019627268969342193
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,volume_ratio_7d,Q4,0.0002,6.379961888630108,9.168582782822476,82.67806597978509,4104,-0.00018587948700357282,0.00019241699626255,0.5151072124756335,0.9385372593817812,-0.00906983986391876,0.00810300092079634,-0.00018358683676846164,0.9270103762098132,-2.2926502351111816e-06,0.011526883171968039
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,volume_ratio_7d,Q4,0.0004,6.379961888630108,9.168582782822476,82.67806597978509,4104,-0.00038587948700357294,-7.583003737450018e-06,0.49975633528265107,0.8764283808197323,-0.00926983986391876,0.00790300092079634,-0.00038358683676846165,0.8533030159057083,-2.29265023511129e-06,0.02312536491402395
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q1,0.0,0.1913822048125352,0.715404166656886,0.7984496124031066,4104,3.171133926692083e-05,0.0003469175188882,0.530214424951267,1.0123213615424966,-0.00765463547727263,0.007561824995142812,1.6413163231538343e-05,1.0067840312693692,1.529817603538249e-05,0.0055373302731274165
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q1,0.0002,0.1913822048125352,0.715404166656886,0.7984496124031066,4104,-0.00016828866073307917,0.0001469175188882,0.5126705653021443,0.9369580342389024,-0.00785463547727263,0.007361824995142812,-0.00018358683676846164,0.9270103762098132,1.5298176035382467e-05,0.009947658029089257
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q1,0.0004,0.1913822048125352,0.715404166656886,0.7984496124031066,4104,-0.00036828866073307923,-5.308248111180001e-05,0.49537037037037035,0.8669761634583135,-0.00805463547727263,0.007161824995142812,-0.00038358683676846165,0.8533030159057083,1.5298176035382412e-05,0.01367314755260518
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q2,0.0,0.7984496124031081,0.8507658044854227,0.891741071428569,4104,0.00017540396827600885,0.0003951678164718,0.5333820662768031,1.0746731164828778,-0.00736040592471857,0.007260605099555273,1.6413163231538343e-05,1.0067840312693692,0.0001589908050444705,0.06788908521350856
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q2,0.0002,0.7984496124031081,0.8507658044854227,0.891741071428569,4104,-2.4596031723991133e-05,0.0001951678164718,0.5165692007797271,0.9899360188926379,-0.00756040592471857,0.007060605099555273,-0.00018358683676846164,0.9270103762098132,0.0001589908050444705,0.06292564268282475
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q2,0.0004,0.7984496124031081,0.8507658044854227,0.891741071428569,4104,-0.00022459603172399117,-4.832183528200013e-06,0.4987816764132554,0.9116615338362211,-0.0077604059247185705,0.0068606050995552725,-0.00038358683676846165,0.8533030159057083,0.00015899080504447048,0.05835851793051272
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q3,0.0,0.8917525773195834,0.9256545056583337,0.954314720812181,4104,-1.575079877085233e-05,0.0003606538399504,0.5387426900584795,0.9935587416312873,-0.00737938090240831,0.007132911882774865,1.6413163231538343e-05,1.0067840312693692,-3.2163962002390674e-05,-0.013225289638081894
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q3,0.0002,0.8917525773195834,0.9256545056583337,0.954314720812181,4104,-0.00021575079877085224,0.00016065383995039997,0.5168128654970761,0.915047899797359,-0.00757938090240831,0.006932911882774865,-0.00018358683676846164,0.9270103762098132,-3.21639620023906e-05,-0.011962476412454182
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q3,0.0004,0.8917525773195834,0.9256545056583337,0.954314720812181,4104,-0.00041575079877085235,-3.934616004960004e-05,0.4980506822612086,0.8424156895505812,-0.00777938090240831,0.006732911882774865,-0.00038358683676846165,0.8533030159057083,-3.216396200239071e-05,-0.010887326355127125
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q4,0.0,0.9543147208122224,0.9830342414949709,1.0,4104,-0.00012571185584592403,0.0001935158085106,0.5182748538011696,0.9455694894630258,-0.006945117555929709,0.0064486917393831574,1.6413163231538343e-05,1.0067840312693692,-0.00014212501907746237,-0.06121454180634345
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q4,0.0002,0.9543147208122224,0.9830342414949709,1.0,4104,-0.00032571185584592393,-6.4841914894000075e-06,0.49975633528265107,0.8647303046532685,-0.007145117555929709,0.006248691739383158,-0.00018358683676846164,0.9270103762098132,-0.0001421250190774623,-0.06228007155654469
