hypothesis,event,horizon,minutes,feature,bucket,cost,feature_min,feature_median,feature_max,samples,mean_return,median_return,win_rate,profit_factor,q10,q90,baseline_mean_return,baseline_profit_factor,mean_return_delta,pf_delta,years,years_pf_gt_1,years_mean_gt_0,worst_year_pf,median_year_pf,assets,assets_pf_gt_1,assets_mean_gt_0,worst_asset_pf,median_asset_pf
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,range_ratio,Q1,0.0004,1.4626413652362318,2.169265237539255,2.4289485465877347,4104,-0.0005753328706891502,-0.0002813103553408,0.4807504873294347,0.8115135223209274,-0.009237168673636529,0.00758829445164751,-0.00028583403750970205,0.9151818581872299,-0.0002894988331794482,-0.10366833586630242,3,0,0,0.7580142108844424,0.8191679580880318,4,0,0,0.7529152706331389,0.8449314452228814
UP_CONTINUATION_LONG,EXTREME_UP,6,30,directional_close_extremity,Q2,0.0004,0.81067344345613,0.8620102214651032,0.901591511936324,4159,-0.00049728110665619,-0.0007110346891709,0.4392882904544362,0.8114432038561084,-0.0078077482132771605,0.007023135173040766,-0.0002452036758708659,0.9011441638679514,-0.0002520774307853241,-0.08970096001184302,3,0,0,0.6808525101500051,0.773559975961944,4,0,0,0.7028925244737784,0.8192656343793332
UP_CONTINUATION_LONG,EXTREME_UP,12,60,abs_return_z,Q1,0.0004,0.6932344548599868,2.0241005317368526,2.1513447337635827,4160,-0.0006120134705858488,-0.0004900999565085491,0.46129807692307695,0.8102438809214823,-0.009601186456588409,0.008208324257872551,-0.0002512156238426971,0.9244393083709865,-0.0003607978467431517,-0.11419542744950428,3,0,0,0.7191523712109572,0.8183043092929247,4,0,0,0.8001223502448455,0.8129684886800486
UP_CONTINUATION_LONG,EXTREME_UP,12,60,volume_ratio_7d,Q1,0.0004,0.3971998783415881,1.7846009489664785,2.4307585500117934,4160,-0.0005736234636137782,-0.00033213262878233307,0.4699519230769231,0.80668315526513,-0.008779946808892389,0.0075088017632767585,-0.0002512156238426971,0.9244393083709865,-0.0003224078397710811,-0.11775615310585652,3,0,0,0.721806058392437,0.7874739812048401,4,0,0,0.7602813084501387,0.8039242659988626
UP_CONTINUATION_LONG,EXTREME_UP,6,30,volume_ratio_7d,Q1,0.0004,0.3971998783415881,1.7846009489664785,2.4307585500117934,4160,-0.0004283548701745179,-0.00044383824314785347,0.4543269230769231,0.8000895297995377,-0.00620947391445857,0.005419481589375758,-0.0002452036758708659,0.9011441638679514,-0.000183151194303652,-0.10105463406841364,3,0,0,0.7284733951243403,0.7703965834950598,4,0,0,0.6977714716866423,0.7821446081639445
UP_CONTINUATION_LONG,EXTREME_UP,6,30,abs_return_z,Q1,0.0004,0.6932344548599868,2.0241005317368526,2.1513447337635827,4160,-0.0004902772620016564,-0.0005908605893931,0.44591346153846156,0.7967064625256811,-0.00690221599816002,0.006181607511897598,-0.0002452036758708659,0.9011441638679514,-0.0002450735861307905,-0.10443770134227026,3,0,0,0.734484204710014,0.7800389139459616,4,0,0,0.7365973163359664,0.7795835567992042
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,abs_return_z,Q2,0.0004,2.151167393589035,2.279272286914394,2.4437828881118886,4104,-0.0005037465066791711,-0.00020467166155475002,0.48148148148148145,0.7925032086090008,-0.00724050926117022,0.0058723761893281325,-0.00038358683676846165,0.8533030159057083,-0.00012015966991070942,-0.06079980729670753,3,0,0,0.762712861174629,0.7833789006008051,4,0,0,0.6521557271264136,0.7988650819205698
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q4,0.0004,0.9543147208122224,0.9830342414949709,1.0,4104,-0.000525711855845924,-0.00020648419148940002,0.47928849902534115,0.790551500341877,-0.007345117555929709,0.006048691739383157,-0.00038358683676846165,0.8533030159057083,-0.00014212501907746232,-0.0627515155638313,3,0,0,0.7373597725316597,0.7750596095049959,4,0,0,0.7244801857668797,0.7851678939046761
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,volume_ratio_7d,Q1,0.0004,0.3357619569093391,1.796719125682633,2.46374465802304,4104,-0.0004681452414306549,-0.00010299795612490003,0.4873294346978557,0.785948339029078,-0.0064781609970135205,0.005190687914156711,-0.00038358683676846165,0.8533030159057083,-8.455840466219328e-05,-0.06735467687663033,3,1,1,0.6894381755974026,0.8189356033405781,4,0,0,0.7046071081470004,0.7882811850681104
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,range_ratio,Q1,0.0004,1.4626413652362318,2.169265237539255,2.4289485465877347,4104,-0.0005197987383131568,-0.0002610030496751,0.4746588693957115,0.7714730313109869,-0.00672609410349505,0.005473296613271141,-0.00038358683676846165,0.8533030159057083,-0.0001362119015446952,-0.08182998459472146,3,0,0,0.7560921641681267,0.7644232485739153,4,0,0,0.734912091693789,0.7637823928380587
