symbol,period,year,open_time,strategy,penetration_norm,entry_price,exit_price,holding_bars,exit_reason,gross_return
BTCUSDT,2026-06,2026,2026-06-04 09:30:00+00:00,TIME_ONLY,0.05643235688078827,62973.2,62684.3,12,TIME,-0.004587665864208779
BTCUSDT,2026-06,2026,2026-06-04 09:30:00+00:00,STOP_REJECTION_LOW,0.05643235688078827,62973.2,62666.0,11,STOP_REJECTION_LOW,-0.004878265674922
BTCUSDT,2026-06,2026,2026-06-04 09:30:00+00:00,RECLAIM_FAILURE,0.05643235688078827,62973.2,62747.8,11,RECLAIM_FAILURE,-0.003579300400805341
BTCUSDT,2026-06,2026,2026-06-04 10:30:00+00:00,TIME_ONLY,0.051932120220812956,62684.2,62498.9,12,TIME,-0.0029560878179827332
BTCUSDT,2026-06,2026,2026-06-04 10:30:00+00:00,STOP_REJECTION_LOW,0.051932120220812956,62684.2,62359.9,3,STOP_REJECTION_LOW,-0.005173552506054113
BTCUSDT,2026-06,2026,2026-06-04 10:30:00+00:00,RECLAIM_FAILURE,0.051932120220812956,62684.2,62379.3,4,RECLAIM_FAILURE,-0.004864064628726128
BTCUSDT,2026-06,2026,2026-06-04 10:45:00+00:00,TIME_ONLY,0.053295716850475225,62379.3,62474.0,12,TIME,0.0015181318161632262
BTCUSDT,2026-06,2026,2026-06-04 10:45:00+00:00,STOP_REJECTION_LOW,0.053295716850475225,62379.3,62256.0,5,STOP_REJECTION_LOW,-0.00197661724322018
BTCUSDT,2026-06,2026,2026-06-04 10:45:00+00:00,RECLAIM_FAILURE,0.053295716850475225,62379.3,62344.3,2,RECLAIM_FAILURE,-0.0005610835645799561
BTCUSDT,2026-06,2026,2026-06-05 14:05:00+00:00,TIME_ONLY,0.052768128050657434,61110.7,60724.6,12,TIME,-0.006318042503195009
BTCUSDT,2026-06,2026,2026-06-05 14:05:00+00:00,STOP_REJECTION_LOW,0.052768128050657434,61110.7,60420.0,4,STOP_REJECTION_LOW,-0.011302439670957787
BTCUSDT,2026-06,2026,2026-06-05 14:05:00+00:00,RECLAIM_FAILURE,0.052768128050657434,61110.7,60532.2,4,RECLAIM_FAILURE,-0.009466427319602011
BTCUSDT,2026-06,2026,2026-06-05 15:40:00+00:00,TIME_ONLY,0.045218138835158864,60345.3,60804.9,12,TIME,0.0076161689477058925
BTCUSDT,2026-06,2026,2026-06-05 15:40:00+00:00,STOP_REJECTION_LOW,0.045218138835158864,60345.3,60005.8,5,STOP_REJECTION_LOW,-0.005625955956801931
BTCUSDT,2026-06,2026,2026-06-05 15:40:00+00:00,RECLAIM_FAILURE,0.045218138835158864,60345.3,60024.8,6,RECLAIM_FAILURE,-0.005311101278807184
BTCUSDT,2026-06,2026,2026-06-06 04:20:00+00:00,TIME_ONLY,0.04024329867741806,60070.7,60785.8,12,TIME,0.011904306092654249
BTCUSDT,2026-06,2026,2026-06-06 04:20:00+00:00,STOP_REJECTION_LOW,0.04024329867741806,60070.7,59923.1,1,STOP_REJECTION_LOW,-0.002457104711614755
BTCUSDT,2026-06,2026,2026-06-06 04:20:00+00:00,RECLAIM_FAILURE,0.04024329867741806,60070.7,59927.0,2,RECLAIM_FAILURE,-0.0023921812131371123
BTCUSDT,2026-06,2026,2026-06-08 04:40:00+00:00,TIME_ONLY,0.051078707256759275,62676.7,62446.7,12,TIME,-0.0036696252355340464
BTCUSDT,2026-06,2026,2026-06-08 04:40:00+00:00,STOP_REJECTION_LOW,0.051078707256759275,62676.7,62616.9,5,STOP_REJECTION_LOW,-0.0009541025612388454
