event,samples,mean_mfe,median_mfe,mean_mae,median_mae,median_time_to_mfe,median_time_to_mae,mfe_gt_020_rate,mfe_gt_040_rate,mae_gt_020_rate,mae_gt_040_rate
REJECT_DOWN_4H,25603,0.005314474946232484,0.0035914332784183767,0.0061148631459223175,0.0036507656412367684,6.0,5.0,0.706206303948756,0.45721204546342226,0.6821075655196657,0.4698277545600125
REJECT_UP_4H,26817,0.00476821345353658,0.0032608885702796217,0.0050245641938952805,0.0030844455815673432,6.0,5.0,0.6778908901070216,0.42014393854644444,0.6342618488272365,0.41522168773539175
