minutes,symbol,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
60,BNBUSDT,2448,0.0003703328819537496,0.0004899845028522,0.0003969664070332231,0.0003693439611315101,0.5355392156862745,1.1163570209566873,-0.009454091617018991,0.010347381923049943
60,BTCUSDT,2303,0.0001610939970012475,0.00038707437991940014,0.0001975500592689753,0.00014097321900834623,0.5275727312201476,1.0592983925999986,-0.008264860835589201,0.008407861212848122
60,ETHUSDT,1760,-2.451199547767366e-05,0.0010616005110776002,0.00018026768826788148,2.7405697089080188e-06,0.5568181818181818,0.9942723113040771,-0.01422872408232475,0.011951530547220951
60,SOLUSDT,2388,0.000931306040811138,0.0010331404427298498,0.0008257354425000028,0.0008150482771403731,0.5565326633165829,1.2280904171221958,-0.01312827583679356,0.014238399446571912
120,BNBUSDT,2448,0.000796483481937162,0.00096391181463485,0.0008393764938358875,0.0007089507609602892,0.5514705882352942,1.2047798499637457,-0.01218120819104736,0.01304466835420068
120,BTCUSDT,2303,3.7515737095308464e-05,0.0005258335498398,0.0001008498242685933,4.2974842145087476e-05,0.531480677377334,1.0103390192885542,-0.01164621038961106,0.010570121821547061
120,ETHUSDT,1760,-0.00021134292864986306,0.0009855298001152002,4.226535375828061e-05,-0.00018632161648510765,0.5443181818181818,0.9613045813987918,-0.01820582169521543,0.015258714388835592
120,SOLUSDT,2388,0.0007217515297016091,0.00106813878991795,0.0007123780327861696,0.0006084149202249982,0.538107202680067,1.1280355345592818,-0.01762255076904548,0.018076378997832727
