symbol,period,experiment,samples,win_rate,mean_return,median_return,profit_factor,best_trade,worst_trade,profit_factor_clean
BTCUSDT,2026-06,DYNAMIC_BEAR_CONFIRMATION,90,0.4777777777777778,0.00036794084566092023,-7.801646775473792e-05,1.199443219275531,0.014515653000559237,-0.016585860917154416,1.199443219275531
BTCUSDT,2026-07,BASE_SHORT,71,0.43661971830985913,-0.0005846228993031369,-0.0005715146536047211,0.7212517273471198,0.012237993792437729,-0.01674167841092955,0.7212517273471198
BTCUSDT,2026-07,ADX_RISING,69,0.43478260869565216,-0.0007106442563290033,-0.0005852874552334519,0.6709795580561965,0.012237993792437729,-0.01674167841092955,0.6709795580561965
BTCUSDT,2026-07,ADX_FALLING,15,0.4666666666666667,1.4269919025059845e-05,-0.0002545644171400019,1.0101130761266375,0.008139097057501266,-0.0071714603791768194,1.0101130761266375
BTCUSDT,2026-07,BEAR_SPREAD_WIDENING,65,0.4307692307692308,-0.0003561071371999535,-0.0005715146536047211,0.8172002221493339,0.012237993792437729,-0.010718730553826994,0.8172002221493339
BTCUSDT,2026-07,BEAR_SPREAD_NARROWING,25,0.48,-0.0002911667015448227,-0.0002256409613557997,0.8087706256135111,0.009063638244384276,-0.0071714603791768194,0.8087706256135111
BTCUSDT,2026-07,BEAR_ACCELERATION,52,0.46153846153846156,0.00021166721480341523,-0.0004129227524193868,1.1333319446316164,0.012237993792437729,-0.010718730553826994,1.1333319446316164
BTCUSDT,2026-07,BEAR_DECELERATION,60,0.4666666666666667,-0.0005249093845602367,-0.0008410091210717119,0.7397244247022738,0.01212933352999701,-0.009767830278084477,0.7397244247022738
BTCUSDT,2026-07,ATR_EXPANDING,56,0.44642857142857145,-7.166196541191574e-05,-0.0005561061549261281,0.9584390018588097,0.012237993792437729,-0.009134077462910506,0.9584390018588097
BTCUSDT,2026-07,ATR_CONTRACTING,24,0.3333333333333333,-0.0016495238311253213,-0.0009405632555443133,0.2852973202377865,0.0033454406423245597,-0.010718730553826994,0.2852973202377865
BTCUSDT,2026-07,VOLUME_ACCELERATING,66,0.42424242424242425,-0.0005940579677025373,-0.0005784010544190865,0.7191386521360402,0.012237993792437729,-0.01674167841092955,0.7191386521360402
BTCUSDT,2026-07,VOLUME_DECELERATING,40,0.525,0.0002452993728427388,0.000668388299514211,1.1323571479471533,0.011168744445019252,-0.009134077462910506,1.1323571479471533
BTCUSDT,2026-07,BEAR_CANDLE_PRESSURE,45,0.4666666666666667,7.17001082890794e-05,-0.0003103307216443252,1.0391344471225448,0.012237993792437729,-0.010718730553826994,1.0391344471225448
BTCUSDT,2026-07,BULL_CANDLE_PRESSURE,41,0.4634146341463415,-0.0005205302550652278,-0.000719418658106763,0.6685997248529247,0.009671058710765568,-0.00890108123950184,0.6685997248529247
BTCUSDT,2026-07,BEAR_DI_DOMINANCE,71,0.43661971830985913,-0.0005846228993031369,-0.0005715146536047211,0.7212517273471198,0.012237993792437729,-0.01674167841092955,0.7212517273471198
BTCUSDT,2026-07,DYNAMIC_BEAR_CONFIRMATION,52,0.40384615384615385,-0.00018379261480716558,-0.0007401398689438343,0.895806375419958,0.012237993792437729,-0.009134077462910506,0.895806375419958
ETHUSDT,2026-02,BASE_SHORT,101,0.43564356435643564,-0.0005304676567492659,-0.0013582128061455645,0.879035902193742,0.042772473011966516,-0.07645478298583575,0.879035902193742
ETHUSDT,2026-02,ADX_RISING,96,0.4270833333333333,-0.0006576775075273558,-0.001447550267884845,0.853029602523186,0.042772473011966516,-0.07645478298583575,0.853029602523186
ETHUSDT,2026-02,ADX_FALLING,22,0.5909090909090909,0.002313367821197661,0.0016551458242500816,1.8597555734467994,0.025588691083645143,-0.011701109513343466,1.8597555734467994
ETHUSDT,2026-02,BEAR_SPREAD_WIDENING,97,0.3917525773195876,-0.0013130981766759774,-0.0018624586389055509,0.728362913737287,0.042772473011966516,-0.07645478298583575,0.728362913737287
ETHUSDT,2026-02,BEAR_SPREAD_NARROWING,34,0.5294117647058824,0.0002960782845944953,0.0007069324899316998,1.0861591494755587,0.021601220938574972,-0.01721132152867988,1.0861591494755587
ETHUSDT,2026-02,BEAR_ACCELERATION,80,0.3875,-0.0012058399191250569,-0.0015855293702866091,0.7536060357653313,0.03946240558942926,-0.07645478298583575,0.7536060357653313
ETHUSDT,2026-02,BEAR_DECELERATION,76,0.4342105263157895,-0.0013491409961520996,-0.00192913970032621,0.7383990522680758,0.042772473011966516,-0.06438433435781732,0.7383990522680758
ETHUSDT,2026-02,ATR_EXPANDING,90,0.43333333333333335,-0.0014883784697094973,-0.0017480880853215641,0.7013474076651113,0.042772473011966516,-0.07645478298583575,0.7013474076651113
ETHUSDT,2026-02,ATR_CONTRACTING,27,0.4444444444444444,0.0011719732825437076,-0.0013582128061455645,1.3685930716369652,0.03550597429072999,-0.017097542060222404,1.3685930716369652
ETHUSDT,2026-02,VOLUME_ACCELERATING,91,0.43956043956043955,0.00020433604431565648,-0.0006474751000298262,1.0544590931140523,0.042772473011966516,-0.030448368240466817,1.0544590931140523
ETHUSDT,2026-02,VOLUME_DECELERATING,52,0.38461538461538464,-0.004326514730991011,-0.003414396274294018,0.3830503630835155,0.022211168303127193,-0.07645478298583575,0.3830503630835155
ETHUSDT,2026-02,BEAR_CANDLE_PRESSURE,71,0.36619718309859156,-0.002490480595319539,-0.002237766457640733,0.5756002814860399,0.03946240558942926,-0.07645478298583575,0.5756002814860399
ETHUSDT,2026-02,BULL_CANDLE_PRESSURE,57,0.42105263157894735,-0.0007730494024973058,-0.0019958207617468693,0.8433696481695243,0.042772473011966516,-0.06438433435781732,0.8433696481695243
ETHUSDT,2026-02,BEAR_DI_DOMINANCE,100,0.43,-0.0006169425491072811,-0.001447550267884845,0.8607096816868782,0.042772473011966516,-0.07645478298583575,0.8607096816868782
ETHUSDT,2026-02,DYNAMIC_BEAR_CONFIRMATION,85,0.3764705882352941,-0.0021617788813642442,-0.002347942754919452,0.5990649441027031,0.042772473011966516,-0.07645478298583575,0.5990649441027031
ETHUSDT,2026-03,BASE_SHORT,91,0.42857142857142855,0.0005277014108466205,-0.00075857681201974,1.2098308609628423,0.043706310703209406,-0.02400042555660875,1.2098308609628423
ETHUSDT,2026-03,ADX_RISING,84,0.4166666666666667,0.0004918448140892569,-0.0008456417426308538,1.2056344032065711,0.043706310703209406,-0.01452955012527124,1.2056344032065711
ETHUSDT,2026-03,ADX_FALLING,18,0.7222222222222222,0.00210839700680649,0.0012204770008126253,1.6272099273931218,0.026945018761007633,-0.04783721538089769,1.6272099273931218
