hold_funding_periods,entry_percentile,symbol,observation_time,entry_time,exit_time,trailing_funding,historical_threshold,entry_basis,spot_return,perp_short_return,realized_funding,gross_return
21,0.75,SOLUSDT,2024-11-10 08:00:00+00:00,2024-11-10 08:05:00+00:00,2024-11-17 08:05:00+00:00,8.287952380952381e-05,8.018190476190477e-05,0.0002923549188715846,0.15899235004628975,-0.15996882458960493,0.00501858,0.002021052728342412
21,0.75,SOLUSDT,2024-11-17 08:00:00+00:00,2024-11-17 08:05:00+00:00,2024-11-24 08:05:00+00:00,0.00023898000000000005,8.347035714285716e-05,0.0011351215000419135,0.07870175733624807,-0.078402553227229,0.0039734,0.0021363020545095346
21,0.75,SOLUSDT,2024-11-24 08:00:00+00:00,2024-11-24 08:05:00+00:00,2024-12-01 08:05:00+00:00,0.00018920952380952383,8.866190476190477e-05,0.0008574323797647665,-0.0815729986748771,0.08177570093457942,0.0024163699999999993,0.0013095361298511568
21,0.75,SOLUSDT,2024-12-04 00:00:00+00:00,2024-12-04 00:05:00+00:00,2024-12-11 00:05:00+00:00,0.00017764428571428572,0.0001697127380952381,0.0008914169284319762,-0.0895237286696664,0.09046185164765252,0.005577090000000001,0.0032576064889930615
21,0.75,SOLUSDT,2024-12-11 16:00:00.001000+00:00,2024-12-11 16:05:00+00:00,2024-12-18 16:05:00+00:00,0.00024677619047619047,0.000189585,0.0,-0.053892737332810525,0.054328410229599666,0.0019055000000000003,0.0011705864483945705
21,0.75,SOLUSDT,2025-07-16 00:00:00+00:00,2025-07-16 00:05:00+00:00,2025-07-23 00:05:00+00:00,6.638095238095239e-05,3.7495476190476203e-05,0.00018327326043121595,0.25200073309304183,-0.2523210359149768,0.002129,0.0009043485890325204
21,0.75,SOLUSDT,2025-07-23 00:00:00+00:00,2025-07-23 00:05:00+00:00,2025-07-30 00:05:00+00:00,0.00010138095238095239,4.196154761904763e-05,0.00043915292280671814,-0.11642431931296959,0.11725113398039311,0.0017188800000000003,0.0012728473337117574
21,0.75,SOLUSDT,2025-08-14 08:00:00.003000+00:00,2025-08-14 08:05:00+00:00,2025-08-21 08:05:00+00:00,7.069190476190478e-05,6.831404761904764e-05,0.0006360700655640983,-0.0865055289167238,0.08733069287565398,0.0011531900000000001,0.0009891769794650876
21,0.9,BNBUSDT,2024-03-07 16:00:00+00:00,2024-03-07 16:05:00+00:00,2024-03-14 16:05:00+00:00,0.0004178814285714286,0.0,0.00013348164627369208,0.3252502780867632,-0.32645253136400054,0.0037205,0.0012591233613813346
21,0.9,BNBUSDT,2024-03-16 08:00:00+00:00,2024-03-16 08:05:00+00:00,2024-03-23 08:05:00+00:00,0.00022286238095238094,0.00020448152380952365,0.0007187193727538066,-0.09294348252205176,0.09277879341864725,0.00234033,0.0010878204482977485
21,0.9,BNBUSDT,2024-03-28 16:00:00+00:00,2024-03-28 16:05:00+00:00,2024-04-04 16:05:00+00:00,0.0002503347619047619,0.0002429741904761904,0.000495896032831844,0.009746922024623794,-0.008067134970688228,0.0013443499999999998,0.001512068526967783
21,0.9,BNBUSDT,2024-06-01 00:00:00+00:00,2024-06-01 00:05:00+00:00,2024-06-08 00:05:00+00:00,5.5602380952380935e-05,4.869523809523807e-05,0.0004712218108380295,0.1465836418714237,-0.1459090297402772,0.00315936,0.0019169860655732507
21,0.9,BNBUSDT,2024-09-28 08:00:00.001000+00:00,2024-09-28 08:05:00+00:00,2024-10-05 08:05:00+00:00,5.683333333333318e-06,3.202666666666651e-06,0.0004992511233150587,-0.06340489266100857,0.0643213572854292,-0.00016622999999999999,0.00037511731221031604
21,0.9,BNBUSDT,2024-10-21 08:00:00+00:00,2024-10-21 08:05:00+00:00,2024-10-28 08:05:00+00:00,1.6333333333333318e-05,3.444904761904732e-06,0.0006065573770492882,-0.029344262295081913,0.029998197814440464,0.0,0.00032696775967927527
21,0.9,BNBUSDT,2024-10-30 00:00:00+00:00,2024-10-30 00:05:00+00:00,2024-11-06 00:05:00+00:00,1.2826190476190461e-05,7.678095238095222e-06,0.0008083140877597206,-0.06979544704717922,0.07043135703571846,0.00025474,0.0004453249942696203
