symbol,period,cost,samples,win_rate,mean_return,median_return,profit_factor,best_trade,worst_trade
BTCUSDT,2026-06,0.0006,109,0.3944954128440367,-0.0004244789913759331,-0.0007656283046030937,0.8186017544475742,0.014814148685598095,-0.020589606674453264
BTCUSDT,2026-06,0.0008,109,0.3853211009174312,-0.0006244789913759331,-0.0009656283046030938,0.746405640876677,0.014614148685598094,-0.020789606674453263
BTCUSDT,2026-06,0.001,109,0.3761467889908257,-0.0008244789913759337,-0.0011656283046030938,0.6813022680541526,0.014414148685598094,-0.020989606674453265
BTCUSDT,2026-07,0.0,71,0.43661971830985913,-0.0005846228993031369,-0.0005715146536047211,0.7212517273471198,0.012237993792437729,-0.01674167841092955
BTCUSDT,2026-07,0.0002,71,0.4084507042253521,-0.0007846228993031369,-0.0007715146536047211,0.6452956591698841,0.012037993792437729,-0.01694167841092955
BTCUSDT,2026-07,0.0004,71,0.4084507042253521,-0.0009846228993031368,-0.0009715146536047211,0.5774798928802835,0.01183799379243773,-0.01714167841092955
BTCUSDT,2026-07,0.0006,71,0.38028169014084506,-0.0011846228993031371,-0.001171514653604721,0.5166794089074993,0.01163799379243773,-0.01734167841092955
BTCUSDT,2026-07,0.0008,71,0.352112676056338,-0.0013846228993031366,-0.001371514653604721,0.4625875619734047,0.011437993792437729,-0.01754167841092955
BTCUSDT,2026-07,0.001,71,0.352112676056338,-0.001584622899303137,-0.0015715146536047211,0.41441256497235973,0.011237993792437728,-0.01774167841092955
ETHUSDT,2026-02,0.0,101,0.43564356435643564,-0.0005304676567492659,-0.0013582128061455645,0.879035902193742,0.042772473011966516,-0.07645478298583575
ETHUSDT,2026-02,0.0002,101,0.4158415841584158,-0.0007304676567492661,-0.0015582128061455646,0.837718530195661,0.04257247301196652,-0.07665478298583575
ETHUSDT,2026-02,0.0004,101,0.4158415841584158,-0.0009304676567492662,-0.0017582128061455645,0.7985159278578068,0.04237247301196652,-0.07685478298583574
ETHUSDT,2026-02,0.0006,101,0.4158415841584158,-0.0011304676567492654,-0.0019582128061455643,0.7612479403462237,0.04217247301196651,-0.07705478298583575
ETHUSDT,2026-02,0.0008,101,0.39603960396039606,-0.0013304676567492658,-0.0021582128061455644,0.7259125292034253,0.041972473011966514,-0.07725478298583574
ETHUSDT,2026-02,0.001,101,0.39603960396039606,-0.0015304676567492667,-0.0023582128061455645,0.6923660733151009,0.041772473011966516,-0.07745478298583575
ETHUSDT,2026-03,0.0,91,0.42857142857142855,0.0005277014108466205,-0.00075857681201974,1.2098308609628423,0.043706310703209406,-0.02400042555660875
ETHUSDT,2026-03,0.0002,91,0.4175824175824176,0.000327701410846621,-0.00095857681201974,1.1246264282851866,0.04350631070320941,-0.02420042555660875
ETHUSDT,2026-03,0.0004,91,0.4175824175824176,0.0001277014108466206,-0.00115857681201974,1.0465053127542043,0.04330631070320941,-0.024400425556608752
ETHUSDT,2026-03,0.0006,91,0.4065934065934066,-7.229858915337968e-05,-0.0013585768120197399,0.9747474220836193,0.0431063107032094,-0.02460042555660875
ETHUSDT,2026-03,0.0008,91,0.3956043956043956,-0.00027229858915337986,-0.00155857681201974,0.9087222653168668,0.042906310703209403,-0.02480042555660875
ETHUSDT,2026-03,0.001,91,0.3516483516483517,-0.00047229858915338017,-0.00175857681201974,0.8480758060554584,0.042706310703209405,-0.025000425556608752
ETHUSDT,2026-04,0.0,81,0.4691358024691358,7.665698811479237e-05,-0.0002465291293627381,1.0367543438934808,0.024260748050514147,-0.0267377141745474
ETHUSDT,2026-04,0.0002,81,0.43209876543209874,-0.00012334301188520751,-0.00044652912936273806,0.9438509996265347,0.02406074805051415,-0.0269377141745474
ETHUSDT,2026-04,0.0004,81,0.4074074074074074,-0.0003233430118852077,-0.000646529129362738,0.8601587574471872,0.023860748050514146,-0.0271377141745474
ETHUSDT,2026-04,0.0006,81,0.3950617283950617,-0.0005233430118852077,-0.000846529129362738,0.7848798733639785,0.023660748050514147,-0.0273377141745474
ETHUSDT,2026-04,0.0008,81,0.37037037037037035,-0.0007233430118852077,-0.001046529129362738,0.717000871075894,0.02346074805051415,-0.0275377141745474
ETHUSDT,2026-04,0.001,81,0.37037037037037035,-0.000923343011885208,-0.001246529129362738,0.6557151848751647,0.023260748050514146,-0.0277377141745474
ETHUSDT,2026-05,0.0,98,0.42857142857142855,0.00024125570243217057,-0.00047096806754293175,1.1278031709322258,0.017651875890934532,-0.015635349323183445
ETHUSDT,2026-05,0.0002,98,0.41836734693877553,4.125570243217068e-05,-0.0006709680675429317,1.020592483339712,0.017451875890934533,-0.015835349323183444
ETHUSDT,2026-05,0.0004,98,0.41836734693877553,-0.0001587442975678294,-0.0008709680675429317,0.9251121915397318,0.01725187589093453,-0.016035349323183446
ETHUSDT,2026-05,0.0006,98,0.40816326530612246,-0.00035874429756782935,-0.0010709680675429316,0.8396713020516477,0.017051875890934532,-0.016235349323183445
ETHUSDT,2026-05,0.0008,98,0.3979591836734694,-0.0005587442975678297,-0.0012709680675429317,0.7628476901907137,0.016851875890934533,-0.016435349323183444
