breakout_window,trend_ema_span,stop_atr_multiple,split,cost,samples,mean_return,median_return,win_rate,profit_factor,max_losing_streak,q10,q90,worst_trade,best_trade,max_compounded_drawdown
72,200,1.5,confirmation,0.0006,444,-0.001143982994049121,-0.009600565356280354,0.26126126126126126,0.8791849933617145,26,-0.017945415479363035,0.03044153453109988,-0.05658247904973586,0.09794005366997509,0.7655747007081407
72,200,1.5,confirmation,0.001,444,-0.0015439829940491212,-0.010000565356280355,0.26126126126126126,0.8418759355513873,26,-0.018345415479363036,0.030041534531099878,-0.05698247904973586,0.09754005366997509,0.7819920599537304
72,200,1.5,confirmation,0.0014,444,-0.0019439829940491198,-0.010400565356280355,0.26126126126126126,0.806758686517598,26,-0.018745415479363033,0.02964153453109988,-0.057382479049735854,0.0971400536699751,0.808973801205688
72,200,2.0,development,0.0006,574,0.0010086974674612544,-0.01541912505749805,0.32926829268292684,1.0689011365509973,16,-0.030354782031318184,0.054841519614720134,-0.07311531728445615,0.11212599143486084,0.6703505108956564
72,200,2.0,development,0.001,574,0.0006086974674612549,-0.01581912505749805,0.32926829268292684,1.0408300582070718,16,-0.030754782031318185,0.05444151961472014,-0.07351531728445615,0.11172599143486084,0.6865820033110448
72,200,2.0,development,0.0014,574,0.00020869746746125605,-0.01621912505749805,0.32926829268292684,1.0137514790335955,16,-0.031154782031318183,0.05404151961472014,-0.07391531728445615,0.11132599143486084,0.7020203675741301
72,200,2.0,validation,0.0006,652,-0.00013169328865683894,-0.014218839065356325,0.32975460122699385,0.9907072924469597,19,-0.029148384346516353,0.05163518482800479,-0.06847034869386077,0.14023699200102607,0.6823576301420693
72,200,2.0,validation,0.001,652,-0.0005316932886568386,-0.014618839065356326,0.32975460122699385,0.9631785724360598,19,-0.029548384346516354,0.05123518482800479,-0.06887034869386077,0.13983699200102606,0.747869520923234
72,200,2.0,validation,0.0014,652,-0.000931693288656837,-0.015018839065356325,0.32975460122699385,0.9366534505546094,19,-0.029948384346516352,0.050835184828004795,-0.06927034869386077,0.13943699200102605,0.8002165142769796
72,200,2.0,confirmation,0.0006,369,3.0642052949254535e-05,-0.012445523507979072,0.2845528455284553,1.0025550168885276,16,-0.022903832810268532,0.04340889803305209,-0.07524330539964759,0.12890712969678803,0.745301732843116
72,200,2.0,confirmation,0.001,369,-0.0003693579470507453,-0.012845523507979073,0.2845528455284553,0.9699197262056697,16,-0.023303832810268533,0.04300889803305209,-0.07564330539964759,0.12850712969678801,0.7614609747015273
72,200,2.0,confirmation,0.0014,369,-0.000769357947050744,-0.013245523507979072,0.2845528455284553,0.9387710000155618,16,-0.02370383281026853,0.042608898033052095,-0.07604330539964758,0.128107129696788,0.7775445348907446
