hypothesis,horizon_bars,minutes,symbol,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
POS_REVERSION_SHORT,6,30,ETHUSDT,0.0004,2968,-0.000366569456771951,7.790754897997221e-05,-0.00017829573673501262,-0.00031643548874945134,0.5050539083557951,0.885535504231946,-0.00951315175459555,0.008461205481000714
POS_REVERSION_SHORT,6,30,ETHUSDT,0.0006,2968,-0.000566569456771951,-0.00012209245102002772,-0.0003782957367350132,-0.0005164354887494514,0.4915768194070081,0.8284531248853358,-0.00971315175459555,0.008261205481000714
POS_REVERSION_SHORT,6,30,SOLUSDT,0.0,3033,-0.00046442290909726555,0.0001554122309426198,-0.00014763189552685675,-0.0003008637544695947,0.5074183976261127,0.8811949242525419,-0.011792233764438586,0.010182603011150242
POS_REVERSION_SHORT,6,30,SOLUSDT,0.0004,3033,-0.0008644229090972652,-0.0002445877690573802,-0.0005476318955268569,-0.0007008637544695945,0.4856577645895153,0.789678636421929,-0.012192233764438586,0.009782603011150243
POS_REVERSION_SHORT,6,30,SOLUSDT,0.0006,3033,-0.0010644229090972658,-0.00044458776905738015,-0.0007476318955268569,-0.0009008637544695947,0.4751071546323772,0.7473998785017553,-0.012392233764438586,0.009582603011150242
POS_REVERSION_SHORT,12,60,BNBUSDT,0.0,3009,-0.00031844949321999783,-0.000223226742563698,-0.00028643728365327134,-0.00031556257876974857,0.48321701561980723,0.9020455780252468,-0.009946880420706083,0.008990088731567612
POS_REVERSION_SHORT,12,60,BNBUSDT,0.0004,3009,-0.0007184494932199976,-0.000623226742563698,-0.0006864372836532716,-0.0007155625787697484,0.4456630109670987,0.7926496680980912,-0.010346880420706082,0.008590088731567613
POS_REVERSION_SHORT,12,60,BNBUSDT,0.0006,3009,-0.000918449493219998,-0.000823226742563698,-0.000886437283653272,-0.0009155625787697487,0.43403123961448986,0.7432355556106098,-0.010546880420706083,0.008390088731567612
POS_REVERSION_SHORT,12,60,BTCUSDT,0.0,3010,-0.00032098354484190504,-0.00033553595200941366,-0.0002778265233098889,-0.0002756171481496137,0.4684385382059801,0.893380445210839,-0.008678205945399118,0.008601113347161082
POS_REVERSION_SHORT,12,60,BTCUSDT,0.0004,3010,-0.0007209835448419048,-0.0007355359520094136,-0.0006778265233098888,-0.0006756171481496138,0.4368770764119601,0.7767008328370948,-0.009078205945399117,0.008201113347161082
POS_REVERSION_SHORT,12,60,BTCUSDT,0.0006,3010,-0.0009209835448419052,-0.0009355359520094136,-0.0008778265233098897,-0.0008756171481496136,0.42159468438538206,0.7244952725569465,-0.009278205945399118,0.008001113347161082
POS_REVERSION_SHORT,12,60,ETHUSDT,0.0,2968,0.00010774680498222844,0.0007447421881858762,0.0002840680510179699,0.00014937433269672019,0.5407681940700808,1.0280859300270462,-0.01239960399185176,0.01106349746453516
POS_REVERSION_SHORT,12,60,ETHUSDT,0.0004,2968,-0.0002922531950177714,0.0003447421881858762,-0.00011593194898202961,-0.00025062566730327983,0.5165094339622641,0.9273764246630359,-0.01279960399185176,0.010663497464535161
POS_REVERSION_SHORT,12,60,ETHUSDT,0.0006,2968,-0.0004922531950177718,0.00014474218818587628,-0.0003159319489820305,-0.00045062566730327987,0.5087601078167115,0.880567903236076,-0.01299960399185176,0.01046349746453516
POS_REVERSION_SHORT,12,60,SOLUSDT,0.0,3033,-0.0006175199067217447,0.0002825999192571649,-0.00023161910668431903,-0.0004206138273780467,0.5113748763600395,0.8836554800917747,-0.01628490884028695,0.013405775726010382
