semester,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
2024-H1,1270,0.0010758667012904127,-0.00018094983731544993,0.0001065609757273939,0.0004190809802953202,0.48976377952755906,1.3041755189632978,-0.010358538123998179,0.011021022089285286
2024-H2,788,0.0009657215614474479,0.0008665625366256501,0.001400676000943582,0.0012948454004249438,0.5431472081218274,1.2196705513826342,-0.011892087807824948,0.016044599768086157
2025-H1,590,-0.0025567141398720045,-0.0016282842710748997,-0.0021910869006810823,-0.0022681162121707924,0.411864406779661,0.5548721370120446,-0.01540090073641382,0.011867668929253552
2025-H2,489,-6.639247927712366e-05,0.0003186706295594,0.00012499273520008865,5.991321467380242e-05,0.5112474437627812,0.9848374805212101,-0.013569023247317699,0.013748981888091174
2026-H1,516,0.001019076260368275,0.00022174376371195007,0.0007795727169961295,0.0009831452298765756,0.5193798449612403,1.344273524599133,-0.008603988826187448,0.01358734135741375
2026-H2,19,-0.0006341374490898367,-5.123030624889992e-05,-0.0006341374490898369,-0.00047698337811602433,0.47368421052631576,0.6175079060093082,-0.0048920085201876,0.0030361629901997384
