hypothesis,symbol,horizon,minutes,feature,bucket,cost,samples,mean_return,median_return,win_rate,profit_factor,q10,q90
UP_CONTINUATION_LONG,BTCUSDT,6,30,abs_return_z,Q2,0.0004,1028,-0.0007571653141854938,-0.0006570273089958,0.438715953307393,0.6445947996621124,-0.00597004078508405,0.004711787792450443
UP_CONTINUATION_LONG,BTCUSDT,6,30,abs_return_z,Q3,0.0,1056,2.097836149056988e-05,4.612529871850235e-05,0.5066287878787878,1.0119417871034595,-0.005660854240092449,0.0053853070060895
UP_CONTINUATION_LONG,BTCUSDT,6,30,abs_return_z,Q3,0.0002,1056,-0.00017902163850943014,-0.00015387470128149766,0.47821969696969696,0.9036636965039005,-0.00586085424009245,0.0051853070060895005
UP_CONTINUATION_LONG,BTCUSDT,6,30,abs_return_z,Q3,0.0004,1056,-0.00037902163850943017,-0.00035387470128149767,0.45549242424242425,0.8071248164782864,-0.00606085424009245,0.0049853070060895
UP_CONTINUATION_LONG,BTCUSDT,6,30,abs_return_z,Q4,0.0,1093,0.00018238177865927962,-0.0001983914100568,0.48215919487648673,1.0810746593740461,-0.00638841775510326,0.007715818208363428
UP_CONTINUATION_LONG,BTCUSDT,6,30,abs_return_z,Q4,0.0002,1093,-1.7618221340720278e-05,-0.00039839141005680004,0.4656907593778591,0.9925170693580813,-0.0065884177551032595,0.007515818208363429
UP_CONTINUATION_LONG,BTCUSDT,6,30,abs_return_z,Q4,0.0004,1093,-0.00021761822134072032,-0.0005983914100568,0.44373284537968893,0.9116528271744115,-0.00678841775510326,0.007315818208363428
UP_CONTINUATION_LONG,ETHUSDT,6,30,abs_return_z,Q1,0.0,1138,-0.0001600539478325443,-0.00020797584203235,0.4833040421792619,0.9304239467178629,-0.00672396472824768,0.007113429205169242
UP_CONTINUATION_LONG,ETHUSDT,6,30,abs_return_z,Q1,0.0002,1138,-0.0003600539478325443,-0.00040797584203235,0.45957820738137084,0.8503422890683198,-0.0069239647282476795,0.006913429205169242
UP_CONTINUATION_LONG,ETHUSDT,6,30,abs_return_z,Q1,0.0004,1138,-0.0005600539478325442,-0.0006079758420323501,0.4437609841827768,0.7773637966456148,-0.00712396472824768,0.006713429205169242
UP_CONTINUATION_LONG,ETHUSDT,6,30,abs_return_z,Q2,0.0,959,-5.4536904901075635e-05,-0.0004400349841477,0.46611053180396245,0.974757139300108,-0.0061416993131502,0.006369439827860521
UP_CONTINUATION_LONG,ETHUSDT,6,30,abs_return_z,Q2,0.0002,959,-0.00025453690490107565,-0.0006400349841477,0.4494264859228363,0.8878168475403753,-0.0063416993131501995,0.006169439827860521
UP_CONTINUATION_LONG,ETHUSDT,6,30,abs_return_z,Q2,0.0004,959,-0.00045453690490107574,-0.0008400349841477,0.42857142857142855,0.8091152529822794,-0.0065416993131502,0.005969439827860521
UP_CONTINUATION_LONG,ETHUSDT,6,30,abs_return_z,Q3,0.0,1027,0.00032136390490640027,-0.0001201360970357,0.4907497565725414,1.1410187757143606,-0.006987074300674079,0.007767236006494717
UP_CONTINUATION_LONG,ETHUSDT,6,30,abs_return_z,Q3,0.0002,1027,0.00012136390490640034,-0.0003201360970357,0.47517039922103216,1.0509357801883696,-0.007187074300674078,0.007567236006494718
UP_CONTINUATION_LONG,ETHUSDT,6,30,abs_return_z,Q3,0.0004,1027,-7.863609509359974e-05,-0.0005201360970357,0.45764362220058424,0.9684113792964598,-0.007387074300674079,0.007367236006494717
UP_CONTINUATION_LONG,ETHUSDT,6,30,abs_return_z,Q4,0.0,1079,0.0005141656733173152,-0.0001848823737252,0.48378127896200185,1.1784690824135875,-0.008748055770660018,0.01003206149037002
UP_CONTINUATION_LONG,ETHUSDT,6,30,abs_return_z,Q4,0.0002,1079,0.00031416567331731524,-0.0003848823737252,0.47080630213160335,1.105226631632279,-0.008948055770660018,0.00983206149037002
UP_CONTINUATION_LONG,ETHUSDT,6,30,abs_return_z,Q4,0.0004,1079,0.0001141656733173153,-0.0005848823737252,0.4541241890639481,1.0369171257235394,-0.009148055770660017,0.009632061490370021
UP_CONTINUATION_LONG,SOLUSDT,6,30,abs_return_z,Q1,0.0,1056,-1.995231229496959e-05,-0.00014166747226970002,0.48484848484848486,0.9930857309796336,-0.0082245350240722,0.0095357673955848
UP_CONTINUATION_LONG,SOLUSDT,6,30,abs_return_z,Q1,0.0002,1056,-0.00021995231229496963,-0.00034166747226970005,0.4734848484848485,0.9264391423220582,-0.008424535024072201,0.0093357673955848
UP_CONTINUATION_LONG,SOLUSDT,6,30,abs_return_z,Q1,0.0004,1056,-0.00041995231229496964,-0.0005416674722697,0.4602272727272727,0.8643936710286941,-0.0086245350240722,0.0091357673955848
UP_CONTINUATION_LONG,SOLUSDT,6,30,abs_return_z,Q2,0.0,1062,0.00012058923422714683,-6.782384356901483e-05,0.4934086629001883,1.0433478687923792,-0.00896220521149193,0.00851403772070083
UP_CONTINUATION_LONG,SOLUSDT,6,30,abs_return_z,Q2,0.0002,1062,-7.941076577285311e-05,-0.0002678238435690148,0.4839924670433145,0.9724661667325897,-0.009162205211491931,0.008314037720700829
UP_CONTINUATION_LONG,SOLUSDT,6,30,abs_return_z,Q2,0.0004,1062,-0.00027941076577285307,-0.00046782384356901485,0.4717514124293785,0.9065080733239504,-0.00936220521149193,0.00811403772070083
UP_CONTINUATION_LONG,SOLUSDT,6,30,abs_return_z,Q3,0.0,1026,-0.000281402775006777,-0.00046266546876705004,0.4649122807017544,0.9055181392145167,-0.0087794452506605,0.0087982701137783
UP_CONTINUATION_LONG,SOLUSDT,6,30,abs_return_z,Q3,0.0002,1026,-0.00048140277500677693,-0.00066266546876705,0.44834307992202727,0.8440514381453882,-0.0089794452506605,0.0085982701137783
UP_CONTINUATION_LONG,SOLUSDT,6,30,abs_return_z,Q3,0.0004,1026,-0.000681402775006777,-0.00086266546876705,0.43762183235867447,0.7869418943762686,-0.009179445250660499,0.0083982701137783
UP_CONTINUATION_LONG,SOLUSDT,6,30,abs_return_z,Q4,0.0,1005,0.000944983201040713,0.0001301236174366,0.5054726368159204,1.2797957135179419,-0.01058490768136626,0.013508641451305802
UP_CONTINUATION_LONG,SOLUSDT,6,30,abs_return_z,Q4,0.0002,1005,0.0007449832010407131,-6.98763825634e-05,0.4955223880597015,1.2142487539848765,-0.01078490768136626,0.013308641451305801
UP_CONTINUATION_LONG,SOLUSDT,6,30,abs_return_z,Q4,0.0004,1005,0.000544983201040713,-0.0002698763825634,0.48656716417910445,1.1522798830372467,-0.010984907681366259,0.013108641451305802
UP_CONTINUATION_LONG,BNBUSDT,6,30,range_ratio,Q1,0.0,1172,-3.14477337469935e-05,-2.761535082168587e-05,0.4974402730375427,0.9796852451169697,-0.00467655404981998,0.004709852964892431
UP_CONTINUATION_LONG,BNBUSDT,6,30,range_ratio,Q1,0.0002,1172,-0.0002314477337469935,-0.00022761535082168588,0.4726962457337884,0.85979103700995,-0.00487655404981998,0.0045098529648924315
