variant,cost,mean_ci_low,mean_ci_high,pf_ci_low,pf_ci_high,prob_mean_gt_0,prob_pf_gt_1
CANDIDATE_FIRST_30M,0.0004,-8.414374529097197e-05,0.0007245026916251827,0.9746210290494923,1.2294707750091625,0.921,0.921
CANDIDATE_FIRST_30M,0.0006,-0.00028414374529097243,0.0005245026916251822,0.9181524351879238,1.1614294866843666,0.6595,0.6595
CANDIDATE_FIRST_30M,0.0008,-0.0004841437452909723,0.0003245026916251822,0.8666289944653651,1.096665357396574,0.288,0.288
CANDIDATE_FIRST_60M,0.0004,-3.0065214611066973e-05,0.0008461613927147584,0.9909933378604735,1.2810575680933056,0.965,0.965
CANDIDATE_FIRST_60M,0.0006,-0.00023006521461106717,0.0006461613927147581,0.9334720248554689,1.2073227416875199,0.802,0.802
CANDIDATE_FIRST_60M,0.0008,-0.0004300652146110673,0.000446161392714758,0.8795818610568809,1.1367857409747668,0.474,0.474
LEGACY_EVENT_FIRST_60M,0.0004,0.00025822438636424505,0.001219633573026975,1.0805077758329942,1.427388300222856,0.9985,0.9985
LEGACY_EVENT_FIRST_60M,0.0006,5.8224386364244435e-05,0.0010196335730269742,1.0174211985881203,1.3451557648666717,0.988,0.988
LEGACY_EVENT_FIRST_60M,0.0008,-0.00014177561363575534,0.0008196335730269746,0.9589132209309009,1.2673531550168182,0.9145,0.9145
