timestamp,symbol,trade_return,pnl,equity,concurrent_after_exit
2024-01-09 21:45:00+00:00,BNBUSDT,-0.0087029164737782,-0.00217572911844455,0.9978242708815555,2
2024-01-09 21:45:00+00:00,BTCUSDT,-0.0426651761263456,-0.0106662940315864,0.9871579768499691,1
2024-01-09 21:45:00+00:00,SOLUSDT,-0.062275176767198105,-0.015568794191799526,0.9715891826581695,0
2024-01-10 21:30:00+00:00,BTCUSDT,-0.0081711458663047,-0.0019847492334059158,0.9696044334247635,1
2024-01-10 21:55:00+00:00,ETHUSDT,-0.0033805123821057,-0.0008211173155739746,0.9687833161091896,0
2024-01-11 09:20:00+00:00,BNBUSDT,-0.0068971737059383,-0.0016704667036550036,0.9671128494055345,0
2024-01-12 15:00:00+00:00,ETHUSDT,0.0027671642897932,0.000669040035268786,0.9677818894408033,0
2024-01-12 23:05:00+00:00,BNBUSDT,0.0051175622364302,0.0012381710126258304,0.9690200604534291,2
2024-01-12 23:05:00+00:00,BTCUSDT,0.0068151121605667,0.001648885530876059,0.9706689459843052,1
2024-01-12 23:05:00+00:00,SOLUSDT,0.006185073298778599,0.0014964504808554538,0.9721653964651606,0
2024-01-15 12:55:00+00:00,BNBUSDT,-0.006529492798998,-0.0015869367389135757,0.9705784597262471,0
2024-01-17 12:10:00+00:00,BNBUSDT,0.0010226585233266998,0.00024814258359908667,0.9708266023098462,0
2024-01-19 17:20:00+00:00,SOLUSDT,0.0086868332207969,0.002108352195144638,0.9729349545049908,0
2024-01-19 19:00:00+00:00,ETHUSDT,0.0035894412012022,0.0008730732029475004,0.9738080277079383,0
2024-01-22 15:05:00+00:00,ETHUSDT,-0.007508366567314501,-0.0018279269095561892,0.971980100798382,0
2024-01-22 19:25:00+00:00,SOLUSDT,-0.0230289045151738,-0.005595909232983736,0.9663841915653983,0
2024-01-23 10:05:00+00:00,BNBUSDT,0.0056465782241371,0.0013641909830608785,0.9677483825484592,0
2024-01-23 15:00:00+00:00,ETHUSDT,-0.0012326185260913,-0.00029821614623103034,0.9674501664022281,0
2024-01-25 10:35:00+00:00,BNBUSDT,0.0075018867924528995,0.0018144254064223087,0.9692645918086504,0
2024-01-28 11:15:00+00:00,SOLUSDT,-0.0078300365118108,-0.0018973442858667812,0.9673672475227837,0
2024-01-29 16:20:00+00:00,BTCUSDT,0.0104265807616585,0.002521583183119898,0.9698888307059036,0
2024-01-30 14:50:00+00:00,SOLUSDT,0.0017631497203404,0.0004275148051550979,0.9703163455110587,0
2024-01-30 19:05:00+00:00,ETHUSDT,-0.0027584604651553,-0.0006691448194465565,0.9696472006916121,0
2024-01-31 16:05:00+00:00,BNBUSDT,0.0048361239288069,0.0011723335074413329,0.9708195341990534,1
2024-01-31 16:05:00+00:00,BTCUSDT,0.0030064906790669,0.000728808817715661,0.9715483430167691,0
2024-01-31 17:20:00+00:00,ETHUSDT,-0.0015518186750049,-0.0003769167155908722,0.9711714263011781,0
2024-01-31 22:05:00+00:00,BNBUSDT,-0.0011668011604255,-0.00028329098679507567,0.9708881353143831,0
2024-02-01 12:45:00+00:00,BTCUSDT,-0.00041339594895890006,-0.0001003403055078066,0.9707877950088754,0
2024-02-04 14:45:00+00:00,BNBUSDT,0.004116031541786199,0.0009989482961594014,0.9717867433050348,0
2024-02-04 21:25:00+00:00,ETHUSDT,-0.0019395641058972003,-0.00047121067147529546,0.9713155326335595,0
2024-02-05 00:55:00+00:00,BNBUSDT,-0.0038702900444211,-0.0009398182089858108,0.9703757144245737,0
2024-02-06 16:55:00+00:00,ETHUSDT,-0.0046768567768643,-0.001134577059027776,0.969241137365546,0
2024-02-07 15:20:00+00:00,BTCUSDT,-0.006384487329732001,-0.0015470269402413405,0.9676941104253046,0
2024-02-08 03:10:00+00:00,BNBUSDT,-0.0019526639344262,-0.00047239534724603425,0.9672217150780585,0
2024-02-08 14:20:00+00:00,SOLUSDT,0.0096609000833768,0.002336058086960367,0.9695577731650189,0
2024-02-08 15:50:00+00:00,ETHUSDT,-8.213662245270007e-05,-1.9909050190133945e-05,0.9695378641148288,0
2024-02-09 09:25:00+00:00,BNBUSDT,-0.0038333044447194,-0.0009291334509587817,0.96860873066387,0
2024-02-09 12:40:00+00:00,BTCUSDT,-0.0041090403572331,-0.000995013091166542,0.9676137175727034,0
2024-02-09 15:05:00+00:00,BTCUSDT,-0.0085774764620638,-0.002074920971712478,0.965538796600991,0
2024-02-09 18:55:00+00:00,BTCUSDT,-0.0088292744353637,-0.0021312517532952402,0.9634075448476958,0
2024-02-12 15:40:00+00:00,SOLUSDT,0.0093808901060003,0.0022594050763769472,0.9656669499240726,1
2024-02-12 16:05:00+00:00,BTCUSDT,0.007979743227431,0.001921936207813582,0.9675888861318862,0
2024-02-12 18:00:00+00:00,SOLUSDT,-0.0030993520007997,-0.0007497246375461036,0.9668391614943401,0
2024-02-12 21:25:00+00:00,ETHUSDT,-0.0007319408944480348,-0.0001769172801628888,0.9666622442141772,0
2024-02-12 23:10:00+00:00,ETHUSDT,-0.0007849581083315453,-0.00018969734165347172,0.9664725468725238,0
2024-02-13 00:40:00+00:00,SOLUSDT,0.0110237570916031,0.0026635396481064235,0.9691360865206302,0
2024-02-13 15:00:00+00:00,BTCUSDT,-0.0061803290270282,-0.001497394971665991,0.9676386915489642,0
2024-02-14 09:25:00+00:00,BTCUSDT,0.020142606390072603,0.004872691322918915,0.9725113828718831,0
2024-02-14 14:55:00+00:00,SOLUSDT,-0.0058479087836984,-0.0014217894645357908,0.9710895934073474,0
2024-02-15 00:55:00+00:00,BTCUSDT,-0.0010310046410932,-0.00025029946943007093,0.9708392939379172,1
2024-02-15 00:55:00+00:00,ETHUSDT,0.0047020877980596,0.0011415371319958365,0.9719808310699131,0
2024-02-15 15:05:00+00:00,BNBUSDT,0.0078218846164509,0.0019006804775077285,0.9738815115474208,1
2024-02-15 15:05:00+00:00,BTCUSDT,-0.008084536219122999,-0.0019645035582694964,0.9719170079891513,0
2024-02-16 02:10:00+00:00,BNBUSDT,0.016843933674468,0.004092726404914163,0.9760097343940655,0
2024-02-17 21:55:00+00:00,BNBUSDT,-0.0048395480225988,-0.001180861495030995,0.9748288728990344,1
2024-02-17 21:55:00+00:00,BTCUSDT,-0.0034156631611388,-0.0008334301236706686,0.9739954427753638,0
2024-02-18 22:45:00+00:00,BTCUSDT,-0.0024860921322079,-0.0006053606017725454,0.9733900821735912,0
2024-02-19 13:40:00+00:00,SOLUSDT,-0.0025712060062388,-0.0006256966064245043,0.9727643855671667,0
2024-02-20 14:05:00+00:00,ETHUSDT,0.0046629097182288,0.0011339781267520022,0.9738983636939187,0
2024-02-21 08:25:00+00:00,BNBUSDT,0.0013469399135649,0.00032794564445372113,0.9742263093383724,0
2024-02-22 01:20:00+00:00,BNBUSDT,-0.0027604767879548,-0.0006723322782858623,0.9735539770600865,0
2024-02-22 21:00:00+00:00,BTCUSDT,0.0005531070455881,0.00013461989099306234,0.9736885969510796,2
2024-02-22 21:00:00+00:00,ETHUSDT,-0.0040753184429181,-0.0009918856194723088,0.9726967113316073,1
2024-02-22 21:00:00+00:00,SOLUSDT,0.0005031360873575999,0.00012245753471236062,0.9728191688663197,0
2024-02-22 23:05:00+00:00,BTCUSDT,-0.0016197804076367,-0.00039393835747577075,0.9724252305088439,0
2024-02-26 16:30:00+00:00,ETHUSDT,0.003471061573148,0.0008438369625947085,0.9732690674714386,0
2024-02-26 19:45:00+00:00,BTCUSDT,0.0120391459378589,0.0029293320850231224,0.9761983995564617,0
2024-02-27 02:15:00+00:00,BTCUSDT,0.0226327874257085,0.005523522715619562,0.9817219222720812,0
2024-02-28 09:25:00+00:00,BNBUSDT,0.0091405057015371,0.00224335870696298,0.9839652809790442,0
2024-02-28 13:40:00+00:00,BTCUSDT,0.0070573026990377995,0.001736035208303224,0.9857013161873475,1
2024-02-28 13:50:00+00:00,BNBUSDT,0.0011177084597645002,0.0002749465796662078,0.9859762627670137,0
2024-02-28 18:15:00+00:00,BNBUSDT,-0.0083569810953978,-0.0020599462471137266,0.9839163165199,1
2024-02-28 18:15:00+00:00,ETHUSDT,-0.016915731896868697,-0.004169627529410841,0.9797466889904891,0
