symbol,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
BNBUSDT,1848,-0.00044389731835263213,-0.0002456895010579499,-0.0003964799527745092,-0.000429122690202836,0.48484848484848486,0.8915703709301066,-0.01171165249627941,0.010729199710550169
BTCUSDT,558,0.0005471653234067524,-0.00014507906588024996,0.00028475179976389023,0.0004561621936816964,0.496415770609319,1.1809895982802552,-0.0088728641646523,0.010178391471229573
ETHUSDT,551,0.0008334485537543737,2.970608765380002e-05,0.0004796765026159192,0.0008711010558208406,0.5027223230490018,1.2136194795440867,-0.0120487201810901,0.015154427962164999
SOLUSDT,715,0.001616756105904583,0.0005967658133629001,0.0011753572715677953,0.001219843853250264,0.5174825174825175,1.317319536413086,-0.0156887172973761,0.018800066290838142
