event,samples,mean_spot_imbalance,mean_fut_imbalance,mean_flow_gap,median_flow_gap
SPOT_BUY_FUT_SELL,71437,0.281548075434994,-0.20612863196086728,0.4876767073958612,0.46023762998085926
SPOT_BUY_LEADS,110021,0.3214014456752671,-0.1387828608181206,0.46018430649338765,0.43338679644280875
SPOT_SELL_FUT_BUY,69825,-0.28384651659231774,0.2015955650136527,-0.48544208160597047,-0.45663248120064004
SPOT_SELL_LEADS,109923,-0.3282469931313232,0.12713074104707683,-0.4553777341784001,-0.42858489503106223
