hypothesis,minutes,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
SPOT_UP_CATCHUP_LONG,30,0.0,53642,1.4952381085532358e-05,-4.140808166352983e-06,-1.3432615262993525e-05,-6.943969786690423e-06,0.49755788374780957,1.008992866105527,-0.004959504132231385,0.004905379616578088
SPOT_UP_CATCHUP_LONG,30,0.0004,53642,-0.0003850476189144677,-0.000404140808166353,-0.00041343261526299337,-0.00040694396978669056,0.442451810148764,0.7945848961771965,-0.005359504132231385,0.0045053796165780875
SPOT_UP_CATCHUP_LONG,30,0.0006,53642,-0.0005850476189144676,-0.0006041408081663529,-0.0006134326152629935,-0.0006069439697866905,0.41553260504828304,0.7058041657762906,-0.0055595041322313845,0.004305379616578088
SPOT_UP_CATCHUP_LONG,60,0.0,53642,6.202080161534495e-06,0.0,2.7854610834458763e-06,-3.172855621108884e-06,0.49957123149770705,1.002626452476149,-0.007020153549397956,0.006966517310608267
SPOT_UP_CATCHUP_LONG,60,0.0004,53642,-0.0003937979198384655,-0.0004,-0.0003972145389165538,-0.0004031728556211089,0.45971440289325527,0.8467267820617004,-0.0074201535493979565,0.0065665173106082666
SPOT_UP_CATCHUP_LONG,60,0.0006,53642,-0.0005937979198384656,-0.0006,-0.0005972145389165547,-0.0006031728556211087,0.43836918832258304,0.7783884525132135,-0.007620153549397956,0.006366517310608267
SPOT_UP_CATCHUP_LONG,120,0.0,53642,4.602243107783691e-05,6.808102554478612e-05,4.926774597796232e-05,4.406070682588601e-05,0.504138548152567,1.013959181898755,-0.009888982309141037,0.01001643845697147
SPOT_UP_CATCHUP_LONG,120,0.0004,53642,-0.00035397756892216286,-0.0003319189744552139,-0.0003507322540220374,-0.00035593929317411383,0.4753178479549607,0.8988918113482312,-0.010288982309141036,0.00961643845697147
SPOT_UP_CATCHUP_LONG,120,0.0006,53642,-0.0005539775689221634,-0.0005319189744552138,-0.0005507322540220387,-0.0005559392931741141,0.46113120316170164,0.8464313401366433,-0.010488982309141037,0.00941643845697147
SPOT_UP_REVERSE_SHORT,30,0.0,53642,-1.4952381085532358e-05,4.140808166352983e-06,1.3432615262993525e-05,6.943969786689557e-06,0.5002050631967488,0.9910872847493587,-0.004905379616578087,0.004959504132231386
SPOT_UP_REVERSE_SHORT,30,0.0004,53642,-0.00041495238108553244,-0.00039585919183364704,-0.0003865673847370063,-0.00039305603021331056,0.444707505313001,0.7802508474215127,-0.005305379616578087,0.004559504132231386
SPOT_UP_REVERSE_SHORT,30,0.0006,53642,-0.0006149523810855324,-0.000595859191833647,-0.0005865673847370067,-0.0005930560302133104,0.416874836881548,0.6928501716238954,-0.005505379616578087,0.004359504132231387
SPOT_UP_REVERSE_SHORT,60,0.0,53642,-6.202080161534495e-06,0.0,-2.785461083445582e-06,3.1728556211088242e-06,0.49886283136348386,0.997380427705989,-0.006966517310608267,0.007020153549397956
SPOT_UP_REVERSE_SHORT,60,0.0004,53642,-0.0004062020801615345,-0.0004,-0.0004027854610834456,-0.00039682714437889126,0.4581857499720368,0.8423116282337678,-0.007366517310608267,0.006620153549397956
SPOT_UP_REVERSE_SHORT,60,0.0006,53642,-0.0006062020801615347,-0.0006,-0.0006027854610834462,-0.0005968271443788911,0.4384996830841505,0.7743326703636676,-0.007566517310608267,0.0064201535493979564
SPOT_UP_REVERSE_SHORT,120,0.0,53642,-4.602243107783691e-05,-6.808102554478612e-05,-4.926774597796232e-05,-4.4060706825886214e-05,0.4945565042317587,0.986232994238866,-0.010016438456971465,0.009888982309141038
SPOT_UP_REVERSE_SHORT,120,0.0004,53642,-0.0004460224310778367,-0.00046808102554478614,-0.00044926774597796234,-0.00044406070682588615,0.4645799932888408,0.8743958743143665,-0.010416438456971464,0.009488982309141039
SPOT_UP_REVERSE_SHORT,120,0.0006,53642,-0.0006460224310778372,-0.0006680810255447861,-0.0006492677459779622,-0.0006440607068258861,0.45033742216919576,0.8234691292147788,-0.010616438456971465,0.009288982309141039
SPOT_DOWN_CATCHUP_SHORT,30,0.0,52814,-8.57557635065549e-05,-0.00011521797170088721,-9.896891667276035e-05,-9.143044539328715e-05,0.48307267012534555,0.9519441911876397,-0.0051731258378140636,0.005074939231237708
SPOT_DOWN_CATCHUP_SHORT,30,0.0004,52814,-0.000485755763506555,-0.0005152179717008872,-0.0004989689166727603,-0.0004914304453932873,0.4298292119513765,0.7573334608781009,-0.005573125837814064,0.004674939231237708
SPOT_DOWN_CATCHUP_SHORT,30,0.0006,52814,-0.0006857557635065549,-0.0007152179717008872,-0.0006989689166727605,-0.0006914304453932871,0.40279092664823724,0.6763014128377077,-0.005773125837814063,0.0044749392312377085
SPOT_DOWN_CATCHUP_SHORT,60,0.0,52814,-0.0001271698622781968,-0.0001588081402531527,-0.0001446247016421295,-0.00013016130708385179,0.48278865452342185,0.9488422358574972,-0.007247801080255489,0.007094815162445207
SPOT_DOWN_CATCHUP_SHORT,60,0.0004,52814,-0.0005271698622781967,-0.0005588081402531527,-0.0005446247016421288,-0.0005301613070838518,0.44329155148256144,0.8047966325664545,-0.007647801080255489,0.006694815162445206
SPOT_DOWN_CATCHUP_SHORT,60,0.0006,52814,-0.0007271698622781969,-0.0007588081402531527,-0.0007446247016421298,-0.0007301613070838517,0.42341045934790017,0.7415816250957945,-0.00784780108025549,0.006494815162445207
SPOT_DOWN_CATCHUP_SHORT,120,0.0,52814,-0.00019207404398696555,-0.0002567609913972646,-0.00020893480076015532,-0.00019612958730818442,0.4814253796341879,0.9450853806699441,-0.010342124153958854,0.010028974555452517
SPOT_DOWN_CATCHUP_SHORT,120,0.0004,52814,-0.0005920740439869655,-0.0006567609913972646,-0.0006089348007601549,-0.0005961295873081842,0.4540462756087401,0.8404294869847841,-0.010742124153958853,0.009628974555452518
SPOT_DOWN_CATCHUP_SHORT,120,0.0006,52814,-0.0007920740439869659,-0.0008567609913972646,-0.0008089348007601558,-0.0007961295873081844,0.4392017268148597,0.7927104490069535,-0.010942124153958854,0.009428974555452517
SPOT_DOWN_REVERSE_LONG,30,0.0,52814,8.57557635065549e-05,0.00011521797170088721,9.896891667276035e-05,9.143044539328715e-05,0.5146552050592645,1.050481750145884,-0.0050749392312377075,0.0051731258378140636
SPOT_DOWN_REVERSE_LONG,30,0.0004,52814,-0.0003142442364934451,-0.0002847820282991128,-0.0003010310833272394,-0.000308569554606713,0.4595561782860605,0.8349223082548423,-0.005474939231237708,0.004773125837814063
SPOT_DOWN_REVERSE_LONG,30,0.0006,52814,-0.000514244236493445,-0.00048478202829911274,-0.0005010310833272398,-0.0005085695546067127,0.43174158367099635,0.7447261242167167,-0.005674939231237707,0.004573125837814064
SPOT_DOWN_REVERSE_LONG,60,0.0,52814,0.0001271698622781968,0.0001588081402531527,0.0001446247016421292,0.0001301613070838517,0.5154504487446511,1.0539159854074898,-0.0070948151624452005,0.007247801080255493
SPOT_DOWN_REVERSE_LONG,60,0.0004,52814,-0.0002728301377218032,-0.0002411918597468473,-0.0002553752983578701,-0.0002698386929161483,0.4765592456545613,0.8934367952309381,-0.007494815162445201,0.006847801080255493
SPOT_DOWN_REVERSE_LONG,60,0.0006,52814,-0.0004728301377218033,-0.00044119185974684724,-0.000455375298357871,-0.00046983869291614816,0.4573219222175938,0.8227000072035734,-0.0076948151624452,0.006647801080255493
SPOT_DOWN_REVERSE_LONG,120,0.0,52814,0.00019207404398696555,0.0002567609913972646,0.0002089348007601562,0.0001961295873081839,0.5175900329458099,1.0581054584625238,-0.010028974555452461,0.010342124153958857
SPOT_DOWN_REVERSE_LONG,120,0.0004,52814,-0.00020792595601303423,-0.00014323900860273542,-0.00019106519923984432,-0.000203870412691816,0.48951035710228347,0.9406604165059128,-0.01042897455545246,0.009942124153958858
SPOT_DOWN_REVERSE_LONG,120,0.0006,52814,-0.0004079259560130347,-0.00034323900860273534,-0.0003910651992398449,-0.0004038704126918161,0.47534744575302,0.8869237020904246,-0.010628974555452461,0.009742124153958857
FUT_UP_REVERT_SHORT,30,0.0,61034,-1.913166803915792e-05,3.503996743914328e-05,1.4901263596202058e-05,-4.568226912207152e-08,0.5042599206999377,0.9886290628347758,-0.0049943228312527175,0.0049284980106449995
FUT_UP_REVERT_SHORT,30,0.0004,61034,-0.000419131668039158,-0.00036496003256085674,-0.0003850987364037978,-0.0004000456822691222,0.4477995871153783,0.7784719780556499,-0.005394322831252718,0.004528498010644999
